Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Mitch Atkins,20,13,4,.765,2.41,25,25,0,0,0,0,138.1,110,47,37,10,53,2,127,3,3,4,570,1.178,7.2,0.7,3.4,8.3,2.40,,1
Matt Avery,22,4,3,.571,2.15,48,0,34,0,0,18,67.0,46,17,16,4,27,2,76,3,0,3,278,1.090,6.2,0.5,3.6,10.2,2.81,,0
Mike Billek,22,4,5,.444,5.66,15,5,5,0,0,0,35.0,45,29,22,3,11,0,25,1,0,2,163,1.600,11.6,0.8,2.8,6.4,2.27,,0
Todd Blackford,21,10,9,.526,5.37,27,27,0,0,0,0,140.2,159,93,84,11,63,1,70,15,1,20,645,1.578,10.2,0.7,4.0,4.5,1.11,,0
Ed Campusano*,23,0,0,,1.21,26,0,25,0,0,21,29.2,16,5,4,0,9,0,47,2,0,0,117,0.843,4.9,0.0,2.7,14.3,5.22,,0
Marco Carrillo,19,0,0,,15.00,1,1,0,0,0,0,3.0,7,6,5,0,1,0,1,0,0,0,18,2.667,21.0,0.0,3.0,3.0,1.00,,0
Jesse Estrada,22,7,1,.875,3.32,36,5,1,0,0,0,95.0,89,41,35,4,28,1,61,9,1,7,400,1.232,8.4,0.4,2.7,5.8,2.18,,0
Roger Evenson,22,1,2,.333,3.30,21,0,8,0,0,0,43.2,40,20,16,6,8,2,31,3,0,0,177,1.099,8.2,1.2,1.6,6.4,3.88,,0
Fabian Jimenez Angulo*,19,1,3,.250,10.13,4,4,0,0,0,0,16.0,30,20,18,1,6,0,6,7,2,2,88,2.250,16.9,0.6,3.4,3.4,1.00,,0
Scott Koerber*,23,5,4,.556,3.42,38,0,19,0,0,3,50.0,40,21,19,4,27,3,34,1,0,4,217,1.340,7.2,0.7,4.9,6.1,1.26,,0
Tim Layden*,23,0,0,,2.25,7,0,3,0,0,1,12.0,11,3,3,0,6,0,15,0,1,0,53,1.417,8.3,0.0,4.5,11.3,2.50,,0
Wade Miller,29,0,0,,2.50,5,5,0,0,0,0,18.0,17,5,5,0,5,0,15,0,0,0,73,1.222,8.5,0.0,2.5,7.5,3.00,,1
Jon Mueller,22,0,1,.000,4.24,21,0,8,0,0,2,34.0,34,17,16,3,9,2,20,4,0,3,143,1.265,9.0,0.8,2.4,5.3,2.22,,0
Mike Phelps,22,1,0,1.000,5.40,3,0,1,0,0,0,5.0,5,3,3,0,2,0,4,0,0,0,21,1.400,9.0,0.0,3.6,7.2,2.00,,0
Mark Prior,25,0,2,.000,3.86,2,2,0,0,0,0,7.0,7,4,3,1,0,0,8,0,0,0,29,1.000,9.0,1.3,0.0,10.3,,,1
Justin Rayborn,23,6,1,.857,1.93,37,0,13,0,0,2,65.1,60,16,14,4,17,2,72,2,0,1,275,1.179,8.3,0.6,2.3,9.9,4.24,,0
Jeff Samardzija,21,0,1,.000,3.27,2,2,0,0,0,0,11.0,6,5,4,1,6,0,4,0,0,0,43,1.091,4.9,0.8,4.9,3.3,0.67,,1
Joel Santo,22,3,4,.429,4.11,7,5,1,1,0,0,35.0,32,17,16,2,20,2,27,3,0,10,157,1.486,8.2,0.5,5.1,6.9,1.35,,0
Roberto Sotolongo,23,0,3,.000,12.79,6,0,2,0,0,1,6.1,11,10,9,3,4,1,5,1,0,0,38,2.368,15.6,4.3,5.7,7.1,1.25,,0
Scott Taylor,19,8,8,.500,3.39,23,22,0,1,0,0,140.2,145,61,53,8,28,0,71,1,1,6,584,1.230,9.3,0.5,1.8,4.5,2.54,,0
Jeff Teasley,23,2,3,.400,4.30,29,0,13,0,0,1,46.0,49,25,22,6,12,0,38,2,0,5,197,1.326,9.6,1.2,2.3,7.4,3.17,,0
Donnie Veal*,21,5,3,.625,2.69,14,14,0,0,0,0,73.2,45,26,22,4,40,0,86,2,0,9,296,1.154,5.5,0.5,4.9,10.5,2.15,,1
Matt Weber,21,0,1,.000,9.95,2,2,0,0,0,0,6.1,14,7,7,0,4,0,3,3,0,0,38,2.842,19.9,0.0,5.7,4.3,0.75,,0
Scott Williamson,30,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,1,0,0,1,4,1.000,9.0,0.0,0.0,9.0,,,1
Kerry Wood,29,0,0,,0.00,1,1,0,0,0,0,5.0,1,0,0,0,1,0,12,1,0,0,18,0.400,1.8,0.0,1.8,21.6,12.00,,1
Jesus Yepez*,22,5,6,.455,4.30,28,19,4,0,0,0,127.2,133,68,61,9,68,2,72,6,5,23,568,1.574,9.4,0.6,4.8,5.1,1.06,,0
26 Players,21.9,75,64,.540,3.67,139,139,137,2,9,49,1212.1,1153,567,494,84,455,20,931,69,14,100,5210,1.326,8.6,0.6,3.4,6.9,2.05,,0
