Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Grant Balfour,28,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,3,0,0,0,6,0.000,0.0,0.0,0.0,13.5,,,1
Matt Belisle,26,1,0,1.000,0.00,2,0,1,0,0,1,4.0,3,1,0,0,0,0,3,0,0,0,16,0.750,6.8,0.0,0.0,6.8,,,1
Brandon Camardese*,22,0,0,,14.29,6,0,1,0,0,0,5.2,14,9,9,0,3,1,6,0,0,1,34,3.000,22.2,0.0,4.8,9.5,2.00,,0
Johnny Cueto,20,8,1,.889,2.59,14,14,0,2,2,0,76.1,52,22,22,5,15,0,82,4,0,1,292,0.878,6.1,0.6,1.8,9.7,5.47,,1
Daniel Donaldson*,21,1,0,1.000,3.38,2,0,0,0,0,0,2.2,3,2,1,0,5,0,0,0,0,0,17,3.000,10.1,0.0,16.9,0.0,0.00,,0
Rainer Feliz,23,1,0,1.000,5.23,17,1,8,0,0,0,31.0,38,20,18,3,16,0,27,1,0,2,147,1.742,11.0,0.9,4.6,7.8,1.69,,0
Carlos Fisher,23,12,5,.706,2.76,27,27,0,0,0,0,150.0,133,53,46,5,38,1,122,5,0,6,609,1.140,8.0,0.3,2.3,7.3,3.21,,1
Jon George,21,0,1,.000,3.29,8,0,4,0,0,0,13.2,19,7,5,0,2,0,13,1,0,1,62,1.537,12.5,0.0,1.3,8.6,6.50,,0
Rafael Gonzalez,20,2,4,.333,5.22,9,9,0,0,0,0,39.2,32,25,23,7,25,0,33,1,0,6,171,1.437,7.3,1.6,5.7,7.5,1.32,,0
Daniel Guerrero,20,4,5,.444,3.94,12,12,0,1,0,0,59.1,62,28,26,4,17,0,39,3,1,3,254,1.331,9.4,0.6,2.6,5.9,2.29,,0
Russ Haltiwanger,22,0,4,.000,4.15,40,5,7,0,0,1,82.1,72,46,38,10,45,1,78,4,0,13,364,1.421,7.9,1.1,4.9,8.5,1.73,,0
Blake Hendley,24,1,3,.250,3.34,22,0,21,0,0,15,29.2,33,12,11,1,3,1,28,2,0,1,129,1.213,10.0,0.3,0.9,8.5,9.33,,0
Kyle Huddy,23,0,1,.000,6.55,7,1,2,0,0,0,11.0,14,9,8,0,9,1,12,2,0,2,55,2.091,11.5,0.0,7.4,9.8,1.33,,0
Bo Lanier,23,3,11,.214,3.03,49,0,28,0,0,9,74.1,57,27,25,3,33,6,58,1,0,15,307,1.211,6.9,0.4,4.0,7.0,1.76,,0
Wayne Lundgren,24,2,1,.667,2.60,12,0,5,0,0,1,17.1,19,9,5,1,3,1,9,0,0,1,74,1.269,9.9,0.5,1.6,4.7,3.00,,0
Derrik Lutz,21,2,1,.667,2.39,13,0,0,0,0,0,26.1,26,10,7,2,11,2,22,3,0,1,117,1.405,8.9,0.7,3.8,7.5,2.00,,0
Justin Mallett,24,0,3,.000,4.02,11,0,5,0,0,3,15.2,13,8,7,1,8,0,18,0,0,0,67,1.340,7.5,0.6,4.6,10.3,2.25,,0
Robert Manuel,22,0,3,.000,4.31,13,7,1,0,0,1,48.0,58,27,23,5,4,2,36,2,0,1,208,1.292,10.9,0.9,0.8,6.8,9.00,,1
German Melendez,25,0,1,.000,27.00,2,0,0,0,0,0,1.2,7,5,5,0,1,0,0,1,0,1,14,4.800,37.8,0.0,5.4,0.0,0.00,,0
Luis Montano,21,0,1,.000,6.75,2,2,0,0,0,0,8.0,10,7,6,2,3,0,9,0,0,1,39,1.625,11.3,2.3,3.4,10.1,3.00,,0
Logan Ondrusek,21,4,5,.444,3.42,27,0,6,0,0,0,52.2,48,24,20,2,19,2,47,3,0,4,226,1.272,8.2,0.3,3.2,8.0,2.47,,1
Elizardo Ramirez,23,0,0,,4.50,1,1,0,0,0,0,6.0,6,3,3,1,0,0,3,0,0,0,24,1.000,9.0,1.5,0.0,4.5,,,1
Jose Rojas,23,3,1,.750,1.07,25,0,10,0,0,4,42.0,27,7,5,2,22,0,63,2,0,1,173,1.167,5.8,0.4,4.7,13.5,2.86,,0
Jeff Stevens,22,2,4,.333,4.43,14,6,1,0,0,0,42.2,42,22,21,6,16,1,43,1,0,3,179,1.359,8.9,1.3,3.4,9.1,2.69,,1
Zac Stott,22,0,2,.000,5.40,14,0,10,0,0,4,16.2,22,13,10,1,4,0,15,1,0,2,78,1.560,11.9,0.5,2.2,8.1,3.75,,0
Damian Ursin,23,1,2,.333,3.71,34,0,23,0,0,5,43.2,46,22,18,3,20,0,40,0,0,3,196,1.511,9.5,0.6,4.1,8.2,2.00,,0
Philippe Valiquette*,19,2,4,.333,7.54,12,9,0,0,0,0,37.0,52,39,31,5,21,0,24,1,0,4,182,1.973,12.6,1.2,5.1,5.8,1.14,,0
Zach Ward,22,7,0,1.000,2.29,20,18,0,0,0,0,114.0,74,35,29,2,37,1,95,12,1,4,447,0.974,5.8,0.2,2.9,7.5,2.57,,0
Sean Watson,20,1,2,.333,8.59,10,0,3,0,0,0,14.2,22,14,14,2,5,0,16,3,0,1,72,1.841,13.5,1.2,3.1,9.8,3.20,,0
Andrew Weimer,25,0,1,.000,9.00,2,0,1,0,0,0,3.0,5,7,3,0,3,1,3,0,0,0,19,2.667,15.0,0.0,9.0,9.0,1.00,,0
