Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Danielin Acevedo,21,2,1,.667,3.20,5,2,1,0,0,0,19.2,22,11,7,0,6,0,7,1,0,3,87,1.424,10.1,0.0,2.7,3.2,1.17,,0
Danny Barnett,21,0,3,.000,5.40,10,0,3,0,0,0,16.2,19,12,10,1,9,0,17,0,0,2,78,1.680,10.3,0.5,4.9,9.2,1.89,,0
Zak Basch,23,1,3,.250,6.17,18,0,10,0,0,0,23.1,25,17,16,2,14,0,22,5,0,4,114,1.671,9.6,0.8,5.4,8.5,1.57,,0
Dallas Braden*,20,2,0,1.000,2.76,7,0,4,0,0,2,16.1,15,7,5,1,3,0,26,0,0,0,63,1.102,8.3,0.6,1.7,14.3,8.67,,1
Tomas Cabaniel,21,6,3,.667,4.59,15,15,0,0,0,0,82.1,88,48,42,4,24,0,74,9,1,7,358,1.360,9.6,0.4,2.6,8.1,3.08,,0
Steven-Ryder Carter,24,0,0,,22.50,3,0,0,0,0,0,2.0,6,5,5,1,0,0,0,0,0,0,12,3.000,27.0,4.5,0.0,0.0,,,0
Scot Drucker,22,2,1,.667,3.00,14,0,11,0,0,6,21.0,20,8,7,1,6,0,18,0,0,2,89,1.238,8.6,0.4,2.6,7.7,3.00,,0
Leonardo Espinal,20,0,2,.000,6.75,2,2,0,0,0,0,9.1,11,8,7,1,2,0,6,2,0,0,44,1.393,10.6,1.0,1.9,5.8,3.00,,0
Ryan Ford*,21,4,0,1.000,3.66,15,11,2,0,0,2,71.1,76,36,29,3,15,0,49,3,0,2,300,1.276,9.6,0.4,1.9,6.2,3.27,,0
Chris Howay,24,3,1,.750,5.65,20,0,10,0,0,2,28.2,35,19,18,1,13,0,32,1,0,3,136,1.674,11.0,0.3,4.1,10.0,2.46,,0
Shawn Martinez,22,1,4,.200,4.50,17,2,8,0,0,2,40.0,42,22,20,4,20,0,36,3,0,5,182,1.550,9.5,0.9,4.5,8.1,1.80,,0
Mike McGirr,23,5,0,1.000,0.66,7,7,0,0,0,0,41.0,23,5,3,1,7,0,31,5,1,1,158,0.732,5.0,0.2,1.5,6.8,4.43,,0
Connor Robertson,22,0,0,,3.60,3,0,2,0,0,0,5.0,4,2,2,1,2,0,5,0,0,0,21,1.200,7.2,1.8,3.6,9.0,2.50,,1
Michael Rogers,21,1,2,.333,4.87,12,8,1,0,0,0,40.2,48,22,22,3,15,0,26,3,0,2,186,1.549,10.6,0.7,3.3,5.8,1.73,,0
Adiel Sanchez*,21,2,3,.400,5.23,22,0,10,0,0,1,31.0,37,19,18,3,15,1,19,1,0,4,146,1.677,10.7,0.9,4.4,5.5,1.27,,0
Braulio Santana,19,4,3,.571,4.58,12,10,0,0,0,0,55.0,56,33,28,3,14,0,23,4,0,2,241,1.273,9.2,0.5,2.3,3.8,1.64,,0
Steve Schilsky,23,0,3,.000,8.31,8,0,4,0,0,1,13.0,19,13,12,0,10,2,4,4,0,2,72,2.231,13.2,0.0,6.9,2.8,0.40,,0
Steve Sharpe,22,6,3,.667,4.60,16,14,0,0,0,0,72.1,59,40,37,3,30,0,53,4,1,9,296,1.230,7.3,0.4,3.7,6.6,1.77,,0
Derek Tharpe*,22,0,2,.000,4.80,12,1,4,0,0,3,30.0,33,18,16,4,7,0,30,2,0,2,131,1.333,9.9,1.2,2.1,9.0,4.29,,0
Clay Tichota,22,3,0,1.000,4.71,16,4,1,0,0,1,42.0,47,27,22,1,12,0,36,3,1,5,184,1.405,10.1,0.2,2.6,7.7,3.00,,0
Jason Windsor,21,0,0,,0.00,4,0,3,0,0,1,5.0,4,0,0,0,0,0,5,0,0,0,19,0.800,7.2,0.0,0.0,9.0,,,1
Benjamin Winslow,24,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,1,2,0,2,0,0,0,10,2.000,9.0,4.5,9.0,9.0,1.00,,0
22 Players,21.6,42,34,.553,4.41,76,76,76,0,1,21,667.2,691,373,327,39,226,3,521,50,4,55,2927,1.373,9.3,0.5,3.0,7.0,2.31,,0
