Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Ben Sheets,23,11,16,.407,4.15,34,34,0,1,0,0,216.2,237,105,100,21,70,10,170,10,0,9,934,98,3.76,1.417,9.8,0.9,2.9,7.1,2.43,1
SP,Glendon Rusch*,27,10,16,.385,4.70,34,34,0,4,1,0,210.2,227,118,110,30,76,1,140,5,0,6,913,87,4.64,1.438,9.7,1.3,3.2,6.0,1.84,1
SP,Ruben Quevedo,23,6,11,.353,5.76,26,25,0,1,1,0,139.0,159,100,89,28,68,3,93,4,0,6,634,71,5.80,1.633,10.3,1.8,4.4,6.0,1.37,1
SP,Jamey Wright,27,5,13,.278,5.35,19,19,0,1,1,0,114.1,115,72,68,15,63,8,69,11,0,8,515,76,5.40,1.557,9.1,1.2,5.0,5.4,1.10,1
SP,Nick Neugebauer,21,1,7,.125,4.72,12,12,0,0,0,0,55.1,56,33,29,10,44,3,47,0,2,5,260,87,6.00,1.807,9.1,1.6,7.2,7.6,1.07,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Mike DeJean,31,1,5,.167,3.12,68,0,60,0,0,27,75.0,66,28,26,7,39,8,65,2,0,7,326,131,4.08,1.400,7.9,0.8,4.7,7.8,1.67,1
RP,Jose Cabrera,30,6,10,.375,6.79,50,11,8,0,0,0,103.1,131,84,78,23,36,9,61,9,0,3,474,60,5.98,1.616,11.4,2.0,3.1,5.3,1.69,1
RP,Luis Vizcaino,27,5,3,.625,2.99,76,0,30,0,0,5,81.1,55,27,27,6,30,4,79,3,2,3,326,137,3.20,1.045,6.1,0.7,3.3,8.7,2.63,1
RP,Ray King*,28,3,2,.600,3.05,76,0,15,0,0,0,65.0,61,24,22,5,24,6,50,3,1,0,273,134,3.67,1.308,8.4,0.7,3.3,6.9,2.08,1
RP,Valerio De Los Santos*,29,2,3,.400,3.12,51,0,12,0,0,0,57.2,42,21,20,4,26,3,38,2,0,1,237,131,4.00,1.179,6.6,0.6,4.1,5.9,1.46,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nelson Figueroa,28,1,7,.125,5.03,30,11,4,0,0,0,93.0,96,59,52,18,37,6,51,4,0,5,412,81,5.70,1.430,9.3,1.7,3.6,4.9,1.38,1
,Jayson Durocher,27,1,1,.500,1.88,39,0,10,0,0,0,48.0,27,13,10,3,21,2,44,2,0,1,189,219,3.38,1.000,5.1,0.6,3.9,8.3,2.10,1
,Mike Buddie,31,1,2,.333,4.54,25,0,6,0,0,0,39.2,46,23,20,5,21,7,28,1,0,3,185,91,4.85,1.689,10.4,1.1,4.8,6.4,1.33,1
,Wayne Franklin*,28,2,1,.667,2.63,4,4,0,0,0,0,24.0,16,8,7,1,17,1,17,0,0,0,103,158,4.21,1.375,6.0,0.4,6.4,6.4,1.00,1
,Ben Diggins,23,0,4,.000,8.63,5,5,0,0,0,0,24.0,28,24,23,4,18,1,15,1,1,3,118,48,6.25,1.917,10.5,1.5,6.8,5.6,0.83,1
,Takahito Nomura*,33,0,0,,8.56,21,0,2,0,0,0,13.2,11,14,13,2,18,4,9,2,1,2,71,49,7.94,2.122,7.2,1.3,11.9,5.9,0.50,1
,Jimmy Osting*,25,0,2,.000,7.50,3,3,0,0,0,0,12.0,18,11,10,3,10,0,7,0,0,0,64,56,7.55,2.333,13.5,2.3,7.5,5.3,0.70,1
,Andrew Lorraine*,29,0,1,.000,11.25,5,1,3,0,0,0,12.0,22,18,15,7,6,0,10,0,0,0,65,37,10.38,2.333,16.5,5.3,4.5,7.5,1.67,1
,Everett Stull,30,0,1,.000,6.30,2,2,0,0,0,0,10.0,15,7,7,0,9,2,7,1,0,0,53,67,4.56,2.400,13.5,0.0,8.1,6.3,0.78,1
,Matt Childers,23,0,0,,12.00,8,0,2,0,0,0,9.0,13,12,12,2,8,1,6,1,0,0,48,35,7.52,2.333,13.0,2.0,8.0,6.0,0.75,1
,Dave Pember,24,0,1,.000,5.19,4,1,1,0,0,0,8.2,7,6,5,1,6,0,5,0,0,1,40,82,5.39,1.500,7.3,1.0,6.2,5.2,0.83,1
,Shane Nance*,24,0,0,,4.26,4,0,0,0,0,0,6.1,4,3,3,1,4,0,5,0,0,0,27,101,5.33,1.263,5.7,1.4,5.7,7.1,1.25,1
,Brian Mallette,27,0,0,,10.80,5,0,2,0,0,0,5.0,7,6,6,3,3,1,5,1,0,1,26,41,11.16,2.000,12.6,5.4,5.4,9.0,1.67,1
,Chad Fox,31,1,0,1.000,5.79,3,0,0,0,0,0,4.2,6,3,3,0,5,1,3,0,0,0,25,76,4.89,2.357,11.6,0.0,9.6,5.8,0.60,1
,Mike Matthews*,28,0,0,,4.50,4,0,0,0,0,0,4.0,3,2,2,0,7,1,2,0,1,0,21,99,7.21,2.500,6.8,0.0,15.8,4.5,0.29,1
,Team Totals,26.5,56,106,.346,4.73,162,162,155,7,3,32,1432.1,1468,821,752,199,666,82,1026,62,8,64,6339,86,4.86,1.490,9.2,1.3,4.2,6.4,1.54,1
,Rank in 16 NL teams,,16,1,,15,,,,7,15,15,14 ,12,15,15,15,16,,11,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
