Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Juan Aracena,21,1,4,.200,2.84,18,0,17,0,0,6,25.1,21,8,8,2,7,1,22,0,0,1,103,1.105,7.5,0.7,2.5,7.8,3.14,,0
Craig Brown*,21,1,2,.333,7.23,16,0,8,0,0,1,18.2,29,20,15,4,17,1,19,0,1,3,104,2.464,14.0,1.9,8.2,9.2,1.12,,0
D.J. Carrasco,21,1,1,.500,5.40,13,1,6,0,0,2,31.2,36,23,19,3,14,0,38,2,0,1,145,1.579,10.2,0.9,4.0,10.8,2.71,,1
Ryan Drese,22,2,5,.286,4.07,9,9,0,0,0,0,42.0,40,21,19,1,14,0,40,3,0,4,179,1.286,8.6,0.2,3.0,8.6,2.86,,1
Dave Erwin,23,0,0,,7.20,3,0,2,0,0,0,5.0,6,4,4,1,1,0,7,1,0,0,23,1.400,10.8,1.8,1.8,12.6,7.00,,0
Ruben Escobar,22,0,1,.000,3.70,14,0,2,0,0,0,24.1,20,12,10,0,6,0,14,0,0,3,96,1.068,7.4,0.0,2.2,5.2,2.33,,0
Matt Everett,22,3,3,.500,2.33,16,0,11,0,0,0,19.1,16,7,5,1,12,3,24,1,0,2,89,1.448,7.4,0.5,5.6,11.2,2.00,,0
Dan Guillory,22,1,0,1.000,3.00,3,0,1,0,0,1,6.0,4,2,2,0,3,1,5,1,1,0,26,1.167,6.0,0.0,4.5,7.5,1.67,,0
Brian Jackson,20,0,0,,11.25,1,1,0,0,0,0,4.0,7,6,5,0,3,0,2,0,0,0,21,2.500,15.8,0.0,6.8,4.5,0.67,,0
Ryan Kearney,22,1,2,.333,1.57,20,1,8,0,0,3,46.0,39,16,8,1,10,1,45,1,1,2,188,1.065,7.6,0.2,2.0,8.8,4.50,,0
Eric Maleski,21,0,0,,6.00,2,0,1,0,0,0,3.0,5,2,2,0,0,0,3,0,0,0,14,1.667,15.0,0.0,0.0,9.0,,,0
Ron Marietta*,20,1,1,.500,5.09,11,11,0,0,0,0,53.0,55,35,30,8,26,0,41,9,3,6,240,1.528,9.3,1.4,4.4,7.0,1.58,,0
Rick Matsko,21,2,3,.400,8.59,20,0,8,0,0,1,36.2,43,37,35,2,24,1,41,1,0,5,169,1.827,10.6,0.5,5.9,10.1,1.71,,0
Carey Novits*,22,0,0,,3.38,5,2,1,0,0,0,10.2,11,4,4,1,2,0,9,0,0,1,43,1.219,9.3,0.8,1.7,7.6,4.50,,0
Brody Percell*,22,9,2,.818,2.21,15,15,0,1,1,0,85.2,73,28,21,7,16,0,105,2,0,2,343,1.039,7.7,0.7,1.7,11.0,6.56,,0
Chris Reinike,21,10,2,.833,1.91,15,15,0,0,0,0,89.2,64,21,19,1,33,1,92,8,0,2,367,1.082,6.4,0.1,3.3,9.2,2.79,,0
Mike Spiegel*,22,1,0,1.000,0.00,1,1,0,0,0,0,6.0,2,1,0,0,5,0,7,2,1,0,25,1.167,3.0,0.0,7.5,10.5,1.40,,0
Tyler Swinburnson,22,0,1,.000,5.01,17,0,8,0,0,4,32.1,30,21,18,1,23,1,29,1,0,8,149,1.639,8.4,0.3,6.4,8.1,1.26,,0
Rob Vael,22,4,3,.571,4.12,12,9,1,0,0,0,54.2,56,25,25,7,16,0,52,3,0,5,228,1.317,9.2,1.2,2.6,8.6,3.25,,0
Jose Vargas,21,2,2,.500,1.45,5,5,0,1,0,0,31.0,28,14,5,1,7,0,22,2,0,2,127,1.129,8.1,0.3,2.0,6.4,3.14,,0
Matt White*,20,3,2,.600,4.28,6,6,0,0,0,0,27.1,31,19,13,4,11,1,24,2,2,1,120,1.537,10.2,1.3,3.6,7.9,2.18,,1
21 Players,21.4,42,34,.553,3.67,76,76,74,2,6,18,652.1,616,326,266,45,250,11,641,39,9,48,2799,1.328,8.5,0.6,3.4,8.8,2.56,,0
