Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Darrin Fletcher*,33,122,445,416,43,133,19,1,20,58,1,0,20,45,.320,.355,.514,.869,115,214,8,5,0,4,3,1
1B,Carlos Delgado*,28,162,711,569,115,196,57,1,41,137,0,1,123,104,.344,.470,.664,1.134,181,378,12,15,0,4,18,1
2B,Homer Bush,27,76,325,297,38,64,8,0,1,18,9,4,18,60,.215,.271,.253,.524,33,75,10,5,4,1,0,1
SS,Alex Gonzalez,27,141,591,527,68,133,31,2,15,69,4,4,43,113,.252,.313,.404,.717,78,213,14,4,16,1,0,1
3B,Tony Batista,26,154,664,620,96,163,32,2,41,114,5,4,35,121,.263,.307,.519,.827,102,322,15,6,0,3,1,1
LF,Shannon Stewart,26,136,631,583,107,186,43,5,21,69,20,5,37,79,.319,.363,.518,.882,118,302,12,6,1,4,1,1
CF,Jose Cruz#,26,162,681,603,91,146,32,5,31,76,15,5,71,129,.242,.323,.466,.789,95,281,11,2,2,3,3,1
RF,Raul Mondesi,29,96,426,388,78,105,22,2,24,67,22,6,32,73,.271,.329,.523,.852,109,203,8,3,0,3,0,1
DH,Brad Fullmer*,25,133,524,482,76,142,29,1,32,104,3,1,30,68,.295,.340,.558,.898,120,269,14,6,0,6,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,Craig Grebeck,35,66,270,241,38,71,19,0,3,23,0,0,25,33,.295,.364,.411,.775,94,99,7,2,1,1,0,1
OF,Marty Cordova,30,62,221,200,23,49,7,0,4,18,3,2,18,35,.245,.317,.340,.657,65,68,6,3,0,0,0,1
C,Alberto Castillo,30,66,211,185,14,39,7,0,1,16,0,0,21,36,.211,.287,.265,.552,40,49,3,0,2,3,0,1
RF,Dave Martinez*,35,47,206,180,29,56,10,1,2,22,4,2,24,28,.311,.393,.411,.804,103,74,3,1,0,1,0,1
2B,Mickey Morandini*,34,35,116,107,10,29,2,1,0,7,1,0,7,23,.271,.316,.308,.624,58,33,2,0,2,0,0,1
SS,Chris Woodward,24,37,115,104,16,19,7,0,3,14,1,0,10,28,.183,.254,.337,.591,47,35,1,0,1,0,3,1
DH,Todd Greene,29,34,90,85,11,20,2,0,5,10,0,0,5,18,.235,.278,.435,.713,75,37,4,0,0,0,0,1
OF,Dewayne Wise*,22,28,24,22,3,3,0,0,0,0,1,0,1,5,.136,.208,.136,.345,-11,3,0,1,0,0,0,1
OF,Rob Ducey*,35,5,15,13,2,2,1,0,0,1,0,0,2,2,.154,.267,.231,.497,27,3,0,0,0,0,0,1
RF,Chad Mottola,28,3,10,9,1,2,0,0,0,2,0,0,0,4,.222,.300,.222,.522,34,2,0,1,0,0,0,1
LF,Andy Thompson,24,2,9,6,2,1,0,0,0,1,0,0,3,2,.167,.444,.167,.611,63,1,0,0,0,0,0,1
C,Charlie Greene,29,3,9,9,0,1,0,0,0,0,0,0,0,5,.111,.111,.111,.222,-44,1,0,0,0,0,0,1
CF,Vernon Wells,21,3,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
C,Josh Phelps,22,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Kelvim Escobar,24,2,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Frank Castillo,31,2,7,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,-28,1,0,0,0,0,0,1
P,David Wells*,37,2,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-16,1,0,0,0,0,0,1
P,Clayton Andrews,22,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chris Carpenter,25,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Darwin Cubillan,27,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Billy Koch,25,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Paul Quantrill*,31,5,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Peter Munro,25,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Steve Trachsel,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mark Guthrie,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Borbon,32,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Lance Painter*,32,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Matt DeWitt,22,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joey Hamilton,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,John Bale*,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pasqual Coco,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Esteban Loaiza,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,John Frascatore,30,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Roy Halladay,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Eric Gunderson,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Leo Estrella,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,28.2,162,6326,5677,861,1562,328,21,244,826,89,34,526,1026,.275,.341,.469,.810,101,2664,130,60,29,34,32,1
