Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Mitch Meluskey#,26,117,400,337,47,101,21,0,14,69,1,0,55,74,.300,.401,.487,.888,117,164,7,4,1,3,10,1
1B,Jeff Bagwell,32,159,719,590,152,183,37,1,47,132,9,6,107,116,.310,.424,.615,1.039,152,363,19,15,0,7,11,1
2B,Craig Biggio,34,101,466,377,67,101,13,5,8,35,12,2,61,73,.268,.388,.393,.780,93,148,10,16,7,5,3,1
SS,Tim Bogar,33,110,351,304,32,63,9,2,7,33,1,1,35,56,.207,.292,.319,.611,50,97,15,3,5,4,7,1
3B,Chris Truby,26,78,279,258,28,67,15,4,11,59,2,1,10,56,.260,.295,.477,.772,86,123,4,5,1,5,1,1
LF,Daryle Ward*,25,119,281,264,36,68,10,2,20,47,0,0,15,61,.258,.295,.538,.833,99,142,6,0,0,2,2,1
CF,Richard Hidalgo,25,153,644,558,118,175,42,3,44,122,13,6,56,110,.314,.391,.636,1.028,147,355,13,21,0,9,3,1
RF,Moises Alou,33,126,517,454,82,161,28,2,30,114,3,3,52,45,.355,.416,.623,1.039,151,283,21,2,0,9,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Julio Lugo,24,116,465,420,78,119,22,5,10,40,22,9,37,93,.283,.346,.431,.777,90,181,9,4,3,1,0,1
OF,Lance Berkman#,24,114,417,353,76,105,28,1,21,67,6,2,56,73,.297,.388,.561,.949,130,198,6,1,0,7,1,1
IF,Bill Spiers*,34,124,409,355,41,107,17,3,3,43,7,4,49,38,.301,.386,.392,.777,92,139,8,1,2,2,3,1
OF,Roger Cedeno#,25,74,305,259,54,73,2,5,6,26,25,11,43,47,.282,.383,.398,.781,93,103,6,0,2,1,0,1
3B,Ken Caminiti#,37,59,253,208,42,63,13,0,15,45,3,0,42,37,.303,.419,.582,1.001,143,121,7,1,0,2,8,1
C,Tony Eusebio,33,74,249,218,24,61,18,0,7,33,0,0,25,45,.280,.361,.459,.820,100,100,8,4,0,2,2,1
OF,Matt Mieske,32,62,89,81,7,14,1,2,1,5,0,0,7,17,.173,.247,.272,.519,28,22,2,1,0,0,0,1
