Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Damian Miller,30,100,364,324,43,89,24,0,10,44,2,2,36,74,.275,.347,.441,.788,95,143,6,1,1,2,4,1
1B,Greg Colbrunn,30,116,385,329,48,103,22,1,15,57,0,1,43,45,.313,.405,.523,.928,129,172,13,10,0,3,2,1
2B,Jay Bell,34,149,649,565,87,151,30,6,18,68,7,3,70,88,.267,.348,.437,.786,94,247,7,3,6,5,0,1
SS,Tony Womack*,30,146,659,617,95,167,21,14,7,57,45,11,30,74,.271,.307,.384,.692,71,237,6,5,2,5,0,1
3B,Matt Williams,34,96,397,371,43,102,18,2,12,47,1,2,20,51,.275,.315,.431,.746,83,160,11,3,0,3,1,1
LF,Luis Gonzalez*,32,162,722,618,106,192,47,2,31,114,2,4,78,85,.311,.392,.544,.935,130,336,12,12,2,12,6,1
CF,Steve Finley*,35,152,623,539,100,151,27,5,35,96,12,6,65,87,.280,.361,.544,.904,121,293,9,8,2,9,7,1
RF,Danny Bautista,28,87,294,262,45,83,16,7,7,47,5,2,20,30,.317,.366,.511,.877,115,134,10,3,4,5,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Kelly Stinnett,30,76,265,240,22,52,7,0,8,33,0,1,19,56,.217,.291,.346,.636,58,83,5,6,0,0,4,1
RF,Travis Lee*,25,72,250,224,34,52,13,0,8,40,5,1,25,46,.232,.308,.397,.705,74,89,6,0,0,1,1,1
1B,Erubiel Durazo*,26,67,233,196,35,52,11,0,8,33,1,0,34,43,.265,.373,.444,.817,103,87,3,1,0,2,2,1
IF,Craig Counsell*,29,67,177,152,23,48,8,1,2,11,3,3,20,18,.316,.400,.421,.821,105,64,4,2,1,1,0,1
MI,Hanley Frias#,26,75,129,112,18,23,5,0,2,6,2,2,17,18,.205,.310,.304,.614,54,34,3,0,0,0,0,1
RF,Jason Conti*,25,47,99,91,11,21,4,3,1,15,3,0,7,30,.231,.293,.374,.667,65,34,2,1,0,0,2,1
3B,Lenny Harris*,35,36,91,85,9,16,1,1,1,13,5,0,3,5,.188,.209,.259,.468,16,22,3,0,0,3,1,1
3B,Andy Fox*,29,31,90,86,10,18,4,0,1,10,2,1,4,16,.209,.244,.291,.535,33,25,1,0,0,0,1,1
UT,Alex Cabrera,28,31,87,80,10,21,2,1,5,14,0,0,4,21,.263,.299,.500,.799,94,40,3,1,0,2,0,1
3B,Danny Klassen,24,29,87,76,13,18,3,0,2,8,1,1,8,24,.237,.318,.355,.673,67,27,0,1,2,0,0,1
RF,Bernard Gilkey,33,38,81,73,6,8,1,0,2,6,0,0,7,16,.110,.185,.205,.391,-3,15,3,0,0,1,2,1
RF,Turner Ward#,35,15,59,52,5,9,4,0,0,4,1,1,5,7,.173,.241,.250,.491,23,13,3,0,1,1,0,1
RF,David Dellucci*,26,34,54,50,2,15,3,0,0,2,0,2,4,9,.300,.352,.360,.712,78,18,1,0,0,0,0,1
RF,Rob Ryan*,27,27,32,27,4,8,1,1,0,2,0,0,4,7,.296,.406,.407,.814,104,11,0,1,0,0,0,1
C,Rod Barajas,24,5,13,13,1,3,0,0,1,3,0,0,0,4,.231,.231,.462,.692,66,6,0,0,0,0,0,1
RF,Matt Mieske,32,11,10,8,3,2,0,0,1,2,0,0,1,1,.250,.300,.625,.925,122,5,0,0,0,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Randy Johnson,36,34,92,83,4,13,2,0,0,8,0,0,3,35,.157,.195,.181,.376,-5,15,1,1,5,0,0,1
P,Brian Anderson*,28,35,81,69,4,13,3,0,0,4,0,0,1,10,.188,.194,.232,.426,6,16,1,0,9,2,0,1
P,Armando Reynoso,34,30,57,48,0,5,0,0,0,0,0,0,2,24,.104,.140,.104,.244,-38,5,0,0,7,0,0,1
P,Curt Schilling,33,13,38,31,2,8,2,0,0,3,0,1,0,11,.258,.258,.323,.581,43,10,0,0,7,0,0,1
P,Todd Stottlemyre*,35,18,37,31,6,6,2,0,1,4,0,0,3,14,.194,.265,.355,.620,52,11,0,0,3,0,0,1
P,Omar Daal*,28,18,31,27,2,7,1,0,1,4,0,0,1,3,.259,.286,.407,.693,70,11,1,0,3,0,0,1
P,Geraldo Guzman,27,13,22,19,0,0,0,0,0,0,0,0,0,13,.000,.000,.000,.000,-100,0,0,0,3,0,0,1
P,Mike Morgan,40,59,17,16,0,7,0,0,0,1,0,0,0,5,.438,.438,.438,.875,119,7,0,0,1,0,0,1
P,Russ Springer,31,51,5,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,0,1,0,0,0,0,0,1
P,Byung-Hyun Kim,21,58,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-30,0,0,0,0,0,0,1
P,Nelson Figueroa#,26,2,4,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,67,1,0,0,1,0,0,1
P,Greg Swindell,35,61,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Vicente Padilla,22,25,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,401,1,0,0,0,0,0,1
P,Matt Mantei,26,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dan Plesac*,38,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Johnny Ruffin,28,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Darren Holmes,34,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,31.0,162,6241,5527,792,1466,282,44,179,756,97,44,535,975,.265,.333,.429,.763,88,2373,114,59,61,58,37,1
,Rank in 16 NL teams,,,,9,10,9,9,2,8,,8,7,15,2,9,11,9,10,,8,,7,,4,,1
,Non-Pitcher Totals,30.9,162,5850,5190,773,1404,272,44,177,732,97,43,524,855,.271,.341,.442,.783,93,2295,111,58,21,56,37,1
,Pitcher Totals,32.3,162,391,337,19,62,10,0,2,24,0,1,11,120,.184,.211,.231,.442,10,78,3,1,40,2,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
