Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Denny Bautista,19,0,0,,3.60,1,1,0,0,0,0,5.0,4,3,2,0,2,0,5,1,0,0,21,1.200,7.2,0.0,3.6,9.0,2.50,1,2000,Short-Season A,MIA
David Campos*,22,0,2,.000,3.58,15,5,4,0,0,2,37.2,33,19,15,4,16,0,42,2,0,3,160,1.301,7.9,1.0,3.8,10.0,2.63,0,2000,Short-Season A,MIA
Ramon Castillo,21,4,4,.500,4.75,13,13,0,0,0,0,66.1,80,44,35,2,31,0,47,6,2,3,307,1.673,10.9,0.3,4.2,6.4,1.52,0,2000,Short-Season A,MIA
Manuel Esquivia,20,1,0,1.000,2.45,2,2,0,0,0,0,11.0,9,3,3,0,4,0,14,0,0,2,46,1.182,7.4,0.0,3.3,11.5,3.50,0,2000,Short-Season A,MIA
Mike Flannery,20,2,7,.222,4.89,13,13,0,0,0,0,70.0,71,51,38,8,20,0,44,3,1,5,304,1.300,9.1,1.0,2.6,5.7,2.20,0,2000,Short-Season A,MIA
Rob Jones*,21,0,1,.000,2.89,14,0,5,0,0,0,18.2,18,10,6,0,11,0,17,1,0,2,84,1.554,8.7,0.0,5.3,8.2,1.55,0,2000,Short-Season A,MIA
Chris Key*,22,3,2,.600,0.79,19,0,16,0,0,7,34.1,19,3,3,1,5,1,42,0,0,3,124,0.699,5.0,0.3,1.3,11.0,8.40,0,2000,Short-Season A,MIA
Matt Massingale,21,3,0,1.000,0.50,6,6,0,0,0,0,35.2,23,4,2,0,9,0,31,0,0,2,133,0.897,5.8,0.0,2.3,7.8,3.44,0,2000,Short-Season A,MIA
John McKay,23,2,0,1.000,1.91,17,4,5,0,0,1,37.2,35,11,8,3,8,0,42,0,1,2,156,1.142,8.4,0.7,1.9,10.0,5.25,0,2000,Short-Season A,MIA
Mike McNutt,20,2,6,.250,5.08,15,10,2,0,0,0,62.0,68,39,35,4,18,1,38,5,2,5,273,1.387,9.9,0.6,2.6,5.5,2.11,0,2000,Short-Season A,MIA
Bryan Morse*,22,1,0,1.000,0.00,2,0,0,0,0,0,2.2,1,0,0,0,1,0,2,0,0,0,10,0.750,3.4,0.0,3.4,6.8,2.00,0,2000,Short-Season A,MIA
Matt Postell,23,0,0,,2.25,2,0,0,0,0,0,4.0,2,1,1,1,1,0,3,0,0,1,14,0.750,4.5,2.3,2.3,6.8,3.00,0,2000,Short-Season A,MIA
Luis Salazar,21,2,4,.333,2.43,19,1,9,0,0,2,37.0,28,13,10,0,24,0,38,1,1,4,165,1.405,6.8,0.0,5.8,9.2,1.58,0,2000,Short-Season A,MIA
Steve Sawyer,21,4,1,.800,2.00,15,0,5,0,0,2,27.0,14,8,6,0,12,0,22,2,0,5,110,0.963,4.7,0.0,4.0,7.3,1.83,0,2000,Short-Season A,MIA
Tim Schilling*,21,1,1,.500,5.61,10,3,0,0,0,0,25.2,31,19,16,3,18,0,22,2,0,2,121,1.909,10.9,1.1,6.3,7.7,1.22,0,2000,Short-Season A,MIA
Brandon Sloan,22,4,4,.500,4.79,14,14,0,0,0,0,73.1,89,49,39,5,24,0,50,1,2,7,328,1.541,10.9,0.6,2.9,6.1,2.08,0,2000,Short-Season A,MIA
Shane Smuin,21,2,5,.286,6.87,26,0,13,0,0,1,38.0,50,43,29,6,23,2,34,5,0,6,190,1.921,11.8,1.4,5.4,8.1,1.48,0,2000,Short-Season A,MIA
Jeff Stevens,23,0,0,,0.00,2,0,2,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,7,0.500,0.0,0.0,4.5,4.5,1.00,0,2000,Short-Season A,MIA
Gaige Thomas,21,3,0,1.000,5.35,21,0,5,0,0,1,38.2,40,23,23,3,35,0,37,1,0,11,186,1.940,9.3,0.7,8.1,8.6,1.06,0,2000,Short-Season A,MIA
Bill Villanueva,21,1,3,.250,7.15,14,3,9,0,0,0,22.2,20,22,18,3,23,1,20,2,2,6,116,1.897,7.9,1.2,9.1,7.9,0.87,0,2000,Short-Season A,MIA
Winton Zapey,22,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,1,0,1,0,0,0,5,2.000,9.0,0.0,9.0,9.0,1.00,0,2000,Short-Season A,MIA
