Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Jim Abbott,22,4,8,.333,3.90,29,21,0,0,0,0,131.2,129,64,57,9,43,1,106,8,0,3,566,1.306,8.8,0.6,2.9,7.2,2.47,,0
Travis Bowyer,20,4,4,.500,2.16,39,9,12,0,0,3,91.2,74,28,22,2,46,0,90,3,0,11,390,1.309,7.3,0.2,4.5,8.8,1.96,,1
J.C. Contreras*,20,0,0,,1.62,11,0,1,0,0,0,16.2,14,4,3,0,3,0,21,2,2,0,70,1.020,7.6,0.0,1.6,11.3,7.00,,0
Jesse Crain,20,1,1,.500,1.50,9,0,6,0,0,1,12.0,6,3,2,0,4,0,11,1,0,0,45,0.833,4.5,0.0,3.0,8.3,2.75,,1
Josh Daws,23,1,3,.250,2.43,26,0,23,0,0,17,29.2,26,14,8,3,13,3,36,1,0,1,129,1.315,7.9,0.9,3.9,10.9,2.77,,0
J.D. Durbin,20,13,4,.765,3.19,27,27,0,0,0,0,161.0,144,66,57,14,51,1,163,5,1,6,666,1.211,8.0,0.8,2.9,9.1,3.20,,1
Brian Gates,22,0,1,.000,5.30,11,0,5,0,0,1,18.2,28,14,11,2,5,0,11,0,0,1,87,1.768,13.5,1.0,2.4,5.3,2.20,,0
Jannio Gutierrez,20,6,4,.600,1.85,31,0,18,0,0,7,43.2,23,14,9,4,22,2,59,2,1,2,178,1.031,4.7,0.8,4.5,12.2,2.68,,0
Jared Hemus*,21,0,1,.000,7.06,14,0,5,0,0,1,21.2,25,18,17,1,24,0,10,2,0,11,110,2.262,10.4,0.4,10.0,4.2,0.42,,0
Josh Hill,19,0,0,,0.00,2,0,1,0,0,0,3.0,2,0,0,0,0,0,3,0,0,1,10,0.667,6.0,0.0,0.0,9.0,,,0
Erik Lohse,22,2,3,.400,3.67,11,1,4,0,0,1,27.0,29,17,11,4,7,0,26,2,0,3,120,1.333,9.7,1.3,2.3,8.7,3.71,,0
Colby Miller,20,10,11,.476,3.78,27,27,0,1,1,0,154.2,143,71,65,11,67,0,139,11,3,6,659,1.358,8.3,0.6,3.9,8.1,2.07,,0
Jason Miller*,19,2,2,.500,2.34,23,8,6,0,0,0,65.1,55,23,17,7,22,0,71,2,0,2,270,1.179,7.6,1.0,3.0,9.8,3.23,,1
Chad Pylate,21,1,0,1.000,4.71,15,0,6,0,0,1,28.2,28,18,15,0,24,1,13,8,0,4,136,1.814,8.8,0.0,7.5,4.1,0.54,,0
Jason Richardson,22,11,9,.550,5.31,23,23,0,0,0,0,127.0,127,80,75,9,56,0,96,15,1,16,565,1.441,9.0,0.6,4.0,6.8,1.71,,0
Josmir Romero,21,1,3,.250,2.68,9,6,0,1,0,0,37.0,31,12,11,3,9,0,36,2,0,1,151,1.081,7.5,0.7,2.2,8.8,4.00,,0
Eric Sandberg*,22,0,1,.000,13.50,2,0,1,0,0,0,1.1,3,3,2,0,0,0,0,1,0,1,7,2.250,20.3,0.0,0.0,0.0,,,0
Vince Serafini*,22,0,3,.000,4.50,30,0,12,0,0,1,50.0,64,32,25,7,21,1,32,3,0,3,231,1.700,11.5,1.3,3.8,5.8,1.52,,0
Richard Smart*,22,1,0,1.000,4.97,7,0,3,0,0,0,12.2,12,7,7,1,6,0,12,0,0,1,51,1.421,8.5,0.7,4.3,8.5,2.00,,0
Manny Tejada,20,9,4,.692,2.76,14,14,0,1,0,0,91.1,70,32,28,9,23,0,78,1,1,2,361,1.018,6.9,0.9,2.3,7.7,3.39,,0
Matt Vorwald,22,5,3,.625,2.33,46,0,30,0,0,6,65.2,43,20,17,4,28,2,77,6,0,2,267,1.081,5.9,0.5,3.8,10.6,2.75,,0
21 Players,21.0,71,65,.522,3.47,136,136,133,3,6,39,1190.1,1076,540,459,90,474,11,1090,75,9,77,5069,1.302,8.1,0.7,3.6,8.2,2.30,,0
