Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Tim Bittner*,22,5,13,.278,4.58,29,29,0,0,0,0,157.1,166,98,80,10,67,2,123,6,2,10,694,1.481,9.5,0.6,3.8,7.0,1.84,,0
Julio Castro,20,5,2,.714,4.21,43,0,21,0,0,4,57.2,52,29,27,6,28,3,61,4,0,8,249,1.387,8.1,0.9,4.4,9.5,2.18,,0
Heath Dobyns,23,1,2,.333,4.12,23,0,12,0,0,0,43.2,50,30,20,5,13,1,23,6,0,1,198,1.443,10.3,1.0,2.7,4.7,1.77,,0
Josh Fields,22,2,0,1.000,1.82,21,0,13,0,0,7,29.2,22,13,6,0,3,0,35,2,0,2,119,0.843,6.7,0.0,0.9,10.6,11.67,,0
Andrew Fryson,21,5,7,.417,5.03,17,16,0,0,0,0,82.1,100,62,46,11,24,1,54,9,0,3,376,1.506,10.9,1.2,2.6,5.9,2.25,,0
Kris Honel,19,9,8,.529,2.82,26,26,0,0,0,0,153.1,128,57,48,12,52,1,152,5,2,7,627,1.174,7.5,0.7,3.1,8.9,2.92,,0
Nik Lubisich*,23,9,3,.750,2.79,34,13,7,2,1,0,122.2,123,45,38,3,26,2,81,3,0,2,505,1.215,9.0,0.2,1.9,5.9,3.12,,0
Ryan Meaux*,23,0,2,.000,1.35,10,0,10,0,0,6,13.1,19,10,2,1,0,0,13,2,0,0,62,1.425,12.8,0.7,0.0,8.8,,,0
Rigal Olivo,20,2,6,.250,4.55,30,2,11,0,0,2,57.1,53,31,29,5,18,3,45,5,1,4,244,1.238,8.3,0.8,2.8,7.1,2.50,,0
Scott Patten,21,4,4,.500,2.50,49,0,32,0,0,10,72.0,61,27,20,3,40,7,50,4,0,5,317,1.403,7.6,0.4,5.0,6.3,1.25,,0
Paulino Reynoso*,21,6,8,.429,4.24,33,14,11,1,1,2,102.0,96,61,48,1,65,1,73,6,2,7,462,1.578,8.5,0.1,5.7,6.4,1.12,,0
Jason Stumm,21,0,1,.000,2.25,22,0,8,0,0,5,40.0,37,10,10,1,12,0,45,0,2,4,165,1.225,8.3,0.2,2.7,10.1,3.75,,0
Craig Szado*,23,5,9,.357,3.40,30,19,3,0,0,0,127.0,124,63,48,4,51,2,88,4,1,9,540,1.378,8.8,0.3,3.6,6.2,1.73,,0
Mike Williams,23,1,0,1.000,1.54,22,0,6,0,0,1,41.0,28,15,7,4,23,0,37,2,0,1,170,1.244,6.1,0.9,5.0,8.1,1.61,,0
Ryan Wing*,20,12,7,.632,3.78,25,21,1,0,0,0,123.2,111,64,52,6,60,0,109,12,3,5,544,1.383,8.1,0.4,4.4,7.9,1.82,,0
Curtis Young,22,0,2,.000,15.00,7,0,2,0,0,0,9.0,15,15,15,2,6,0,11,2,1,1,48,2.333,15.0,2.0,6.0,11.0,1.83,,0
16 Players,21.3,66,74,.471,3.62,140,140,137,3,10,37,1232.0,1185,630,496,74,488,23,1000,72,14,69,5320,1.358,8.7,0.5,3.6,7.3,2.05,,0
