Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Brian Allen,22,0,0,,6.75,2,0,1,0,0,0,2.2,5,2,2,0,1,0,1,1,0,1,14,2.250,16.9,0.0,3.4,3.4,1.00,,0
Nick Bierbrodt*,24,0,0,,3.60,1,1,0,0,0,0,5.0,5,4,2,0,2,0,2,0,0,1,23,1.400,9.0,0.0,3.6,3.6,1.00,,1
Jake Carney,22,0,1,.000,10.80,6,0,4,0,0,0,6.2,16,8,8,1,2,1,1,0,0,2,37,2.700,21.6,1.4,2.7,1.4,0.50,,0
Austin Coose,23,2,1,.667,0.32,20,0,18,0,0,9,28.1,15,3,1,0,9,1,39,0,0,0,111,0.847,4.8,0.0,2.9,12.4,4.33,,0
Chris Crawford*,24,5,4,.556,4.57,42,0,14,0,0,1,65.0,70,39,33,6,28,3,49,7,0,5,291,1.508,9.7,0.8,3.9,6.8,1.75,,0
Jason Cromer*,21,1,1,.500,3.63,8,1,4,0,0,0,22.1,29,18,9,4,6,0,16,3,0,2,104,1.567,11.7,1.6,2.4,6.4,2.67,,0
Nathan Cromer*,21,0,1,.000,5.23,3,3,0,0,0,0,10.1,14,6,6,0,2,0,4,0,0,1,46,1.548,12.2,0.0,1.7,3.5,2.00,,0
Chris Flinn,21,8,6,.571,2.31,19,19,0,2,1,0,128.1,103,44,33,6,41,1,116,7,1,7,521,1.122,7.2,0.4,2.9,8.1,2.83,,0
Chad Gaudin,19,4,6,.400,2.26,26,17,5,0,0,1,119.1,106,43,30,5,37,0,106,11,3,4,491,1.198,8.0,0.4,2.8,8.0,2.86,,1
David Hawk*,23,4,7,.364,6.46,32,10,10,0,0,0,69.2,88,69,50,2,45,2,42,13,4,12,344,1.909,11.4,0.3,5.8,5.4,0.93,,0
Carlos Hines,21,1,3,.250,5.21,24,7,7,0,0,2,48.1,54,29,28,1,15,0,26,1,0,5,205,1.428,10.1,0.2,2.8,4.8,1.73,,0
Brian Lockwood,21,4,7,.364,3.32,22,17,1,0,0,0,95.0,97,44,35,6,30,1,74,3,0,9,401,1.337,9.2,0.6,2.8,7.0,2.47,,0
Jarod Matthews,19,7,9,.438,3.60,24,24,0,0,0,0,137.2,131,67,55,7,37,2,115,10,1,4,575,1.220,8.6,0.5,2.4,7.5,3.11,,0
Michael Navaroli,21,2,4,.333,5.09,36,0,9,0,0,1,53.0,70,37,30,5,23,2,42,4,0,5,257,1.755,11.9,0.8,3.9,7.1,1.83,,0
Josh Parker,21,3,7,.300,2.85,45,0,36,0,0,15,60.0,75,29,19,3,22,3,64,6,0,10,282,1.617,11.3,0.5,3.3,9.6,2.91,,0
Shane Sanders,22,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,3.000,27.0,0.0,0.0,0.0,,,0
Chris Seddon*,18,6,8,.429,3.62,26,20,2,0,0,1,117.0,93,63,47,7,68,0,88,6,0,10,507,1.376,7.2,0.5,5.2,6.8,1.29,,1
Shaun Shiery*,23,1,2,.333,3.72,22,0,7,0,0,0,36.1,43,19,15,1,14,2,31,5,0,0,165,1.569,10.7,0.2,3.5,7.7,2.21,,0
John Vigue,23,6,2,.750,3.49,38,0,16,0,0,2,67.0,68,28,26,4,20,5,45,3,0,1,282,1.313,9.1,0.5,2.7,6.0,2.25,,0
Doug Waechter,21,3,3,.500,3.47,7,7,0,0,0,0,36.1,39,20,14,2,16,3,36,2,2,1,162,1.514,9.7,0.5,4.0,8.9,2.25,,1
Matt White,23,3,4,.429,3.15,10,10,0,0,0,0,54.1,48,21,19,5,15,0,38,4,0,2,222,1.160,8.0,0.8,2.5,6.3,2.53,,0
21 Players,21.2,60,76,.441,3.58,136,136,134,2,6,32,1163.0,1170,593,462,65,433,26,935,86,11,82,5042,1.378,9.1,0.5,3.4,7.2,2.16,,0
