Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Justin Verlander,36,21,6,.778,2.58,34,34,0,2,1,0,223.0,137,66,64,36,42,0,300,6,0,4,847,0.803,5.5,1.5,1.7,12.1,7.14,1
Gerrit Cole,28,20,5,.800,2.50,33,33,0,0,0,0,212.1,142,66,59,29,48,0,326,3,3,4,817,0.895,6.0,1.2,2.0,13.8,6.79,1
Wade Miley*,32,14,6,.700,3.98,33,33,0,0,0,0,167.1,164,83,74,23,61,0,140,5,2,4,720,1.345,8.8,1.2,3.3,7.5,2.30,1
Brad Peacock,31,7,6,.538,4.12,23,15,1,0,0,0,91.2,78,43,42,15,31,0,96,5,1,1,383,1.189,7.7,1.5,3.0,9.4,3.10,1
Roberto Osuna,24,4,3,.571,2.63,66,0,56,0,0,38,65.0,45,20,19,8,12,0,73,2,0,1,253,0.877,6.2,1.1,1.7,10.1,6.08,1
Chris Devenski,28,2,3,.400,4.83,61,1,19,0,0,0,69.0,69,39,37,13,21,0,72,3,0,2,298,1.304,9.0,1.7,2.7,9.4,3.43,1
Hector Rondon,31,3,2,.600,3.71,62,1,5,0,0,0,60.2,56,25,25,10,20,0,48,4,0,0,257,1.253,8.3,1.5,3.0,7.1,2.40,1
Will Harris,34,4,1,.800,1.50,68,0,10,0,0,4,60.0,42,14,10,6,14,0,62,0,0,3,229,0.933,6.3,0.9,2.1,9.3,4.43,1
Ryan Pressly,30,2,3,.400,2.32,55,0,8,0,0,3,54.1,37,15,14,6,12,0,72,0,0,4,211,0.902,6.1,1.0,2.0,11.9,6.00,1
Collin McHugh,32,4,5,.444,4.70,35,8,8,0,0,0,74.2,62,41,39,12,30,0,82,3,0,0,317,1.232,7.5,1.4,3.6,9.9,2.73,1
Framber Valdez*,25,4,7,.364,5.86,26,8,7,0,0,0,70.2,74,51,46,9,44,0,68,4,1,4,329,1.670,9.4,1.1,5.6,8.7,1.55,1
Zack Greinke,35,8,1,.889,3.02,10,10,0,0,0,0,62.2,58,25,21,6,9,0,52,1,1,1,248,1.069,8.3,0.9,1.3,7.5,5.78,1
Josh James,26,5,1,.833,4.70,49,1,18,0,0,1,61.1,46,34,32,10,35,0,100,4,0,6,266,1.321,6.8,1.5,5.1,14.7,2.86,1
Jose Urquidy,24,2,1,.667,3.95,9,7,0,0,0,0,41.0,38,18,18,6,7,0,40,0,0,4,167,1.098,8.3,1.3,1.5,8.8,5.71,1
Joe Smith,35,1,0,1.000,1.80,28,0,4,0,0,0,25.0,19,6,5,2,5,0,22,0,0,0,96,0.960,6.8,0.7,1.8,7.9,4.40,1
Cy Sneed,26,0,1,.000,5.48,8,0,4,0,0,0,21.1,26,13,13,5,5,0,23,0,0,0,93,1.453,11.0,2.1,2.1,9.7,4.60,1
Corbin Martin,23,1,1,.500,5.59,5,5,0,0,0,0,19.1,23,14,12,8,12,0,19,0,0,1,92,1.810,10.7,3.7,5.6,8.8,1.58,1
Aaron Sanchez,26,2,0,1.000,4.82,4,4,0,0,0,0,18.2,14,10,10,5,9,0,16,1,0,0,81,1.232,6.8,2.4,4.3,7.7,1.78,1
Rogelio Armenteros,25,1,1,.500,4.00,5,2,2,0,0,1,18.0,17,9,8,1,5,0,18,0,0,0,75,1.222,8.5,0.5,2.5,9.0,3.60,1
Joe Biagini,29,0,1,.000,7.36,13,0,4,0,0,0,14.2,21,13,12,6,9,0,10,0,0,1,69,2.045,12.9,3.7,5.5,6.1,1.11,1
Cionel Pérez*,23,1,1,.500,10.00,5,0,3,0,0,0,9.0,11,10,10,3,2,0,7,0,0,0,40,1.444,11.0,3.0,2.0,7.0,3.50,1
Bryan Abreu,22,0,0,,1.04,7,0,2,0,0,0,8.2,4,1,1,0,3,0,13,0,0,0,32,0.808,4.2,0.0,3.1,13.5,4.33,1
Reymin Guduan*,27,1,0,1.000,11.81,7,0,3,0,0,0,5.1,8,7,7,3,4,0,6,0,0,0,27,2.250,13.5,5.1,6.8,10.1,1.50,1
Brady Rodgers,28,0,0,,16.20,3,0,2,0,0,0,5.0,7,9,9,4,3,0,4,0,0,1,25,2.000,12.6,7.2,5.4,7.2,1.33,1
Tyler White,28,0,0,,21.60,4,0,3,0,0,0,3.1,7,8,8,4,5,0,2,0,0,0,22,3.600,18.9,10.8,13.5,5.4,0.40,1
Max Stassi,28,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,1
