Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Mike Fiers,34,15,4,.789,3.90,33,33,0,1,1,0,184.2,166,82,80,30,53,0,126,9,1,13,754,1.186,8.1,1.5,2.6,6.1,2.38,1
Brett Anderson*,31,13,9,.591,3.89,31,31,0,0,0,0,176.0,181,80,76,20,49,2,90,4,0,4,743,1.307,9.3,1.0,2.5,4.6,1.84,1
Chris Bassitt,30,10,5,.667,3.81,28,25,2,0,0,0,144.0,125,66,61,21,47,0,141,13,0,3,612,1.194,7.8,1.3,2.9,8.8,3.00,1
Frankie Montas,26,9,2,.818,2.63,16,16,0,0,0,0,96.0,84,35,28,8,23,1,103,4,0,5,394,1.115,7.9,0.8,2.2,9.7,4.48,1
Homer Bailey,33,6,3,.667,4.30,13,13,0,0,0,0,73.1,73,35,35,9,15,1,68,2,1,2,307,1.200,9.0,1.1,1.8,8.3,4.53,1
Liam Hendriks,30,4,4,.500,1.80,75,2,41,0,0,25,85.0,61,18,17,5,21,5,124,2,0,7,332,0.965,6.5,0.5,2.2,13.1,5.90,1
Yusmeiro Petit,34,5,3,.625,2.71,80,0,6,0,0,0,83.0,57,25,25,11,10,0,71,0,0,2,308,0.807,6.2,1.2,1.1,7.7,7.10,1
Joakim Soria,35,2,4,.333,4.30,71,1,21,0,0,1,69.0,51,33,33,9,20,1,79,3,1,5,278,1.029,6.7,1.2,2.6,10.3,3.95,1
Lou Trivino,27,4,6,.400,5.25,61,0,10,0,0,0,60.0,61,40,35,7,31,2,57,3,0,7,269,1.533,9.2,1.1,4.7,8.6,1.84,1
Ryan Buchter*,32,1,1,.500,2.98,64,0,7,0,0,0,45.1,42,16,15,8,23,2,50,2,0,1,198,1.434,8.3,1.6,4.6,9.9,2.17,1
Daniel Mengden,26,5,2,.714,4.83,13,9,2,0,0,1,59.2,59,32,32,7,27,0,42,0,0,1,260,1.441,8.9,1.1,4.1,6.3,1.56,1
Blake Treinen,31,6,5,.545,4.91,57,0,35,0,0,16,58.2,58,33,32,9,37,1,59,1,0,1,266,1.619,8.9,1.4,5.7,9.1,1.59,1
Tanner Roark,32,4,3,.571,4.58,10,10,0,0,0,0,55.0,61,29,28,14,13,0,50,4,0,3,238,1.345,10.0,2.3,2.1,8.2,3.85,1
Aaron Brooks,29,2,3,.400,5.01,15,6,7,0,0,0,50.1,49,29,28,12,14,0,43,4,0,1,215,1.252,8.8,2.1,2.5,7.7,3.07,1
J.B. Wendelken,26,3,1,.750,3.58,27,0,4,0,0,0,32.2,21,14,13,2,9,2,34,2,0,2,131,0.918,5.8,0.6,2.5,9.4,3.78,1
Sean Manaea*,27,4,0,1.000,1.21,5,5,0,0,0,0,29.2,16,4,4,3,7,0,30,2,0,1,109,0.775,4.9,0.9,2.1,9.1,4.29,1
Wei-Chung Wang*,27,1,0,1.000,3.33,20,0,5,0,0,0,27.0,22,10,10,4,11,0,16,1,1,0,110,1.222,7.3,1.3,3.7,5.3,1.45,1
Marco Estrada,35,0,2,.000,6.85,5,5,0,0,0,0,23.2,23,19,18,7,8,0,11,3,0,2,106,1.310,8.7,2.7,3.0,4.2,1.38,1
Tanner Anderson,26,0,3,.000,6.04,5,5,0,0,0,0,22.1,30,16,15,4,7,1,18,0,0,3,105,1.657,12.1,1.6,2.8,7.3,2.57,1
Jake Diekman*,32,1,1,.500,4.43,28,0,1,0,0,0,20.1,16,11,10,0,16,1,21,3,0,2,94,1.574,7.1,0.0,7.1,9.3,1.31,1
Fernando Rodney,42,0,2,.000,9.42,17,0,8,0,0,0,14.1,20,15,15,2,12,0,14,0,0,2,70,2.233,12.6,1.3,7.5,8.8,1.17,1
Jesus Luzardo*,21,0,0,,1.50,6,0,2,0,0,2,12.0,5,2,2,1,3,0,16,1,0,2,46,0.667,3.8,0.8,2.3,12.0,5.33,1
A.J. Puk*,24,2,0,1.000,3.18,10,0,0,0,0,0,11.1,10,4,4,1,5,0,13,0,0,2,47,1.324,7.9,0.8,4.0,10.3,2.60,1
Paul Blackburn,25,0,2,.000,10.64,4,1,1,0,0,0,11.0,19,14,13,3,4,0,8,1,0,1,57,2.091,15.5,2.5,3.3,6.5,2.00,1
Brian Schlitter,33,0,0,,3.72,6,0,3,0,0,0,9.2,12,4,4,0,4,0,6,0,0,1,41,1.655,11.2,0.0,3.7,5.6,1.50,1
Ryan Dull,29,0,0,,12.00,7,0,4,0,0,0,9.0,19,13,12,4,4,0,8,1,0,1,51,2.556,19.0,4.0,4.0,8.0,2.00,1
Kendrys Morales,36,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,2,0,0,1,0,0,7,3.000,9.0,0.0,18.0,0.0,0.00,1
Nick Martini*,29,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,5,2.000,0.0,0.0,18.0,9.0,0.50,1
