Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Ryan Bores,21,0,0,,1.26,10,0,2,0,0,0,14.1,8,2,2,0,4,0,12,3,0,3,55,0.837,5.0,0.0,2.5,7.5,3.00,,0
Alex Claudio*,20,4,0,1.000,1.79,14,3,4,0,0,1,45.1,36,11,9,1,5,0,54,1,2,2,169,0.904,7.1,0.2,1.0,10.7,10.80,,1
Coby Cowgill,21,1,0,1.000,3.86,6,0,2,0,0,0,7.0,4,5,3,0,5,0,5,0,0,1,30,1.286,5.1,0.0,6.4,6.4,1.00,,0
Jorge DeJesus,20,1,1,.500,6.00,13,0,8,0,0,1,15.0,14,10,10,2,7,1,12,3,0,2,69,1.400,8.4,1.2,4.2,7.2,1.71,,0
Carl Edwards Jr.,20,3,0,1.000,0.00,4,3,0,0,0,0,20.0,6,0,0,0,6,0,25,1,1,1,72,0.600,2.7,0.0,2.7,11.3,4.17,,1
Jon Edwards,24,1,0,1.000,0.00,3,0,3,0,0,1,4.2,3,0,0,0,2,1,5,0,0,0,19,1.071,5.8,0.0,3.9,9.6,2.50,,1
Keone Kela,19,0,1,.000,1.59,9,0,1,0,0,0,11.1,4,4,2,0,4,0,15,1,0,0,43,0.706,3.2,0.0,3.2,11.9,3.75,,1
Brandon Kuter,21,0,0,,2.04,12,0,6,0,0,1,17.2,15,6,4,1,10,0,17,0,0,4,76,1.415,7.6,0.5,5.1,8.7,1.70,,0
Angelo Leclerc,20,3,1,.750,2.96,14,7,2,0,0,1,48.2,49,21,16,1,11,0,52,2,2,3,202,1.233,9.1,0.2,2.0,9.6,4.73,,0
Frank Lopez*,18,4,3,.571,5.19,14,11,2,0,0,1,52.0,50,33,30,1,14,0,53,0,1,6,221,1.231,8.7,0.2,2.4,9.2,3.79,,0
Roman Mendez,21,0,1,.000,3.00,3,3,0,0,0,0,9.0,7,3,3,1,1,0,7,1,0,0,36,0.889,7.0,1.0,1.0,7.0,7.00,,1
John Niggli,22,0,1,.000,7.71,8,1,0,0,0,0,9.1,17,9,8,1,2,0,4,1,0,2,45,2.036,16.4,1.0,1.9,3.9,2.00,,0
Luis Parra*,20,5,6,.455,3.79,13,13,0,0,0,0,59.1,60,29,25,5,18,0,53,3,1,6,254,1.315,9.1,0.8,2.7,8.0,2.94,,0
Denny Peralta,22,3,2,.600,5.67,13,1,1,0,0,1,27.0,31,19,17,2,10,0,25,0,2,4,119,1.519,10.3,0.7,3.3,8.3,2.50,,0
Andres Perez-Lobo,20,0,1,.000,16.88,2,0,1,0,0,1,2.2,7,5,5,0,3,0,4,0,0,0,18,3.750,23.6,0.0,10.1,13.5,1.33,,0
Paul Schwendel,22,1,1,.500,3.00,6,0,3,0,0,1,12.0,10,5,4,0,2,0,19,0,0,1,45,1.000,7.5,0.0,1.5,14.3,9.50,,0
Casey Shiver,21,1,0,1.000,2.22,14,0,9,0,0,7,24.1,19,6,6,3,4,0,23,1,0,1,94,0.945,7.0,1.1,1.5,8.5,5.75,,0
Ryne Slack*,19,6,1,.857,5.34,13,1,0,0,0,0,32.0,38,22,19,2,12,0,37,2,1,6,143,1.563,10.7,0.6,3.4,10.4,3.08,,0
Tyler Smith,20,0,0,,27.00,1,0,0,0,0,0,0.2,2,2,2,0,2,0,2,0,0,0,6,6.000,27.0,0.0,27.0,27.0,1.00,,0
Chance Sossamon,22,0,0,,2.45,8,0,6,0,0,0,11.0,13,4,3,0,1,0,11,0,1,0,47,1.273,10.6,0.0,0.8,9.0,11.00,,0
Matt Thompson,22,0,0,,6.75,2,0,1,0,0,0,1.1,0,4,1,0,3,0,3,1,0,1,9,2.250,0.0,0.0,20.3,20.3,1.00,,0
Austen Thrailkill*,20,0,1,.000,10.57,9,0,1,0,0,0,7.2,3,10,9,0,16,0,14,0,0,5,42,2.478,3.5,0.0,18.8,16.4,0.88,,0
Pedro Tirado*,21,0,1,.000,5.50,9,0,2,0,0,0,18.0,22,13,11,1,5,0,18,0,0,4,79,1.500,11.0,0.5,2.5,9.0,3.60,,0
Brett Weibley,23,0,0,,12.60,6,0,1,0,0,0,5.0,6,8,7,1,8,0,1,0,0,3,27,2.800,10.8,1.8,14.4,1.8,0.13,,0
Collin Wiles,18,1,1,.500,6.87,14,12,0,0,0,0,36.2,48,30,28,3,12,0,25,0,0,3,169,1.636,11.8,0.7,2.9,6.1,2.08,,0
Greg Williams*,22,0,0,,5.14,7,1,1,0,0,0,7.0,8,4,4,0,6,0,9,1,0,3,37,2.000,10.3,0.0,7.7,11.6,1.50,,0
26 Players,20.2,34,22,.607,4.11,56,56,56,0,7,16,499.0,480,265,228,25,173,2,505,21,11,61,2126,1.309,8.7,0.5,3.1,9.1,2.92,,0
