Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Tyler Bray,25,1,0,1.000,11.12,3,0,1,0,0,0,5.2,12,8,7,0,1,0,6,0,0,0,30,2.294,19.1,0.0,1.6,9.5,6.00,0
John Brebbia,27,1,1,.500,1.69,15,1,5,0,0,3,26.2,16,5,5,2,5,0,29,1,0,1,101,0.788,5.4,0.7,1.7,9.8,5.80,1
Zach Duke*,34,0,0,,0.00,6,0,1,0,0,0,6.0,2,0,0,0,1,0,6,0,0,0,21,0.500,3.0,0.0,1.5,9.0,6.00,1
Pedro Echemendía,26,1,0,1.000,0.00,1,0,0,0,0,0,3.0,2,0,0,0,2,0,0,1,0,0,13,1.333,6.0,0.0,6.0,0.0,0.00,0
Chris Ellis,24,2,3,.400,7.88,11,5,0,0,0,0,32.0,42,31,28,7,15,0,31,4,0,2,155,1.781,11.8,2.0,4.2,8.7,2.07,1
Jack Flaherty,21,7,2,.778,2.74,15,15,0,0,0,0,85.1,73,26,26,10,24,2,85,0,0,4,339,1.137,7.7,1.1,2.5,9.0,3.54,1
Zac Gallen,21,1,1,.500,3.48,4,4,0,0,0,0,20.2,18,9,8,2,6,0,23,3,1,1,85,1.161,7.8,0.9,2.6,10.0,3.83,1
John Gant,24,6,5,.545,3.83,18,18,0,0,0,0,103.1,109,47,44,10,25,1,99,4,1,2,434,1.297,9.5,0.9,2.2,8.6,3.96,1
Sean Gilmartin*,27,0,1,.000,5.68,8,1,4,0,0,1,12.2,15,8,8,2,2,0,8,0,0,0,55,1.342,10.7,1.4,1.4,5.7,4.00,1
Marco Gonzales*,25,6,4,.600,2.90,11,11,0,0,0,0,68.1,54,25,22,6,17,0,57,4,0,0,272,1.039,7.1,0.8,2.2,7.5,3.35,1
Mitch Harris,31,0,0,,9.00,2,0,1,0,0,0,2.0,3,2,2,0,0,0,0,0,0,0,9,1.500,13.5,0.0,0.0,0.0,,1
Ryan Helsley,22,0,0,,3.60,1,1,0,0,0,0,5.0,7,2,2,0,3,0,5,0,0,0,23,2.000,12.6,0.0,5.4,9.0,1.67,1
Kevin Herget,26,4,2,.667,4.62,22,9,3,0,0,0,62.1,68,35,32,7,21,0,60,3,1,5,273,1.428,9.8,1.0,3.0,8.7,2.86,0
Kurt Heyer,26,0,0,,16.20,1,0,0,0,0,0,1.2,3,3,3,0,4,0,2,0,0,0,12,4.200,16.2,0.0,21.6,10.8,0.50,0
Dakota Hudson,22,1,1,.500,4.42,7,7,0,0,0,0,38.2,36,20,19,2,15,0,19,0,0,4,161,1.319,8.4,0.5,3.5,4.4,1.27,1
Thomas Lee,27,0,1,.000,54.00,1,0,0,0,0,0,0.2,5,4,4,1,1,0,0,0,0,0,8,9.000,67.5,13.5,13.5,0.0,0.00,0
Josh Lucas,26,8,1,.889,3.15,47,0,32,0,0,17,60.0,58,23,21,3,12,1,68,3,0,2,248,1.167,8.7,0.5,1.8,10.2,5.67,1
Tyler Lyons*,29,0,0,,2.55,4,4,0,0,0,0,17.2,17,5,5,2,3,0,17,0,0,0,71,1.132,8.7,1.0,1.5,8.7,5.67,1
Mike Mayers,25,5,6,.455,3.28,31,15,3,0,0,0,109.2,117,44,40,12,32,1,97,4,0,1,477,1.359,9.6,1.0,2.6,8.0,3.03,1
Mark Montgomery,26,5,1,.833,2.43,46,0,19,0,0,5,66.2,46,19,18,4,15,1,73,7,0,2,264,0.915,6.2,0.5,2.0,9.9,4.87,0
Andrew Morales,24,0,0,,5.40,4,0,0,0,0,0,3.1,6,2,2,1,1,0,2,0,0,0,15,2.100,16.2,2.7,2.7,5.4,2.00,0
Trey Nielsen,25,1,0,1.000,1.65,18,0,2,0,0,0,32.2,30,7,6,1,8,0,19,0,0,1,129,1.163,8.3,0.3,2.2,5.2,2.38,0
Matt Pearce,23,5,3,.625,6.00,10,10,0,0,0,0,54.0,72,38,36,7,10,0,33,4,1,1,241,1.519,12.0,1.2,1.7,5.5,3.30,0
Zach Phillips*,30,1,4,.200,5.04,19,0,4,0,0,0,30.1,38,22,17,1,14,1,31,3,0,1,148,1.714,11.3,0.3,4.2,9.2,2.21,1
Daniel Ponce de Leon,25,2,0,1.000,2.17,6,6,0,0,0,0,29.0,20,7,7,2,13,0,25,2,0,0,119,1.138,6.2,0.6,4.0,7.8,1.92,1
Arturo Reyes,25,5,5,.500,4.41,22,6,4,1,0,1,63.1,63,34,31,5,17,1,41,4,3,1,270,1.263,9.0,0.7,2.4,5.8,2.41,0
Ryan Sherriff*,27,5,1,.833,3.19,48,0,23,0,0,6,53.2,40,22,19,2,13,2,47,1,0,3,212,0.988,6.7,0.3,2.2,7.9,3.62,1
Miguel Socolovich,30,2,1,.667,4.15,30,1,12,0,0,1,39.0,35,19,18,4,9,1,29,1,0,1,154,1.128,8.1,0.9,2.1,6.7,3.22,1
Sam Tuivailala,24,1,0,1.000,1.27,18,0,15,0,0,6,21.1,13,3,3,2,3,0,21,2,0,0,79,0.750,5.5,0.8,1.3,8.9,7.00,1
Luke Weaver,23,10,2,.833,2.55,15,15,0,0,0,0,77.2,63,24,22,3,19,1,76,1,0,6,305,1.056,7.3,0.3,2.2,8.8,4.00,1
Rowan Wick,24,2,1,.667,5.40,14,0,8,0,0,1,16.2,16,11,10,2,7,0,17,1,0,1,76,1.380,8.6,1.1,3.8,9.2,2.43,1
Josh Zeid,30,9,4,.692,5.19,33,12,3,0,0,0,102.1,117,61,59,18,48,1,95,0,0,5,456,1.612,10.3,1.6,4.2,8.4,1.98,1
