Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Manny Acosta,26,40,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,1
Ryan Baerlocher,29,10,7,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,0
Kevin Barry,28,24,21,17,1,1,0,0,0,2,0,0,1,9,.059,.111,.059,.170,1,0,0,3,0,0,1
Ryan Basner,25,29,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Jeff Bennett,27,36,6,5,0,1,0,0,0,0,0,0,1,3,.200,.333,.200,.533,1,0,0,0,0,0,1
Larry Bigbie*,29,59,208,186,28,47,11,2,2,24,5,0,20,38,.253,.322,.366,.688,68,8,0,0,2,1,1
Gregor Blanco*,23,124,545,464,81,131,18,5,3,35,23,18,63,85,.282,.369,.362,.731,168,5,2,14,2,0,1
T.J. Bohn,27,46,170,145,20,35,8,0,1,14,8,4,21,41,.241,.343,.317,.660,46,3,2,1,1,0,1
Blaine Boyer,25,21,11,11,0,1,0,0,0,0,0,0,0,8,.091,.091,.091,.182,1,0,0,0,0,0,1
Paul Bush,27,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Bárbaro Cañizares,27,49,182,163,24,56,13,1,3,34,0,0,12,28,.344,.390,.491,.881,80,4,3,0,4,1,1
Buddy Carlyle*,29,9,6,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,3,0,0,1
Doug Clark*,31,134,520,451,75,124,23,4,15,69,20,5,59,91,.275,.359,.443,.803,200,7,3,2,5,2,1
Lance Cormier,26,10,11,9,1,3,0,0,0,1,0,0,0,2,.333,.333,.333,.667,3,0,0,2,0,0,1
Kyle Davies,23,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Yunel Escobar,24,46,195,180,20,60,10,3,2,29,7,3,14,27,.333,.379,.456,.835,82,10,0,0,1,1,1
Iker Franco,26,60,201,177,16,39,8,0,2,27,0,2,20,33,.220,.302,.299,.601,53,7,1,2,1,0,0
Julio Franco,48,4,17,14,2,4,0,0,0,1,0,0,3,0,.286,.412,.286,.697,4,1,0,0,0,0,1
Willie Harris*,29,17,70,58,17,21,7,2,1,7,7,3,8,6,.362,.457,.603,1.061,35,1,3,0,1,0,1
Buddy Hernandez,28,47,4,4,1,2,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,0,0
Moises Hernandez,23,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Trey Hodges,29,30,9,7,0,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,0,0,0,1,1,0,1
J.C. Holt*,24,13,53,48,10,14,4,0,0,3,3,1,4,8,.292,.346,.375,.721,18,1,0,1,0,0,0
Lee Hyde,22,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Jonathan Johnson,32,10,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,1,0,0,0,0,0,1
Brandon Jones*,23,44,191,170,26,51,12,1,4,26,5,0,17,36,.300,.363,.453,.816,77,4,1,1,2,2,1
Graham Koonce*,32,58,215,183,22,41,9,1,10,42,0,0,25,53,.224,.326,.448,.774,82,5,4,0,3,0,1
Anthony Lerew*,24,5,4,4,1,1,1,0,0,0,0,0,0,2,.250,.250,.500,.750,2,0,0,0,0,0,1
Brent Lillibridge,23,87,355,321,47,92,14,2,10,41,28,5,20,59,.287,.331,.436,.768,140,2,3,8,3,0,1
Macay McBride*,24,7,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Bill McCarthy,27,49,186,165,19,37,7,2,5,18,2,2,14,45,.224,.308,.382,.690,63,6,6,1,0,0,0
Carlos Mendez,33,82,277,263,29,73,19,0,6,35,0,2,8,37,.278,.303,.418,.722,110,6,3,0,3,3,1
Corky Miller,31,64,222,181,12,38,8,0,4,25,4,0,25,26,.210,.342,.320,.663,58,9,13,0,3,1,1
Brad Nelson,25,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Pete Orr*,28,43,169,154,26,37,6,4,1,8,7,3,14,39,.240,.308,.351,.658,54,1,1,0,0,1,1
Chad Paronto,31,11,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Brayan Pena#,25,94,370,345,42,104,20,2,6,48,5,7,19,38,.301,.341,.423,.764,146,11,2,3,1,2,1
Martin Prado,23,103,443,395,61,125,23,3,4,41,5,4,34,41,.316,.374,.420,.794,166,9,4,7,3,1,1
Jo-Jo Reyes*,22,6,6,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,1,0,0,1,0,0,1
Mike Rozema*,25,8,14,13,3,2,2,0,0,3,0,0,1,3,.154,.214,.308,.522,4,0,0,0,0,0,0
Rich Scalamandre,26,22,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Zach Schreiber,25,24,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Jon Schuerholz,27,51,153,130,19,28,7,0,3,19,7,1,14,23,.215,.295,.338,.634,44,3,2,4,3,0,0
Ray Serrano,26,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Dan Smith*,23,14,8,7,0,1,1,0,0,0,0,0,0,5,.143,.143,.286,.429,2,0,0,1,0,0,0
Will Startup*,22,43,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Phil Stockman,27,9,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Wes Timmons,28,120,407,355,47,91,18,0,5,52,8,5,25,29,.256,.333,.349,.683,124,7,19,2,6,1,0
