Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Dontrelle Willis*,23,22,10,.688,2.63,34,34,0,7,5,0,236.1,213,79,69,11,55,3,170,8,1,2,960,152,2.99,1.134,8.1,0.4,2.1,6.5,3.09,1
SP,A.J. Burnett,28,12,12,.500,3.44,32,32,0,4,2,0,209.0,184,97,80,12,79,1,198,7,0,12,873,116,3.11,1.258,7.9,0.5,3.4,8.5,2.51,1
SP,Josh Beckett,25,15,8,.652,3.38,29,29,0,2,1,0,178.2,153,75,67,14,58,2,166,7,0,5,728,118,3.27,1.181,7.7,0.7,2.9,8.4,2.86,1
SP,Brian Moehler,33,6,12,.333,4.55,37,25,4,0,0,0,158.1,198,82,80,16,42,9,95,5,0,1,696,88,4.02,1.516,11.3,0.9,2.4,5.4,2.26,1
SP,Al Leiter*,39,3,7,.300,6.64,17,16,0,0,0,0,80.0,88,61,59,9,60,2,52,6,0,0,377,60,5.66,1.850,9.9,1.0,6.8,5.9,0.87,1
SP,Jason Vargas*,22,5,5,.500,4.03,17,13,0,1,0,0,73.2,71,34,33,4,31,4,59,4,0,0,325,99,3.55,1.385,8.7,0.5,3.8,7.2,1.90,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Todd Jones,37,1,5,.167,2.10,68,0,55,0,0,40,73.0,61,19,17,2,14,2,62,3,0,2,289,191,2.38,1.027,7.5,0.2,1.7,7.6,4.43,1
RP,Guillermo Mota,31,2,2,.500,4.70,56,0,24,0,0,2,67.0,65,38,35,5,32,7,60,1,0,4,293,85,3.68,1.448,8.7,0.7,4.3,8.1,1.88,1
RP,Jim Mecir,35,1,4,.200,3.12,52,0,13,0,0,0,43.1,39,17,15,2,17,2,34,5,0,0,184,129,3.57,1.292,8.1,0.4,3.5,7.1,2.00,1
RP,Nate Bump,28,0,3,.000,4.03,31,0,2,0,0,0,38.0,43,18,17,5,12,1,18,2,0,0,165,100,4.89,1.447,10.2,1.2,2.8,4.3,1.50,1
RP,Antonio Alfonseca,33,1,1,.500,4.94,33,0,1,0,0,0,27.1,29,15,15,2,14,4,16,2,0,1,118,82,4.56,1.573,9.5,0.7,4.6,5.3,1.14,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ismael Valdez,31,2,2,.500,5.33,14,7,1,0,0,0,50.2,64,32,30,6,22,6,27,5,2,1,237,75,5.09,1.697,11.4,1.1,3.9,4.8,1.23,1
,Randy Messenger,23,0,0,,5.35,29,0,8,0,0,0,37.0,39,22,22,5,30,7,29,0,0,1,178,75,5.64,1.865,9.5,1.2,7.3,7.1,0.97,1
,John Riedling,29,4,1,.800,7.16,29,0,7,0,0,0,27.2,34,23,22,3,13,2,16,1,0,6,130,56,4.79,1.699,11.1,1.0,4.2,5.2,1.23,1
,Ron Villone*,35,3,2,.600,6.85,27,0,10,0,0,0,23.2,24,20,18,2,12,1,29,2,0,1,109,59,3.44,1.521,9.1,0.8,4.6,11.0,2.42,1
,Valerio De Los Santos*,32,1,2,.333,6.14,27,0,5,0,0,0,22.0,25,15,15,4,12,3,16,2,0,4,103,66,5.84,1.682,10.2,1.6,4.9,6.5,1.33,1
,Scott Olsen*,21,1,1,.500,3.98,5,4,0,0,0,0,20.1,21,13,9,5,10,0,21,0,0,1,91,102,5.63,1.525,9.3,2.2,4.4,9.3,2.10,1
,Chris Resop,22,2,0,1.000,8.47,15,0,6,0,0,0,17.0,22,16,16,1,9,0,15,1,0,3,80,48,3.78,1.824,11.6,0.5,4.8,7.9,1.67,1
,Matt Perisho*,30,2,0,1.000,1.93,24,0,4,0,0,0,14.0,12,4,3,1,11,0,10,1,0,0,64,212,5.09,1.643,7.7,0.6,7.1,6.4,0.91,1
,Josh Johnson,21,0,0,,3.65,4,1,0,0,0,0,12.1,11,5,5,0,10,0,10,1,0,0,55,112,4.07,1.703,8.0,0.0,7.3,7.3,1.00,1
,Travis Smith,32,0,0,,6.75,12,0,4,0,0,0,10.2,17,8,8,1,5,1,9,0,0,0,52,61,3.96,2.063,14.3,0.8,4.2,7.6,1.80,1
,Logan Kensing,22,0,0,,11.12,3,0,0,0,0,0,5.2,11,7,7,2,3,0,4,0,0,0,31,38,7.78,2.471,17.5,3.2,4.8,6.4,1.33,1
,Paul Quantrill,36,0,1,.000,8.44,6,0,2,0,0,0,5.1,8,7,5,1,5,0,1,0,0,0,28,51,7.90,2.438,13.5,1.7,8.4,1.7,0.20,1
,Frank Castillo,36,0,1,.000,10.38,1,1,0,0,0,0,4.1,4,5,5,0,5,0,4,0,0,0,22,42,4.64,2.077,8.3,0.0,10.4,8.3,0.80,1
,Jim Crowell*,31,0,0,,21.60,4,0,2,0,0,0,3.1,10,8,8,1,0,0,2,2,0,0,22,21,7.52,3.000,27.0,2.7,0.0,5.4,,1
,Chad Bentz*,25,0,0,,31.50,4,0,0,0,0,0,2.0,8,7,7,2,0,0,0,0,0,0,14,15,16.02,4.000,36.0,9.0,0.0,0.0,,1
,Yorman Bazardo,20,0,0,,21.60,1,0,0,0,0,0,1.2,5,5,4,0,2,0,2,0,0,1,12,23,4.22,4.200,27.0,0.0,10.8,10.8,1.00,1
,Team Totals,28.6,83,79,.512,4.16,162,162,148,14,8,42,1442.1,1459,732,666,116,563,57,1125,65,3,45,6236,96,3.81,1.402,9.1,0.7,3.5,7.0,2.00,1
,Rank in 16 NL teams,,5,11,,8,,,,2,1,8,8 ,12,10,7,1,11,,6,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
