Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jeff Francis*,24,14,12,.538,5.68,33,33,0,0,0,0,183.2,228,119,116,26,70,5,128,8,0,2,828,84,4.74,1.623,11.2,1.3,3.4,6.3,1.83,1
SP,Jamey Wright,30,8,16,.333,5.46,34,27,1,0,0,0,171.1,201,119,104,22,81,4,101,15,2,2,782,88,5.19,1.646,10.6,1.2,4.3,5.3,1.25,1
SP,Byung-Hyun Kim,26,5,12,.294,4.86,40,22,3,0,0,0,148.0,156,82,80,17,71,8,115,14,1,11,667,98,4.68,1.534,9.5,1.0,4.3,7.0,1.62,1
SP,Jason Jennings,26,6,9,.400,5.02,20,20,0,1,0,0,122.0,130,73,68,11,62,4,75,5,0,8,551,96,4.61,1.574,9.6,0.8,4.6,5.5,1.21,1
SP,Joe Kennedy*,26,4,8,.333,7.04,16,16,0,0,0,0,92.0,128,81,72,12,44,4,52,6,1,7,442,68,5.22,1.870,12.5,1.2,4.3,5.1,1.18,1
SP,Aaron Cook,26,7,2,.778,3.67,13,13,0,2,0,0,83.1,101,38,34,8,16,2,24,2,0,3,357,131,4.34,1.404,10.9,0.9,1.7,2.6,1.50,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Brian Fuentes*,29,2,5,.286,2.91,78,0,55,0,0,31,74.1,59,25,24,6,34,4,91,10,0,8,321,165,3.40,1.251,7.1,0.7,4.1,11.0,2.68,1
RP,Jose Acevedo,27,2,4,.333,6.47,36,5,7,0,0,1,64.0,86,48,46,13,16,3,31,1,1,0,292,74,5.49,1.594,12.1,1.8,2.3,4.4,1.94,1
RP,Marcos Carvajal,20,0,2,.000,5.09,39,0,11,0,0,0,53.0,52,30,30,8,21,0,47,3,0,4,229,94,4.57,1.377,8.8,1.4,3.6,8.0,2.24,1
RP,David Cortes,31,2,0,1.000,4.10,50,0,14,0,0,2,52.2,50,24,24,9,10,2,36,1,0,3,213,117,4.50,1.139,8.5,1.5,1.7,6.2,3.60,1
RP,Mike DeJean,34,2,3,.400,3.19,38,0,7,0,0,0,36.2,26,14,13,0,12,1,35,2,0,3,151,151,2.26,1.036,6.4,0.0,2.9,8.6,2.92,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shawn Chacon,27,1,7,.125,4.09,13,12,0,0,0,0,72.2,69,33,33,7,36,4,39,8,0,3,322,117,5.02,1.445,8.5,0.9,4.5,4.8,1.08,1
,Sun-Woo Kim,27,5,1,.833,4.22,12,8,0,1,1,0,53.1,56,26,25,7,13,0,38,1,0,3,228,114,4.09,1.294,9.5,1.2,2.2,6.4,2.92,1
