Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Carlos Adolfo,23,76,252,221,37,60,16,0,10,41,3,2,25,51,.271,.355,.480,.834,106,8,4,1,1,2,,0
Brandon Agamennone,23,22,8,7,3,2,1,0,0,2,0,0,0,3,.286,.286,.429,.714,3,0,0,1,0,0,,0
Tony Armas,21,24,30,22,1,2,0,0,0,2,0,0,4,7,.091,.231,.091,.322,2,0,0,4,0,0,,1
Jason Baker,24,23,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Peter Bergeron*,21,42,189,162,29,53,14,2,4,18,9,7,24,29,.327,.407,.512,.920,83,0,0,0,3,4,,1
Matt Blank*,23,15,23,21,1,7,0,0,0,2,0,1,1,2,.333,.364,.333,.697,7,1,0,1,0,0,,1
Milton Bradley#,21,87,385,346,62,114,22,5,12,50,14,11,33,61,.329,.391,.526,.917,182,5,3,1,2,0,,1
Danny Bravo#,22,12,30,28,0,4,1,0,0,2,0,0,1,6,.143,.172,.179,.351,5,0,0,1,0,0,,0
Jason Camilli,23,63,180,154,26,33,7,0,4,16,0,2,23,31,.214,.322,.338,.660,52,3,2,0,1,0,,0
Jamey Carroll,25,141,623,561,78,164,34,5,5,63,21,10,48,58,.292,.351,.398,.749,223,13,5,5,4,2,,1
Tim Cossins,29,41,104,93,8,16,2,0,4,14,0,0,4,21,.172,.210,.323,.533,30,4,1,4,2,1,,0
Tomas de la Rosa,21,135,522,467,70,122,22,3,6,43,28,15,42,64,.261,.320,.360,.680,168,10,1,7,5,2,,1
Tim Dixon*,27,2,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,0
Roberto Duran*,26,19,1,0,0,0,0,0,0,0,0,1,1,0,,1.000,,,0,0,0,0,0,0,,1
Jayson Durocher,24,29,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,1,0,0,,1
Scott Forster,27,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,,1
Kenny James#,22,29,109,102,8,26,4,2,0,6,7,3,1,19,.255,.269,.333,.603,34,1,1,5,0,0,,0
Todd Johannes,22,1,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,,0
Jaime Malave,24,12,21,18,4,4,0,0,3,4,0,0,2,4,.222,.300,.722,1.022,13,0,0,1,0,0,,0
Rob Marquez,26,18,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Troy Mattes,23,20,12,9,1,0,0,0,0,0,0,0,1,4,.000,.100,.000,.100,0,0,0,2,0,0,,1
Scott Mitchell,26,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,,0
David Moraga*,23,1,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,1
Ruben Niebla*,27,29,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Talmadge Nunnari*,24,63,283,239,45,79,17,1,6,29,7,2,39,46,.331,.423,.485,.909,116,3,1,2,2,3,,1
Christian Parker,23,36,6,6,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Tommy Phelps*,25,13,6,6,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Dave Post,25,5,23,21,5,8,1,0,1,3,0,0,1,2,.381,.409,.571,.981,12,0,0,1,0,0,,0
Brian Preston,22,6,16,15,1,1,0,0,0,2,0,0,1,4,.067,.125,.067,.192,1,1,0,0,0,0,,0
Ed Quezada,24,3,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jeremy Salyers,23,12,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,0
Ryan Saylor*,24,28,5,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,0,0,0,0,0,0,,0
Brian Schneider*,22,121,459,421,48,111,19,1,17,66,2,2,32,56,.264,.318,.435,.753,183,6,2,3,1,2,,1
Chris Snusz,26,5,14,13,2,4,1,0,0,3,0,0,1,3,.308,.357,.385,.742,5,1,0,0,0,0,,0
Rod Stevenson,25,37,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Andy Tracy*,25,134,573,493,96,135,26,2,37,128,6,1,70,139,.274,.369,.560,.929,276,10,6,1,3,4,,1
Jon Tucker*,22,112,421,362,53,93,21,2,13,55,4,4,50,85,.257,.348,.434,.781,157,8,3,1,5,0,,0
