Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,John Buck,23,71,258,238,36,56,9,0,12,30,1,1,15,79,.235,.280,.424,.704,80,101,6,0,4,1,0,1
1B,Ken Harvey,26,120,494,456,47,131,20,1,13,55,1,1,28,89,.287,.338,.421,.759,96,192,14,8,0,2,2,1
2B,Tony Graffanino,32,75,314,278,37,73,11,0,3,26,10,2,27,38,.263,.332,.335,.667,74,93,5,3,4,2,0,1
SS,Angel Berroa,26,134,554,512,72,134,27,6,8,43,14,8,23,87,.262,.308,.385,.693,79,197,10,12,5,2,0,1
3B,Joe Randa,34,128,539,485,65,139,31,2,8,56,0,1,40,77,.287,.343,.408,.751,95,198,11,6,0,8,1,1
LF,Dee Brown*,26,59,209,195,19,49,7,0,4,24,2,2,11,50,.251,.293,.349,.642,66,68,1,1,1,1,0,1
CF,David DeJesus*,24,96,413,363,58,104,15,3,7,39,8,11,33,53,.287,.360,.402,.763,98,146,6,9,8,0,0,1
RF,Abraham Nunez#,27,59,247,221,31,50,9,0,5,29,0,1,25,48,.226,.304,.335,.638,66,74,4,0,0,1,1,1
DH,Mike Sweeney,30,106,452,411,56,118,23,0,22,79,3,2,33,44,.287,.347,.504,.851,118,207,7,6,0,2,9,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Matt Stairs*,36,126,496,439,48,117,21,3,18,66,1,0,49,92,.267,.345,.451,.796,105,198,15,5,0,3,2,1
UT,Desi Relaford#,30,114,430,380,45,84,14,0,6,34,5,4,34,56,.221,.296,.305,.601,57,116,10,8,4,4,3,1
CF,Carlos Beltran#,27,69,309,266,51,74,19,2,15,51,14,3,37,44,.278,.367,.534,.901,130,142,4,2,1,3,7,1
C,Benito Santiago,39,49,189,175,15,48,10,0,6,23,1,2,8,32,.274,.312,.434,.746,91,76,9,2,3,1,0,1
2B,Ruben Gotay#,21,44,166,152,17,41,7,3,1,16,0,1,9,36,.270,.315,.375,.690,79,57,4,2,1,2,0,1
LF,Aaron Guiel*,31,42,157,135,15,21,4,0,5,13,1,1,17,42,.156,.263,.296,.559,45,40,3,3,1,1,0,1
DH,Calvin Pickering*,27,35,142,122,21,30,8,1,7,26,0,0,18,42,.246,.338,.500,.838,114,61,6,0,0,2,1,1
RF,Juan Gonzalez,34,33,138,127,17,35,4,1,5,17,0,1,9,19,.276,.326,.441,.767,97,56,3,1,0,1,1,1
C,Alberto Castillo,34,29,105,89,12,24,6,0,1,11,0,2,14,10,.270,.365,.371,.736,93,33,1,0,1,1,0,1
OF,Ruben Mateo,26,32,98,93,9,18,4,3,0,7,1,1,3,20,.194,.235,.301,.536,38,28,2,2,0,0,0,1
C,Kelly Stinnett,34,20,69,59,10,18,0,0,3,7,0,0,5,16,.305,.379,.458,.836,116,27,0,2,3,0,0,1
SS,Andres Blanco#,20,19,67,60,9,19,2,2,0,5,1,2,5,6,.317,.379,.417,.795,107,25,0,1,1,0,0,1
OF,Byron Gettis,24,21,49,39,7,7,1,1,0,1,0,1,8,14,.179,.327,.256,.583,55,10,0,1,0,1,1,1
UT,Mendy Lopez,30,18,44,38,4,4,0,0,1,4,0,0,4,9,.105,.209,.184,.394,4,7,3,1,1,0,0,1
LF,Brandon Berger,29,11,36,35,5,7,2,0,0,2,1,1,0,7,.200,.200,.257,.457,18,9,1,0,1,0,0,1
UT,Wilton Guerrero#,29,24,32,32,7,7,0,1,0,1,1,0,0,4,.219,.219,.281,.500,29,9,1,0,0,0,0,1
OF,Alexis Gomez*,25,13,31,29,1,8,1,0,0,4,0,0,2,8,.276,.323,.310,.633,66,9,1,0,0,0,0,1
2B,Donnie Murphy,21,7,27,27,1,5,3,0,0,3,1,0,0,7,.185,.185,.296,.481,22,8,1,0,0,0,0,1
3B,Jose Bautista,23,13,26,25,1,5,1,0,0,1,0,0,1,12,.200,.231,.240,.471,23,6,0,0,0,0,0,1
UT,Damian Jackson,30,14,16,15,1,2,2,0,0,2,0,0,1,6,.133,.188,.267,.454,16,4,0,0,0,0,0,1
OF,Adrian Brown#,30,5,11,11,0,3,0,0,0,0,0,0,0,2,.273,.273,.273,.545,43,3,0,0,0,0,0,1
C,Mike Tonis,25,2,7,6,0,0,0,0,0,0,0,0,1,0,.000,.143,.000,.143,-58,0,1,0,0,0,0,1
C,Paul Phillips,27,4,6,5,2,1,0,0,0,0,0,0,0,1,.200,.333,.200,.533,44,1,0,1,0,0,0,1
OF,Rich Thompson*,25,6,1,1,1,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Dennys Reyes,27,3,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
