Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jason Kendall,30,147,658,574,86,183,32,0,3,51,11,8,60,41,.319,.399,.390,.789,107,224,12,19,1,4,2,1
1B,Daryle Ward*,29,79,321,293,39,73,17,2,15,57,0,0,22,45,.249,.305,.474,.780,99,139,8,3,0,3,3,1
2B,Jose Castillo,23,129,414,383,44,98,15,2,8,39,3,2,23,92,.256,.298,.368,.666,72,141,12,1,5,2,5,1
SS,Jack Wilson,26,157,693,652,82,201,41,12,11,59,8,4,26,71,.308,.335,.459,.794,104,299,15,3,7,5,0,1
3B,Ty Wigginton,26,58,206,182,17,40,7,0,5,24,1,0,22,34,.220,.306,.341,.646,68,62,4,1,0,1,2,1
LF,Jason Bay,25,120,472,411,61,116,24,4,26,82,4,6,41,129,.282,.358,.550,.907,132,226,9,10,5,5,2,1
CF,Tike Redman*,27,155,581,546,65,153,19,4,8,51,18,6,23,52,.280,.310,.374,.684,77,204,6,3,4,5,2,1
RF,Craig Wilson,27,155,644,561,97,148,35,5,29,82,2,2,50,169,.264,.354,.499,.853,119,280,11,30,0,3,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Rob Mackowiak*,28,155,555,491,65,121,22,6,17,75,13,4,50,114,.246,.319,.420,.739,90,206,3,6,1,7,2,1
IF,Bobby Hill#,26,126,267,233,28,62,7,2,2,27,0,3,20,39,.266,.353,.339,.692,82,79,12,12,1,1,2,1
2B,Abraham Nunez#,28,112,195,182,17,43,9,0,2,13,1,3,10,36,.236,.275,.319,.593,54,58,8,0,2,1,0,1
1B,Randall Simon*,29,61,193,175,14,34,6,0,3,14,0,0,15,17,.194,.264,.280,.544,42,49,8,2,0,1,5,1
3B,Chris Stynes,31,74,174,162,16,35,10,0,1,16,0,0,9,23,.216,.266,.296,.562,46,48,2,2,1,0,2,1
OF,Raul Mondesi,33,26,110,99,8,28,8,0,2,14,0,2,11,27,.283,.355,.424,.779,102,42,1,0,0,0,0,1
C,Humberto Cota,25,36,70,66,10,15,1,1,5,8,0,0,3,20,.227,.271,.500,.771,95,33,1,1,0,0,1,1
OF,Tony Alvarez,25,24,45,38,5,8,2,0,1,8,0,0,4,7,.211,.289,.342,.631,64,13,1,1,0,2,0,1
OF,Jose Bautista,23,23,43,40,1,8,2,0,0,0,0,0,2,18,.200,.238,.250,.488,28,10,1,0,1,0,0,1
OF,J.J. Davis,25,25,40,35,4,5,1,0,0,3,2,0,4,10,.143,.225,.171,.396,6,6,0,0,0,1,0,1
OF,Ruben Mateo,26,19,39,33,4,8,0,0,3,7,0,0,5,6,.242,.359,.515,.874,124,17,1,1,0,0,1,1
IF,Freddy Sanchez,26,9,20,19,2,3,0,0,0,2,0,0,0,3,.158,.158,.158,.316,-17,3,0,0,1,0,0,1
1B,Carlos Rivera*,26,7,17,15,1,3,0,0,0,1,0,0,1,3,.200,.250,.200,.450,20,3,0,0,0,0,1,1
C,J.R. House,24,5,9,9,1,1,1,0,0,0,0,0,0,2,.111,.111,.222,.333,-16,2,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Oliver Perez*,22,30,72,58,2,11,0,0,0,0,0,0,4,22,.190,.242,.190,.432,15,11,0,0,10,0,0,1
P,Josh Fogg,27,31,64,53,1,4,1,0,0,3,0,0,0,13,.075,.075,.094,.170,-56,5,0,0,11,0,0,1
P,Kip Wells,27,23,50,43,4,8,3,1,0,0,0,0,3,20,.186,.239,.302,.541,40,13,0,0,4,0,0,1
P,Kris Benson,29,19,50,39,2,7,0,0,0,3,0,0,1,17,.179,.200,.179,.379,0,7,0,0,10,0,0,1
P,Ryan Vogelsong,26,32,44,31,2,7,2,0,0,3,0,0,2,13,.226,.265,.290,.555,45,9,1,0,10,1,0,1
P,Sean Burnett*,21,13,27,23,0,0,0,0,0,0,0,0,2,6,.000,.080,.000,.080,-76,0,0,0,2,0,0,1
P,John Van Benschoten,24,6,11,8,2,1,0,0,1,2,0,0,1,3,.125,.222,.500,.722,80,4,0,0,2,0,0,1
P,David Williams*,25,10,9,9,0,1,0,0,0,0,0,0,0,3,.111,.111,.111,.222,-42,1,0,0,0,0,0,1
P,Nelson Figueroa#,30,10,7,7,0,1,0,0,0,1,0,0,0,2,.143,.143,.143,.286,-25,1,0,0,0,0,0,1
P,Brian Meadows,28,65,4,3,0,0,0,0,0,1,0,0,1,3,.000,.250,.000,.250,-26,0,0,0,0,0,0,1
P,Ian Snell,22,3,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Salomon Torres,32,82,2,2,0,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,277,2,0,0,0,0,0,1
P,Frank Brooks*,25,11,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brian Boehringer#,35,21,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Willis Roberts,29,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,John Grabow*,25,64,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Mike Gonzalez,26,44,1,1,0,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,654,2,0,0,0,0,0,1
P,Mark Corey,29,27,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jose Mesa,38,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Johnston*,25,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jason Boyd,31,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.1,161,6115,5483,680,1428,267,39,142,648,63,40,415,1066,.260,.321,.401,.722,87,2199,117,95,79,42,33,1
,Rank in 16 NL teams,,,,13,13,11,15,1,13,,12,12,16,7,11,12,13,13,,13,,1,,8,,1
,Non-Pitcher Totals,27.2,161,5766,5199,667,1386,259,38,141,633,63,40,401,958,.267,.328,.412,.740,91,2144,116,95,29,41,33,1
,Pitcher Totals,25.5,161,349,284,13,42,8,1,1,15,0,0,14,108,.148,.187,.194,.381,0,55,1,0,50,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
