Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brian Schneider*,27,135,488,436,40,112,20,3,12,49,0,1,42,63,.257,.325,.399,.724,84,174,8,3,5,2,10,1
1B,Brad Wilkerson*,27,160,688,572,112,146,39,2,32,67,13,6,106,152,.255,.374,.498,.872,120,285,6,4,3,3,8,1
2B,Jose Vidro#,29,110,467,412,51,121,24,0,14,60,3,1,49,43,.294,.367,.454,.821,108,187,14,0,4,2,7,1
SS,Orlando Cabrera,29,103,425,390,41,96,19,2,4,31,12,3,28,31,.246,.298,.336,.634,62,131,12,2,2,3,0,1
3B,Tony Batista,30,157,650,606,76,146,30,2,32,110,14,6,26,78,.241,.272,.455,.728,81,276,14,4,4,10,4,1
LF,Terrmel Sledge*,27,133,446,398,45,107,20,6,15,62,3,3,40,66,.269,.336,.462,.799,101,184,2,1,6,1,4,1
CF,Endy Chavez*,26,132,547,502,65,139,20,6,5,34,32,7,30,40,.277,.318,.371,.688,75,186,6,1,12,2,0,1
RF,Juan Rivera,25,134,426,391,48,120,24,1,12,49,6,2,34,45,.307,.364,.465,.829,110,182,11,1,0,0,7,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,Nick Johnson*,25,73,295,251,35,63,16,0,7,33,6,3,40,58,.251,.359,.398,.758,93,100,5,3,0,1,2,1
2B,Jamey Carroll,30,102,256,218,36,63,14,2,0,16,5,1,32,21,.289,.378,.372,.750,93,81,3,1,2,3,1,1
C,Einar Diaz,31,55,159,139,9,31,6,1,1,11,2,0,11,10,.223,.293,.302,.595,53,42,6,4,2,3,3,1
SS,Alex Gonzalez,31,35,144,133,19,32,7,0,4,16,1,1,8,32,.241,.289,.383,.672,70,51,1,1,2,0,0,1
OF,Carl Everett#,33,39,141,127,8,32,10,0,2,14,0,0,8,19,.252,.319,.378,.697,77,48,8,5,0,1,2,1
SS,Maicer Izturis#,23,32,121,107,10,22,5,2,1,4,4,0,10,20,.206,.286,.318,.603,54,34,1,2,2,0,1,1
OF,Ron Calloway*,27,46,91,84,4,14,2,0,1,10,2,0,5,22,.167,.211,.226,.437,12,19,3,0,1,1,0,1
UT,Val Pascucci,25,32,74,62,6,11,1,0,2,6,1,0,10,22,.177,.297,.290,.588,51,18,3,1,0,1,1,1
OF,Ryan Church*,25,30,71,63,6,11,1,0,1,6,0,0,7,16,.175,.257,.238,.495,28,15,3,0,1,0,1,1
OF,Matthew Cepicky*,26,32,61,60,4,13,4,0,1,3,1,0,1,18,.217,.230,.333,.563,41,20,1,0,0,0,0,1
IF,Brendan Harris,23,20,53,50,4,8,2,0,1,2,0,0,2,11,.160,.208,.260,.468,18,13,0,1,0,0,0,1
UT,Henry Mateo#,27,40,46,44,3,12,2,0,0,0,2,3,1,9,.273,.289,.318,.607,55,14,1,0,1,0,0,1
CF,Peter Bergeron*,26,11,45,42,2,9,0,0,0,1,0,1,2,16,.214,.250,.214,.464,20,9,0,0,1,0,0,1
IF,Andy Fox*,33,34,43,43,2,4,0,0,1,1,0,0,0,16,.093,.093,.163,.256,-37,7,1,0,0,0,0,1
1B,Luis Lopez,30,11,27,26,0,4,0,0,0,0,0,0,0,9,.154,.185,.154,.339,-12,4,1,1,0,0,0,1
MI,Josh Labandeira,25,7,14,14,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Liván Hernández,29,34,97,81,2,20,7,0,1,10,0,0,1,8,.247,.256,.370,.626,57,30,1,0,15,0,0,1
P,John Patterson,26,19,39,33,0,4,0,0,0,1,0,0,1,17,.121,.147,.121,.268,-30,4,2,0,5,0,0,1
P,Zach Day,26,17,32,29,1,1,0,0,1,1,0,0,0,17,.034,.034,.138,.172,-59,4,0,0,3,0,0,1
P,Sun-Woo Kim,26,41,32,28,1,6,2,0,0,5,1,0,0,9,.214,.214,.286,.500,26,8,0,0,4,0,0,1
P,Claudio Vargas,26,42,29,22,0,1,0,0,0,0,0,0,0,8,.045,.045,.045,.091,-77,1,1,0,7,0,0,1
P,Tomo Ohka#,28,14,26,25,0,2,0,0,0,0,1,0,1,8,.080,.115,.080,.195,-49,2,0,0,0,0,0,1
P,Scott Downs*,28,11,22,15,1,1,0,0,0,0,0,0,1,7,.067,.125,.067,.192,-49,1,0,0,6,0,0,1
P,Tony Armas,26,15,21,16,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,5,0,0,1
P,Rocky Biddle,28,44,14,11,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,3,0,0,1
P,T.J. Tucker,25,51,12,12,1,1,0,0,0,0,0,0,0,4,.083,.083,.083,.167,-57,1,0,0,0,0,0,1
P,Luis Ayala,26,79,10,9,0,3,1,0,0,0,0,0,0,3,.333,.333,.444,.778,96,4,0,0,1,0,0,1
P,Jon Rauch,25,9,6,6,1,1,0,0,1,2,0,0,0,4,.167,.167,.667,.833,98,4,0,0,0,0,0,1
P,Joe Horgan*,27,45,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,28,1,0,0,0,0,0,1
