Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Mike Matheny,33,122,419,385,28,95,22,1,5,50,0,2,23,83,.247,.292,.348,.640,66,134,12,3,5,3,7,1
1B,Albert Pujols,24,154,692,592,133,196,51,2,46,123,5,5,84,52,.331,.415,.657,1.072,173,389,21,7,0,9,12,1
2B,Tony Womack*,34,145,606,553,91,170,22,3,5,38,26,5,36,60,.307,.349,.385,.735,91,213,6,3,8,6,1,1
SS,Edgar Renteria,27,149,642,586,84,168,37,0,10,72,17,11,39,78,.287,.327,.401,.728,88,235,14,1,6,10,5,1
3B,Scott Rolen,29,142,593,500,109,157,32,4,34,124,4,3,72,92,.314,.409,.598,1.007,158,299,8,13,1,7,5,1
LF,Ray Lankford*,37,92,235,200,36,51,14,1,6,22,2,2,29,55,.255,.349,.425,.774,100,85,6,2,0,4,4,1
CF,Jim Edmonds*,34,153,612,498,102,150,38,3,42,111,8,3,101,150,.301,.418,.643,1.061,171,320,4,5,0,8,12,1
RF,Reggie Sanders,36,135,487,446,64,116,27,3,22,67,21,5,33,118,.260,.315,.482,.797,103,215,5,4,1,3,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LF,John Mabry*,33,87,275,240,32,71,11,0,13,40,0,1,26,63,.296,.363,.504,.867,123,121,6,1,5,3,5,1
UT,Marlon Anderson*,30,113,271,253,31,60,12,0,8,28,6,2,12,38,.237,.269,.379,.649,66,96,5,1,0,5,1,1
OF,Roger Cedeno#,29,95,223,200,22,53,9,2,3,23,5,1,19,41,.265,.327,.375,.702,82,75,5,0,3,1,2,1
OF,So Taguchi,34,109,206,179,26,52,10,2,3,25,6,3,12,23,.291,.337,.419,.756,95,75,6,2,10,3,1,1
IF,Hector Luna,24,83,192,173,25,43,7,2,3,22,6,3,13,37,.249,.304,.364,.668,73,63,2,2,1,3,0,1
RF,Larry Walker*,37,44,178,150,29,42,7,1,11,27,4,0,24,34,.280,.393,.560,.953,144,84,6,4,0,0,1,1
C,Yadier Molina,21,51,151,135,12,36,6,0,2,15,0,1,13,20,.267,.329,.356,.684,78,48,4,0,2,1,3,1
C,Cody McKay*,30,35,79,74,7,17,2,0,0,6,0,0,2,14,.230,.269,.257,.526,38,19,3,2,1,0,0,1
OF,Colin Porter*,28,23,35,35,3,11,1,0,1,2,0,0,0,13,.314,.314,.429,.743,91,15,2,0,0,0,0,1
MI,Bo Hart,27,11,14,13,0,2,0,0,0,2,0,0,1,3,.154,.214,.154,.368,-2,2,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Jason Marquis*,25,34,76,72,6,21,6,0,0,9,1,0,1,17,.292,.297,.375,.672,74,27,3,0,2,1,0,1
P,Matt Morris,29,31,75,62,4,10,1,0,0,6,0,0,4,26,.161,.209,.177,.386,2,11,0,0,8,1,0,1
P,Woody Williams,37,32,70,61,3,11,4,0,0,2,0,0,1,22,.180,.200,.246,.446,15,15,0,1,5,2,0,1
P,Chris Carpenter,29,27,67,62,1,5,0,0,0,1,0,0,1,21,.081,.095,.081,.176,-53,5,0,0,4,0,0,1
P,Jeff Suppan,29,30,65,57,3,4,0,0,0,0,0,0,1,11,.070,.086,.070,.156,-59,4,1,0,7,0,0,1
P,Dan Haren,23,14,14,12,1,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,1,0,2,0,0,1
P,Cal Eldred,36,51,6,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,1,0,0,1
P,Jason Isringhausen,31,71,3,3,1,1,0,0,0,2,0,0,0,2,.333,.333,.333,.667,75,1,0,0,0,0,0,1
P,Randy Flores*,28,9,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Rick Ankiel*,24,5,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,47,0,0,0,0,0,0,1
P,Jason Simontacchi,30,14,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,162,1,0,0,0,0,0,1
P,Ray King*,30,84,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Alberto Reyes,34,12,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,424,1,0,0,0,0,0,1
P,Kiko Calero,29,38,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Steve Kline,31,64,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Josh Pearce,26,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Carmen Cali*,25,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Julian Tavarez*,31,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Lincoln,29,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,30.7,162,6297,5555,855,1544,319,24,214,817,111,47,548,1085,.278,.344,.460,.804,107,2553,121,51,73,70,64,1
