Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Matthew Acosta*,21,62,268,231,34,61,10,2,2,24,5,1,30,37,.264,.350,.351,.700,81,0,2,2,3,1,0,2019,Short-Season A,SDP
Kelvin Alarcon#,20,14,44,39,5,10,1,1,1,3,2,1,5,5,.256,.341,.410,.751,16,1,0,0,0,0,0,2019,Short-Season A,SDP
Jordy Barley,19,66,304,279,45,71,11,6,8,30,14,8,22,98,.254,.310,.423,.733,118,2,1,1,1,1,0,2019,Short-Season A,SDP
Luke Becker#,23,32,122,99,17,22,4,2,0,12,3,0,21,18,.222,.364,.303,.667,30,0,1,1,0,0,0,2019,Short-Season A,SDP
Tyler Benson*,23,10,36,28,5,7,1,0,0,2,4,0,8,9,.250,.417,.286,.702,8,0,0,0,0,0,0,2019,Short-Season A,SDP
Tre Carter*,22,51,181,159,16,33,4,4,2,12,4,1,17,52,.208,.279,.321,.600,51,0,0,2,3,0,0,2019,Short-Season A,SDP
Logan Driscoll*,21,39,162,142,20,38,14,2,3,20,0,1,15,23,.268,.340,.458,.797,65,1,2,0,3,0,0,2019,Short-Season A,SDP
Nick Gatewood*,21,41,172,153,17,39,5,1,5,33,1,0,16,42,.255,.326,.399,.724,61,3,1,0,2,0,0,2019,Short-Season A,SDP
Sean Guilbe,19,53,214,189,33,44,14,3,6,17,3,1,21,67,.233,.318,.434,.752,82,3,3,0,1,2,0,2019,Short-Season A,SDP
Jonny Homza,20,53,211,185,18,40,14,1,0,13,2,0,21,62,.216,.313,.303,.615,56,3,5,0,0,0,0,2019,Short-Season A,SDP
Mason House#,20,23,83,75,5,11,1,0,2,11,0,0,5,43,.147,.229,.240,.469,18,1,3,0,0,0,0,2019,Short-Season A,SDP
Reinaldo Ilarraza#,20,68,286,234,45,52,4,3,6,28,26,5,49,60,.222,.356,.342,.698,80,2,0,2,1,0,0,2019,Short-Season A,SDP
Carlos Luis*,19,35,143,130,10,33,7,1,1,12,2,0,12,28,.254,.315,.346,.661,45,6,0,0,1,0,0,2019,Short-Season A,SDP
Kelvin Melean,20,50,220,185,21,57,14,0,1,27,5,4,22,37,.308,.400,.400,.800,74,2,9,0,4,2,0,2019,Short-Season A,SDP
Jason Pineda,19,44,171,152,12,34,11,1,1,16,2,1,16,60,.224,.304,.329,.633,50,4,2,0,1,0,0,2019,Short-Season A,SDP
Alison Quintero,19,34,131,125,7,18,4,0,0,8,0,1,6,36,.144,.183,.176,.359,22,3,0,0,0,0,0,2019,Short-Season A,SDP
Jack Stronach*,21,44,163,144,20,34,9,0,2,16,2,2,13,36,.236,.319,.340,.659,49,2,5,0,1,0,0,2019,Short-Season A,SDP
