year,exit,observed,pct
1,TRUE,TRUE,0.011353104726598702
1,TRUE,FALSE,0.06903747188584256
2,TRUE,TRUE,0.010658016682113068
2,TRUE,FALSE,0.058607802039237725
3,TRUE,TRUE,0.03834569045412419
3,TRUE,FALSE,0.049097722271779894
4,TRUE,TRUE,0.08445319740500463
4,TRUE,FALSE,0.040495008373379576
5,TRUE,TRUE,0.09592215013901761
5,TRUE,FALSE,0.032808732188678455
6,TRUE,TRUE,0.07970342910101946
6,TRUE,FALSE,0.026055024288564647
7,TRUE,TRUE,0.06047265987025024
7,TRUE,FALSE,0.020242323201436135
8,TRUE,TRUE,0.03822984244670992
8,TRUE,FALSE,0.015358987878537244
9,TRUE,TRUE,0.02293790546802595
9,TRUE,FALSE,0.011365750411272439
10,TRUE,TRUE,0.01077386468952734
10,TRUE,FALSE,0.008194300495371414
1,FALSE,TRUE,0.007761816496756255
1,FALSE,FALSE,0.03624508473596243
2,FALSE,TRUE,0.01494439295644115
2,FALSE,FALSE,0.041227830615279695
3,FALSE,TRUE,0.05549119555143652
3,FALSE,FALSE,0.045392251501084044
4,FALSE,TRUE,0.10078776645041707
4,FALSE,FALSE,0.048322278266696085
5,FALSE,TRUE,0.10669601482854496
5,FALSE,FALSE,0.049692887595682175
6,FALSE,TRUE,0.089782205746061175
6,FALSE,FALSE,0.04933113346331888
7,FALSE,TRUE,0.06997219647822057
7,FALSE,FALSE,0.047252733049230396
8,FALSE,TRUE,0.044138090824837814
8,FALSE,FALSE,0.04366326364848926
9,FALSE,TRUE,0.03429101019462465
9,FALSE,FALSE,0.03892256322320195
10,FALSE,TRUE,0.02328544949026877
10,FALSE,FALSE,0.03348135062522992
