Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
J.D. Alleva*,25,66,245,218,19,46,11,1,1,24,0,1,17,30,.211,.267,.284,.552,62,6,2,2,6,2,0,2004,Adv A,KCR
Mike Aviles,23,126,510,463,66,139,40,4,6,69,2,5,39,57,.300,.352,.443,.794,205,8,1,1,6,2,1,2004,Adv A,KCR
Travis Chapman,26,27,106,94,12,22,4,0,5,16,0,0,7,24,.234,.321,.436,.757,41,1,5,0,0,0,1,2004,Adv A,KCR
Daryl Clark*,24,27,107,83,6,18,7,0,1,12,1,0,20,28,.217,.383,.337,.721,28,1,3,0,1,1,0,2004,Adv A,KCR
Shane Costa*,22,123,500,451,70,139,20,4,7,59,9,4,32,43,.308,.364,.417,.781,188,7,11,0,6,1,1,2004,Adv A,KCR
John Draper,23,64,200,180,17,34,7,0,2,8,4,2,15,31,.189,.259,.261,.520,47,1,2,3,0,0,0,2004,Adv A,KCR
Damaso Espino,21,124,523,469,35,120,18,1,1,58,3,2,44,110,.256,.319,.305,.624,143,12,3,0,7,1,0,2004,Adv A,KCR
Chris Fallon*,25,1,4,2,0,1,0,0,0,1,0,0,2,1,.500,.750,.500,1.250,1,0,0,0,0,0,0,2004,Adv A,KCR
Darren Fenster,25,84,361,303,55,92,20,1,0,37,2,1,51,46,.304,.411,.376,.787,114,7,5,1,1,0,0,2004,Adv A,KCR
Tim Frend,24,55,220,195,23,47,14,0,5,28,0,0,17,39,.241,.313,.390,.703,76,7,4,3,1,0,0,2004,Adv A,KCR
Brett Groves#,25,15,39,29,5,2,0,0,0,2,0,1,9,6,.069,.308,.069,.377,2,1,1,0,0,0,0,2004,Adv A,KCR
Dave Jensen*,24,21,73,72,9,15,5,0,0,2,1,0,0,22,.208,.219,.278,.497,20,1,1,0,0,0,0,2004,Adv A,KCR
Adam Keim,23,59,213,201,28,58,7,2,9,27,2,0,10,41,.289,.325,.478,.803,96,5,1,1,0,1,0,2004,Adv A,KCR
Mitch Maier*,22,51,194,174,25,46,9,2,3,17,9,2,15,29,.264,.326,.391,.717,68,3,2,1,2,0,1,2004,Adv A,KCR
Donnie Murphy,21,129,551,485,67,124,32,5,10,75,1,1,52,96,.256,.328,.404,.732,196,16,4,2,8,2,1,2004,Adv A,KCR
Wally Sevilla,22,4,15,14,1,2,0,0,0,0,1,0,1,5,.143,.200,.143,.343,2,0,0,0,0,0,0,2004,Adv A,KCR
Eddie Solis,19,8,29,22,4,5,2,0,0,2,0,0,6,6,.227,.393,.318,.711,7,1,0,1,0,0,0,2004,Adv A,KCR
Bernard Stephens*,24,111,441,391,56,107,17,5,4,52,13,8,40,88,.274,.345,.373,.718,146,7,4,3,3,2,0,2004,Adv A,KCR
Mel Stocker*,23,118,531,453,82,96,20,8,2,29,44,15,53,71,.212,.310,.305,.615,138,5,13,9,3,0,1,2004,Adv A,KCR
Matt Tupman*,24,108,375,330,38,99,24,0,3,35,0,1,33,59,.300,.361,.400,.761,132,6,2,4,6,0,1,2004,Adv A,KCR
