Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brian Johnson,30,99,346,308,34,73,8,1,13,34,0,2,28,67,.237,.310,.396,.706,89,122,11,5,4,1,4,1
1B,J.T. Snow*,30,138,500,435,65,108,29,1,15,79,1,2,58,84,.248,.332,.423,.755,102,184,12,0,0,7,3,1
2B,Jeff Kent,30,137,594,526,94,156,37,3,31,128,9,4,48,110,.297,.359,.555,.914,142,292,16,9,1,10,4,1
SS,Rich Aurilia,26,122,453,413,54,110,27,2,9,49,3,3,31,62,.266,.319,.407,.726,94,168,3,2,5,2,3,1
3B,Bill Mueller#,27,145,622,534,93,157,27,0,9,59,3,3,79,83,.294,.383,.395,.778,110,211,12,1,3,5,1,1
LF,Barry Bonds*,33,156,697,552,120,167,44,7,37,122,28,12,130,92,.303,.438,.609,1.047,178,336,15,8,1,6,29,1
CF,Darryl Hamilton*,33,97,436,367,65,108,19,2,1,26,9,8,59,53,.294,.393,.365,.758,106,134,6,2,6,2,0,1
RF,Stan Javier#,34,135,490,417,63,121,13,5,4,49,21,5,65,63,.290,.385,.374,.759,106,156,13,1,4,3,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,Charlie Hayes,33,111,366,329,39,94,8,0,12,62,2,1,34,61,.286,.351,.419,.770,107,138,4,0,1,2,0,1
MI,Rey Sanchez,30,109,339,316,44,90,14,2,2,30,0,0,16,47,.285,.325,.361,.686,85,114,11,4,1,2,0,1
RF,Marvin Benard*,27,121,327,286,41,92,21,1,3,36,11,4,34,39,.322,.396,.434,.830,124,124,3,2,4,1,1,1
C,Brent Mayne*,30,94,317,275,26,75,15,0,3,32,2,1,37,47,.273,.359,.360,.719,95,99,8,1,2,2,3,1
CF,Ellis Burks,33,42,177,147,22,45,6,1,5,22,8,1,19,31,.306,.387,.463,.850,128,68,2,3,4,4,1,1
UT,Joe Carter,38,41,115,105,15,31,7,0,7,29,1,0,6,13,.295,.322,.562,.884,132,59,2,0,0,4,0,1
RF,Chris Jones,32,43,100,90,14,17,2,1,2,10,2,1,8,28,.189,.250,.300,.550,47,27,0,0,0,2,0,1
OF,Alex Diaz#,29,34,62,62,5,8,2,0,0,5,1,1,0,15,.129,.129,.161,.290,-22,10,0,0,0,0,0,1
UT,Shawon Dunston,35,36,55,51,10,9,2,0,3,8,0,2,0,10,.176,.222,.392,.614,61,20,1,3,1,0,0,1
2B,Ramon Martinez,25,19,24,19,4,6,1,0,0,0,0,0,4,2,.316,.435,.368,.803,120,7,0,0,1,0,0,1
C,Doug Mirabelli,27,10,19,17,2,4,2,0,1,4,0,0,2,6,.235,.316,.529,.845,123,9,0,0,0,0,0,1
SS,Wilson Delgado#,25,10,13,12,1,2,1,0,0,1,0,0,1,3,.167,.231,.250,.481,30,3,0,0,0,0,0,1
OF,Armando Rios*,26,12,10,7,3,4,0,0,2,3,0,0,3,2,.571,.700,1.429,2.129,455,10,0,0,0,0,0,1
CF,Dante Powell,24,8,7,4,2,2,0,0,1,1,0,0,3,0,.500,.714,1.250,1.964,416,5,0,0,0,0,0,1
1B,Jeff Ball,29,2,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,35,1,0,0,0,0,0,1
 ,Jacob Cruz*,25,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Mark Gardner,36,32,83,73,4,12,1,0,0,4,0,0,5,26,.164,.228,.178,.406,11,13,3,1,4,0,0,1
P,Orel Hershiser,39,34,78,66,7,10,2,0,0,1,1,0,3,16,.152,.200,.182,.382,4,12,0,1,8,0,0,1
P,Kirk Rueter*,27,32,76,67,7,14,1,0,0,3,0,1,0,12,.209,.209,.224,.433,17,15,1,0,9,0,0,1
P,Danny Darwin,42,32,51,45,2,4,1,0,0,1,0,0,1,30,.089,.128,.111,.239,-35,5,0,1,4,0,0,1
P,Shawn Estes,25,26,51,42,4,8,1,0,0,0,0,0,1,17,.190,.209,.214,.424,15,9,0,0,8,0,0,1
P,Russ Ortiz,24,22,32,25,3,7,0,0,1,2,0,0,2,9,.280,.333,.400,.733,97,10,0,0,5,0,0,1
P,Julian Tavarez*,25,58,10,9,0,1,0,0,0,0,0,0,0,4,.111,.111,.111,.222,-40,1,0,0,1,0,0,1
P,Rich Rodriguez*,35,64,7,6,0,1,0,0,0,0,0,0,0,4,.167,.167,.167,.333,-10,1,0,0,1,0,0,1
P,Jim Poole*,32,25,6,4,1,1,1,0,0,0,0,0,0,0,.250,.250,.500,.750,96,2,0,0,2,0,0,1
P,Chris Brock,28,13,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,35,1,0,0,0,0,0,1
P,John Johnstone,29,68,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Robb Nen,28,75,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Steve Reed,33,48,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,81,1,0,0,0,0,0,1
P,Jose Mesa,32,32,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Alvin Morman*,29,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dean Hartgraves,31,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Cory Bailey,27,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,30.8,163,6484,5628,845,1540,292,26,161,800,102,51,678,1040,.274,.353,.421,.774,108,2367,123,44,81,53,53,1
,Rank in 16 NL teams,,,,4,2,3,5,13,7,,6,11,1,3,3,2,6,5,,6,,10,,3,,1
,Non-Pitcher Totals,30.6,163,6076,5279,816,1480,285,26,160,789,101,50,665,920,.280,.362,.435,.797,114,2297,119,41,38,53,53,1
,Pitcher Totals,32.7,163,408,349,29,60,7,0,1,11,1,1,13,120,.172,.208,.201,.409,11,70,4,3,43,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
