Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jorge Posada#,27,111,409,358,56,96,23,0,17,63,0,1,47,92,.268,.350,.475,.824,115,170,14,0,0,4,7,1
1B,Tino Martinez*,30,142,608,531,92,149,33,1,28,123,2,1,61,83,.281,.355,.505,.860,124,268,18,6,0,10,3,1
2B,Chuck Knoblauch,29,150,706,603,117,160,25,4,17,64,31,12,76,70,.265,.361,.405,.765,102,244,13,18,2,7,1,1
SS,Derek Jeter,24,149,694,626,127,203,25,8,19,84,30,6,57,119,.324,.384,.481,.864,127,301,13,5,3,3,1,1
3B,Scott Brosius,31,152,603,530,86,159,34,0,19,98,11,8,52,97,.300,.371,.472,.843,121,250,4,10,8,3,1,1
LF,Chad Curtis,29,151,545,456,79,111,21,1,10,56,21,5,75,80,.243,.355,.360,.714,90,164,11,7,1,6,3,1
CF,Bernie Williams#,29,128,578,499,101,169,30,5,26,97,15,9,74,81,.339,.422,.575,.997,160,287,19,1,0,4,9,1
RF,Paul O'Neill*,35,152,672,602,95,191,40,2,24,116,15,1,57,103,.317,.372,.510,.882,130,307,22,2,0,11,2,1
DH,Darryl Strawberry*,36,101,345,295,44,73,11,2,24,57,8,7,46,90,.247,.354,.542,.896,132,160,1,3,0,1,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DH,Tim Raines#,38,109,382,321,53,93,13,1,5,47,8,3,55,49,.290,.395,.383,.778,107,123,5,3,0,3,1,1
C,Joe Girardi,33,78,279,254,31,70,11,4,3,31,2,4,14,38,.276,.317,.386,.703,85,98,10,2,8,1,1,1
IF,Luis Sojo,33,54,153,147,16,34,3,1,0,14,1,0,4,15,.231,.250,.265,.515,37,39,5,0,1,1,0,1
DH,Chili Davis#,38,35,118,103,11,30,7,0,3,9,0,1,14,18,.291,.373,.447,.819,116,46,6,0,0,1,1,1
LF,Ricky Ledee*,24,42,87,79,13,19,5,2,1,12,3,1,7,29,.241,.299,.392,.691,81,31,1,0,0,1,0,1
2B,Homer Bush,25,45,78,71,17,27,3,0,1,5,6,3,5,19,.380,.421,.465,.886,134,33,1,0,2,0,0,1
UT,Shane Spencer,26,27,73,67,18,25,6,0,10,27,0,1,5,12,.373,.411,.910,1.321,236,61,0,0,0,1,0,1
CI,Dale Sveum#,34,30,64,58,6,9,0,0,0,3,0,0,4,16,.155,.203,.155,.358,-3,9,2,0,0,2,0,1
3B,Mike Lowell,24,8,15,15,1,4,0,0,0,0,0,0,0,1,.267,.267,.267,.533,42,4,0,0,0,0,0,1
C,Mike Figga,27,1,4,4,1,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,33,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Orlando Hernandez,32,2,8,7,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Andy Pettitte*,26,2,6,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
P,Hideki Irabu,29,2,5,4,0,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,33,1,0,0,1,0,0,1
P,David Cone*,35,1,4,3,1,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,David Wells*,35,1,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,33,1,0,0,0,0,0,1
P,Jeff Nelson,31,3,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Mike Stanton*,31,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ramiro Mendoza,26,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Joe Borowski,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Todd Erdos,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jay Tessmer,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Graeme Lloyd*,31,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mariano Rivera,28,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Jerzembeck,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Buddie,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ryan Bradley,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Darren Holmes,32,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jim Bruske,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Willie Banks,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,30.6,162,6444,5643,965,1625,290,31,207,907,153,63,653,1025,.288,.364,.460,.825,116,2598,145,57,32,59,34,1
,Rank in 14 AL teams,,,,3,1,2,11,7,4,,2,12,1,5,2,1,4,1,,3,,6,,2,,1
,Non-Pitcher Totals,30.6,162,6413,5619,964,1623,290,31,207,906,153,63,653,1013,.289,.365,.462,.827,117,2596,145,57,25,59,34,1
,Pitcher Totals,29.2,162,31,24,1,2,0,0,0,1,0,0,0,12,.083,.083,.083,.167,-56,2,0,0,7,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
