Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Chris Widger,27,125,448,417,36,97,18,1,15,53,6,1,29,85,.233,.281,.388,.670,76,162,5,0,0,2,2,1
1B,Brad Fullmer*,23,140,547,505,58,138,44,2,13,73,6,6,39,70,.273,.327,.446,.773,103,225,12,2,0,1,4,1
2B,Wilton Guerrero#,23,52,236,222,29,63,10,6,2,20,3,0,10,30,.284,.313,.410,.723,91,91,1,0,3,1,0,1
SS,Mark Grudzielanek,28,105,435,396,51,109,15,1,8,41,11,5,21,50,.275,.323,.379,.702,86,150,11,9,5,4,1,1
3B,Shane Andrews,26,150,559,492,48,117,30,1,25,69,1,6,58,137,.238,.314,.455,.769,102,224,10,0,2,7,3,1
LF,F.P. Santangelo#,30,122,463,383,53,82,18,0,4,23,7,3,44,72,.214,.330,.292,.623,68,112,5,23,11,1,1,1
CF,Rondell White,26,97,397,357,54,107,21,2,17,58,16,7,30,57,.300,.363,.513,.875,130,183,7,7,0,3,2,1
RF,Vladimir Guerrero,23,159,677,623,108,202,37,7,38,109,11,9,42,95,.324,.371,.589,.960,150,367,15,7,0,5,13,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Orlando Cabrera,23,79,285,261,44,73,16,5,3,22,6,2,18,27,.280,.325,.414,.739,95,108,6,0,5,1,1,1
CF,Terry Jones#,27,60,248,212,30,46,7,2,1,15,16,4,21,46,.217,.288,.283,.571,53,60,2,0,15,0,1,1
2B,Jose Vidro#,23,83,245,205,24,45,12,0,0,18,2,2,27,33,.220,.318,.278,.596,61,57,5,4,6,3,0,1
UT,Ryan McGuire*,26,130,244,210,17,39,9,0,1,10,0,0,32,55,.186,.292,.243,.535,45,51,9,0,1,1,0,1
LF,Derrick May*,29,85,192,180,13,43,8,0,5,15,0,0,11,24,.239,.281,.367,.648,71,66,5,0,0,1,1,1
C,Bob Henley,25,41,132,115,16,35,8,1,3,18,3,0,11,26,.304,.377,.470,.846,124,54,4,3,2,1,0,1
IF,Mike Mordecai,30,73,130,119,12,24,4,2,3,10,1,0,9,20,.202,.258,.345,.602,58,41,2,0,2,0,0,1
CI,Scott Livingstone*,32,76,118,110,1,23,6,0,0,12,1,1,5,15,.209,.237,.264,.501,33,29,2,0,0,3,2,1
LF,Robert Perez,29,52,110,106,9,25,1,0,1,8,0,0,2,23,.236,.255,.274,.528,41,29,4,1,0,1,0,1
OF,DaRond Stovall#,25,62,84,78,11,16,2,1,2,6,1,0,6,29,.205,.262,.333,.595,57,26,1,0,0,0,0,1
C,Mike Hubbard,27,32,56,55,3,8,1,0,1,3,0,0,0,17,.145,.161,.218,.379,0,12,1,1,0,0,0,1
UT,Fernando Seguignol#,23,16,46,42,6,11,4,0,2,3,0,0,3,15,.262,.304,.500,.804,109,21,1,0,0,1,0,1
UT,Michael Barrett,21,8,27,23,3,7,2,0,1,2,0,0,3,6,.304,.407,.522,.929,145,12,0,1,0,0,0,1
2B,Ray Holbert,27,2,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Dustin Hermanson,25,30,68,52,7,6,1,0,1,2,0,0,10,29,.115,.270,.192,.462,26,10,0,1,5,0,0,1
P,Javier Vazquez,21,31,61,52,3,9,2,1,0,5,0,0,2,7,.173,.200,.250,.450,19,13,1,0,6,1,0,1
P,Carlos Perez*,27,22,59,47,3,9,2,0,1,2,0,0,1,19,.191,.208,.298,.506,33,14,0,0,11,0,0,1
P,Carl Pavano,22,22,44,38,1,6,1,0,0,3,0,0,0,14,.158,.158,.184,.342,-9,7,0,0,6,0,0,1
P,Miguel Batista,27,51,34,32,0,0,0,0,0,0,0,0,0,21,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
P,Mike Thurman,24,14,27,23,1,0,0,0,0,0,0,0,2,17,.000,.080,.000,.080,-76,0,0,0,2,0,0,1
P,Trey Moore*,25,13,19,17,1,4,1,0,0,0,0,0,1,3,.235,.278,.294,.572,52,5,0,0,1,0,0,1
P,Shayne Bennett,26,58,8,6,0,0,0,0,0,0,0,0,1,1,.000,.143,.000,.143,-58,0,0,0,1,0,0,1
P,Jeremy Powell,22,7,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Marc Valdes,26,19,6,5,1,2,0,0,0,0,0,0,0,2,.400,.500,.400,.900,144,2,0,1,0,0,0,1
P,Ugueth Urbina,24,63,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Shawn Boskie,31,5,5,4,1,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-41,0,0,0,0,0,0,1
P,Steve Kline,25,73,5,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Anthony Telford,32,72,4,4,0,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,34,1,0,0,0,0,0,1
P,Mike Johnson*,22,2,3,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,78,1,0,0,0,0,0,1
