Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,John Flaherty,30,91,334,304,21,63,11,0,3,24,0,5,22,46,.207,.261,.273,.534,39,83,9,1,4,3,0,1
1B,Fred McGriff*,34,151,649,564,73,160,33,0,19,81,7,2,79,118,.284,.371,.443,.815,111,250,14,2,0,4,9,1
2B,Miguel Cairo,24,150,558,515,49,138,26,5,5,46,19,8,24,44,.268,.307,.367,.674,74,189,9,6,11,2,0,1
SS,Kevin Stocker#,28,112,381,336,37,70,11,3,6,25,5,3,27,80,.208,.282,.313,.594,54,105,7,8,8,2,1,1
3B,Bob Smith,24,117,416,370,44,102,15,3,11,55,5,3,34,110,.276,.343,.422,.765,97,156,9,6,2,4,0,1
LF,Mike Kelly,28,106,303,279,39,67,11,2,10,33,13,6,22,80,.240,.295,.401,.696,79,112,8,0,1,1,1,1
CF,Quinton McCracken#,27,155,675,614,77,179,38,7,7,59,19,10,41,107,.292,.335,.410,.745,92,252,12,3,9,8,1,1
RF,Dave Martinez*,33,90,347,309,31,79,11,0,3,20,8,7,35,52,.256,.334,.320,.655,72,99,5,2,0,1,4,1
DH,Paul Sorrento*,32,137,495,435,40,98,27,0,17,57,2,3,54,133,.225,.313,.405,.718,85,176,8,3,0,3,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,Wade Boggs*,40,123,483,435,51,122,23,4,7,52,3,2,46,54,.280,.348,.400,.748,94,174,13,0,0,2,6,1
CF,Randy Winn#,24,109,379,338,51,94,9,9,1,17,26,12,29,69,.278,.337,.367,.704,83,124,2,1,11,0,0,1
MI,Aaron Ledesma,27,95,315,299,30,97,16,3,0,29,9,7,9,51,.324,.344,.398,.742,92,119,8,1,4,2,1,1
C,Mike Difelice,29,84,270,248,17,57,12,3,3,23,0,0,15,56,.230,.274,.339,.613,58,84,12,1,3,2,0,1
OF,Rich Butler*,25,72,237,217,25,49,3,3,7,20,4,2,15,37,.226,.278,.364,.643,65,79,4,2,0,3,0,1
OF,Bubba Trammell,26,59,216,199,28,57,18,1,12,35,0,2,16,45,.286,.338,.568,.906,130,113,4,0,0,1,0,1
OF,Jerome Walton,32,12,36,34,4,11,3,0,0,3,0,0,2,6,.324,.361,.412,.773,100,14,1,0,0,0,0,1
CI,Scott McClain,26,9,23,20,2,2,0,0,0,0,0,0,2,6,.100,.217,.100,.317,-13,2,0,1,0,0,0,1
IF,Dave Silvestri,30,8,14,14,0,1,0,0,0,0,0,0,0,2,.071,.071,.071,.143,-63,1,1,0,0,0,0,1
C,Tim Laker,28,3,6,5,1,1,0,0,0,0,0,1,1,1,.200,.333,.200,.533,44,1,0,0,0,0,0,1
LF,Kerry Robinson*,24,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Julio Santana,25,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Rick White,29,4,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,74,1,1,0,0,0,0,1
P,Rolando Arrojo,32,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jason Johnson,24,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Tony Saunders*,24,1,2,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,423,2,0,0,0,0,0,1
P,Dennis Springer,33,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Albie Lopez,26,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jim Mecir#,28,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Matt Ruebel*,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brad Pennington*,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
