Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Manuel Arambarris,21,4,18,17,1,2,0,0,0,0,1,0,1,3,.118,.167,.118,.284,2,1,0,0,0,0,0,2007,Rookie,BOS
Engel Beltre*,17,34,145,125,20,26,3,3,5,13,6,3,12,44,.208,.310,.400,.710,50,1,7,0,1,0,1,2007,Rookie,BOS
Darren Blocker,20,34,134,113,25,29,13,0,2,17,2,0,13,21,.257,.373,.425,.798,48,3,8,0,0,0,0,2007,Rookie,BOS
Ricardo Burgos*,20,42,164,138,27,37,8,0,7,23,1,0,23,39,.268,.372,.478,.850,66,3,1,0,2,1,0,2007,Rookie,BOS
Matthew Cooney,21,19,64,61,2,9,0,0,1,7,0,0,1,17,.148,.175,.197,.371,12,3,1,1,0,0,0,2007,Rookie,BOS
Mitch Dening*,18,47,199,176,21,53,8,1,1,18,11,6,19,26,.301,.372,.375,.747,66,4,2,0,2,0,0,2007,Rookie,BOS
Ryan Dent,18,10,42,35,7,13,1,2,1,2,4,3,5,5,.371,.463,.600,1.063,21,1,1,1,0,0,0,2007,Rookie,BOS
Jonathan Egan,20,8,34,28,1,3,1,0,0,4,0,0,4,15,.107,.206,.143,.349,4,1,0,0,2,0,0,2007,Rookie,BOS
Alberto Gil,21,15,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2007,Rookie,BOS
Rafael Gil,21,25,83,75,8,15,3,0,2,8,1,0,2,18,.200,.277,.320,.597,24,5,6,0,0,0,0,2007,Rookie,BOS
Peter Gilardo,21,20,60,55,5,14,2,0,1,3,2,1,5,14,.255,.317,.345,.662,19,0,0,0,0,0,0,2007,Rookie,BOS
Chih-Hsiang Huang,19,34,128,116,11,24,8,0,0,9,1,1,10,27,.207,.273,.276,.549,32,1,1,0,1,0,0,2007,Rookie,BOS
Che-Hsuan Lin,18,43,200,175,33,46,10,6,4,22,14,3,17,42,.263,.330,.457,.787,80,4,3,0,5,0,1,2007,Rookie,BOS
David Mailman*,18,6,25,22,5,5,0,0,1,2,0,1,3,6,.227,.320,.364,.684,8,0,0,0,0,0,0,2007,Rookie,BOS
Anthony Rizzo*,17,6,24,21,6,6,0,0,1,3,0,0,1,2,.286,.375,.429,.804,9,1,2,0,0,0,1,2007,Rookie,BOS
Kenneth Roque*,17,24,77,62,8,9,0,0,0,4,2,4,11,21,.145,.270,.145,.415,9,0,0,3,1,0,0,2007,Rookie,BOS
Victor Serrano,21,34,129,123,13,32,6,0,0,9,11,5,1,22,.260,.268,.309,.577,38,6,1,2,2,0,0,2007,Rookie,BOS
Manny Solano#,24,28,105,95,11,26,4,0,0,9,6,6,6,15,.274,.314,.316,.630,30,0,1,0,3,0,0,2007,Rookie,BOS
Jered Stanley,22,8,27,23,4,7,3,0,2,9,0,0,3,7,.304,.370,.696,1.066,16,0,0,0,1,0,0,2007,Rookie,BOS
Luis Sumoza,18,53,210,190,21,48,17,4,3,31,2,1,17,58,.253,.316,.432,.747,82,5,1,1,1,0,0,2007,Rookie,BOS
Levi Tapia,20,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,0,2007,Rookie,BOS
Oscar Tejeda,17,45,193,173,23,51,13,1,1,21,6,2,15,27,.295,.344,.399,.743,69,8,0,1,4,0,0,2007,Rookie,BOS
William Vazquez,22,5,19,17,3,5,1,2,0,4,0,0,1,1,.294,.316,.588,.904,10,0,0,0,1,0,0,2007,Rookie,BOS
