Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Luis Bernardo,19,32,119,102,10,23,6,0,0,8,1,2,7,16,.225,.316,.284,.601,29,1,7,2,1,0,0,2007,Rookie,BAL
Arthur Bonevacia#,19,21,92,81,10,22,4,0,1,10,0,0,8,15,.272,.348,.358,.706,29,3,2,0,1,0,0,2007,Rookie,BAL
Rodolfo Cardona,20,40,180,159,25,45,12,3,2,30,8,2,12,35,.283,.343,.434,.777,69,4,4,2,3,0,0,2007,Rookie,BAL
Levi Carolus,19,47,183,167,23,37,11,2,4,26,6,2,10,44,.222,.272,.383,.655,64,5,2,3,1,0,0,2007,Rookie,BAL
Joe DiGeronimo,22,32,119,111,11,31,1,0,0,12,9,4,4,14,.279,.319,.288,.608,32,5,3,0,1,0,0,2007,Rookie,BAL
Lee Ellis,22,55,236,210,33,46,8,3,2,18,2,2,19,58,.219,.297,.314,.611,66,6,5,0,2,0,0,2007,Rookie,BAL
Tyler Kolodny,19,43,176,151,33,48,10,2,6,30,6,0,15,30,.318,.406,.530,.936,80,2,8,1,1,1,0,2007,Rookie,BAL
Calvin Lester#,23,51,239,191,36,40,9,0,0,8,16,7,43,43,.209,.357,.257,.614,49,3,1,4,0,0,0,2007,Rookie,BAL
Justin Martin,22,12,44,37,6,8,3,0,1,6,0,0,4,5,.216,.318,.378,.697,14,0,2,0,1,0,0,2007,Rookie,BAL
Melvin Mora,35,2,7,7,1,2,1,0,0,1,0,0,0,1,.286,.286,.429,.714,3,0,0,0,0,0,1,2007,Rookie,BAL
Elvin Polanco#,20,54,237,217,35,69,18,0,5,37,3,0,14,39,.318,.367,.470,.837,102,10,4,0,2,1,0,2007,Rookie,BAL
Winter Polo#,22,1,4,4,1,3,0,1,0,1,0,0,0,1,.750,.750,1.250,2.000,5,0,0,0,0,0,0,2007,Rookie,BAL
Nicholas Ray*,21,52,217,179,30,44,8,2,1,13,9,5,31,65,.246,.364,.330,.694,59,1,4,0,3,0,0,2007,Rookie,BAL
Nolan Reimold,23,9,39,30,4,7,4,1,0,8,0,0,6,4,.233,.410,.433,.844,13,0,3,0,0,0,1,2007,Rookie,BAL
Josh Tarnow,22,22,79,68,7,15,4,0,0,8,1,1,9,12,.221,.321,.279,.600,19,3,1,1,0,0,0,2007,Rookie,BAL
Ralph Tropiano#,22,14,39,30,3,5,1,0,0,3,2,0,7,9,.167,.316,.200,.516,6,1,0,1,1,0,0,2007,Rookie,BAL
Robert Vasquez,20,40,153,135,13,31,6,0,1,16,2,1,16,32,.230,.316,.296,.612,40,2,1,1,0,0,0,2007,Rookie,BAL
