Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Christian Vazquez,26,99,345,324,43,94,18,2,5,32,7,2,17,64,.290,.330,.404,.735,92,131,14,3,0,1,0,1
1B,Mitch Moreland*,31,149,576,508,73,125,34,0,22,79,0,1,57,120,.246,.326,.443,.769,99,225,14,6,0,5,6,1
2B,Dustin Pedroia,33,105,463,406,46,119,19,0,7,62,4,3,49,48,.293,.369,.392,.760,101,159,11,2,2,4,4,1
SS,Xander Bogaerts,24,148,635,571,94,156,32,6,10,62,15,1,56,116,.273,.343,.403,.746,95,230,17,6,0,2,6,1
3B,Rafael Devers*,20,58,240,222,34,63,14,0,10,30,3,1,18,57,.284,.338,.482,.819,112,107,5,0,0,0,3,1
LF,Andrew Benintendi*,22,151,658,573,84,155,26,1,20,90,20,5,70,112,.271,.352,.424,.776,103,243,16,6,1,8,7,1
CF,Jackie Bradley Jr.*,27,133,541,482,58,118,19,3,17,63,8,3,48,124,.245,.323,.402,.726,89,194,8,9,0,2,4,1
RF,Mookie Betts,24,153,712,628,101,166,46,2,24,102,26,3,77,79,.264,.344,.459,.803,108,288,9,2,0,5,9,1
DH,Hanley Ramirez,33,133,553,496,58,120,24,0,23,62,1,3,51,116,.242,.320,.429,.750,95,213,15,6,0,0,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,Sandy Leon#,28,85,301,271,32,61,14,0,7,39,0,0,25,74,.225,.290,.354,.644,68,96,5,1,1,3,1,1
LF,Chris Young,33,90,276,243,30,57,12,2,7,25,3,2,30,55,.235,.322,.387,.709,86,94,4,2,0,1,0,1
3B,Deven Marrero,26,71,188,171,32,36,9,0,4,27,5,0,12,61,.211,.259,.333,.593,54,57,8,0,3,2,0,1
2B,Eduardo Nunez,30,38,173,165,23,53,12,0,8,27,6,2,6,25,.321,.353,.539,.892,129,89,3,2,0,0,0,1
2B,Brock Holt*,29,64,164,140,20,28,6,0,0,7,2,1,19,34,.200,.305,.243,.548,47,34,3,3,0,2,0,1
IF,Josh Rutledge,28,37,118,107,10,24,2,1,0,9,1,0,9,31,.224,.297,.262,.558,49,28,1,2,0,0,0,1
3B,Pablo Sandoval#,30,32,108,99,10,21,2,0,4,12,0,1,8,24,.212,.269,.354,.622,62,35,4,0,0,1,0,1
1B,Sam Travis,23,33,83,76,13,20,6,0,0,1,1,0,6,23,.263,.325,.342,.667,76,26,2,1,0,0,0,1
IF,Tzu-Wei Lin*,23,25,66,56,7,15,0,2,0,2,1,1,9,17,.268,.369,.339,.709,89,19,0,0,1,0,0,1
IF,Marco Hernandez*,24,21,60,58,7,16,3,0,0,2,0,1,1,15,.276,.300,.328,.628,65,19,0,1,0,0,0,1
OF,Rajai Davis,36,17,38,36,7,9,2,0,0,2,3,1,1,13,.250,.289,.306,.595,57,11,2,1,0,0,0,1
UT,Steve Selsky,27,8,9,9,0,1,1,0,0,0,0,0,0,5,.111,.111,.222,.333,-16,2,0,0,0,0,0,1
DH,Blake Swihart#,25,6,7,5,1,1,0,0,0,0,0,0,2,3,.200,.429,.200,.629,75,1,0,0,0,0,0,1
2B,Chase d'Arnaud,30,2,1,1,2,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,430,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Eduardo Rodriguez*,24,3,7,7,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Rick Porcello,28,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chris Sale*,28,1,3,3,0,1,1,0,0,0,0,0,0,1,.333,.333,.667,1.000,152,2,0,0,0,0,0,1
P,Brian Johnson*,26,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Doug Fister*,33,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kyle Kendrick,32,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Hector Velazquez,28,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
