Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Cameron Rupp,28,88,331,295,35,64,17,0,14,34,1,0,34,114,.217,.299,.417,.716,87,123,5,1,0,1,3,1
1B,Tommy Joseph,25,142,533,495,51,119,27,1,22,69,1,0,33,129,.240,.289,.432,.721,87,214,21,2,0,3,1,1
2B,Cesar Hernandez#,27,128,577,511,85,150,26,6,9,34,15,5,61,104,.294,.373,.421,.793,110,215,8,4,0,1,1,1
SS,Freddy Galvis#,27,162,663,608,71,155,29,6,12,61,14,5,45,111,.255,.309,.382,.690,81,232,12,4,2,4,2,1
3B,Maikel Franco,24,154,623,575,66,132,29,1,24,76,0,0,41,95,.230,.281,.409,.690,79,235,21,2,0,5,3,1
LF,Aaron Altherr,26,107,412,372,58,101,24,5,19,65,5,4,32,104,.272,.340,.516,.856,122,192,12,7,0,1,2,1
CF,Odubel Herrera*,25,138,563,526,67,148,42,3,14,56,8,5,31,126,.281,.325,.452,.778,103,238,13,4,0,2,4,1
RF,Nick Williams*,23,83,343,313,45,90,14,4,12,55,1,2,20,97,.288,.338,.473,.811,111,148,8,6,0,4,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LF,Daniel Nava#,34,80,214,183,21,55,8,1,4,21,1,0,26,38,.301,.393,.421,.813,116,77,2,3,0,2,0,1
RF,Michael Saunders*,30,61,214,200,25,41,9,2,6,20,0,1,13,51,.205,.257,.360,.617,61,72,2,1,0,0,2,1
UT,Rhys Hoskins,24,50,212,170,37,44,7,0,18,48,2,0,37,46,.259,.396,.618,1.014,162,105,2,3,0,2,1,1
C,Andrew Knapp#,25,56,204,171,26,44,8,1,3,13,1,0,31,56,.257,.368,.368,.736,96,63,5,0,0,2,4,1
LF,Howie Kendrick,33,39,156,141,16,48,8,1,2,16,8,3,11,30,.340,.397,.454,.851,125,64,4,3,0,1,0,1
IF,Andres Blanco#,33,80,144,130,10,25,4,0,3,13,1,0,12,34,.192,.257,.292,.549,45,38,1,0,0,2,0,1
C,Jorge Alfaro,24,29,114,107,12,34,6,0,5,14,0,0,3,33,.318,.360,.514,.874,127,55,2,4,0,0,1,1
UT,Ty Kelly#,28,69,104,88,11,17,7,0,2,14,0,0,8,24,.193,.260,.341,.601,57,30,0,1,4,3,0,1
OF,Cameron Perkins,26,42,97,88,9,16,5,0,1,8,0,0,5,23,.182,.237,.273,.510,35,24,1,2,0,2,0,1
OF,Hyun Soo Kim*,29,40,97,87,9,20,4,1,0,4,0,0,10,19,.230,.309,.299,.608,62,26,1,0,0,0,1,1
1B,Brock Stassi*,27,51,90,78,6,13,2,1,2,7,0,0,12,22,.167,.278,.295,.573,52,23,3,0,0,0,0,1
IF,J.P. Crawford*,22,23,87,70,8,15,4,1,0,6,1,0,16,22,.214,.356,.300,.656,77,21,1,0,0,1,0,1
UT,Pedro Florimon#,30,15,49,46,6,16,4,1,0,6,0,0,3,16,.348,.388,.478,.866,128,22,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Aaron Nola,24,25,54,48,3,4,0,0,0,1,0,0,4,25,.083,.154,.083,.237,-34,4,0,0,2,0,0,1
P,Nick Pivetta,24,25,48,44,3,3,0,0,0,0,0,0,0,21,.068,.068,.068,.136,-64,3,1,0,4,0,0,1
P,Jeremy Hellickson,30,20,39,33,1,3,1,1,0,2,0,0,3,9,.091,.167,.182,.348,-8,6,0,0,3,0,0,1
P,Jerad Eickhoff,26,21,34,31,3,5,1,0,0,0,0,0,0,13,.161,.161,.194,.355,-7,6,0,0,3,0,0,1
P,Ben Lively,25,14,26,26,2,6,0,0,2,8,0,0,0,9,.231,.231,.462,.692,76,12,0,0,0,0,0,1
P,Mark Leiter Jr.,26,23,26,25,0,2,0,0,0,0,0,0,0,12,.080,.080,.080,.160,-57,2,1,0,1,0,0,1
P,Vince Velasquez,25,16,25,24,1,6,0,0,0,1,0,0,1,4,.250,.280,.250,.530,42,6,1,0,0,0,0,1
P,Zach Eflin,23,10,22,21,1,3,0,0,0,2,0,0,0,13,.143,.143,.143,.286,-24,3,0,0,1,0,0,1
P,Jake Thompson,23,11,14,12,1,2,1,0,0,0,0,0,1,5,.167,.231,.250,.481,27,3,0,0,1,0,0,1
P,Henderson Alvarez III,27,3,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Adam Morgan*,27,36,3,2,0,1,0,0,0,0,0,0,1,1,.500,.667,.500,1.167,217,1,0,0,0,0,0,1
P,Clay Buchholz*,32,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Hoby Milner*,26,37,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jesen Therrien,24,14,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ricardo Pinto,23,25,1,1,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Edubray Ramos,24,56,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Yacksel Rios,24,13,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Pat Neshek#,36,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jeanmar Gomez,29,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Luis Garcia,30,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Hector Neris,28,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Victor Arano,22,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Beato,30,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Zac Curtis*,24,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Drew Anderson,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joely Rodriguez*,25,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Kevin Siegrist*,27,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joaquin Benoit,39,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Casey Fien,33,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Juan Nicasio,30,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,26.5,162,6133,5535,690,1382,287,36,174,654,59,25,494,1417,.250,.315,.409,.723,89,2263,128,47,21,36,25,1
,Rank in 15 NL teams,,,,5,12,9,7,4,12,,13,2,11,12,9,13,12,12,,12,,12,,9,,1
,Non-Pitcher Totals,26.6,162,5827,5254,674,1347,284,35,172,640,59,25,484,1294,.256,.323,.422,.745,95,2217,125,47,6,36,25,1
,Pitcher Totals,25.2,162,306,281,16,35,3,1,2,14,0,0,10,123,.125,.155,.164,.318,-15,46,3,0,15,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
