Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Miguel Achil,20,0,0,,7.98,15,0,4,0,0,0,14.2,13,17,13,0,19,0,7,1,0,11,80,2.182,8.0,0.0,11.7,4.3,0.37,0
Brent Allar,23,0,0,,0.00,4,0,1,0,0,0,4.0,6,3,0,0,2,0,5,0,0,0,21,2.000,13.5,0.0,4.5,11.3,2.50,0
Jorge Almanzar,21,2,4,.333,4.75,12,3,6,1,0,1,30.1,33,21,16,1,20,1,29,1,0,7,143,1.747,9.8,0.3,5.9,8.6,1.45,0
Brian Anderson,22,1,1,.500,5.51,15,0,4,0,0,1,16.1,16,11,10,0,13,0,9,3,0,2,78,1.776,8.8,0.0,7.2,5.0,0.69,0
Luiyi Batista,20,1,0,1.000,5.33,18,0,3,0,0,1,25.1,40,26,15,1,12,0,9,1,0,4,128,2.053,14.2,0.4,4.3,3.2,0.75,0
Jesse Beal,17,0,1,.000,5.14,5,0,1,0,0,0,7.0,9,4,4,0,1,0,8,0,0,0,31,1.429,11.6,0.0,1.3,10.3,8.00,0
Pedro Beato,21,0,0,,2.53,2,2,0,0,0,0,10.2,10,3,3,1,1,0,3,1,0,1,44,1.031,8.4,0.8,0.8,2.5,3.00,1
Randor Bierd,24,0,1,.000,4.50,3,0,0,0,0,0,4.0,3,3,2,0,2,0,5,0,0,1,18,1.250,6.8,0.0,4.5,11.3,2.50,1
Bobby Bundy,18,0,0,,9.00,2,0,1,0,0,0,2.0,5,2,2,1,0,0,4,0,0,1,11,2.500,22.5,4.5,0.0,18.0,,0
Andrew Conklin,20,0,0,,7.98,11,0,3,0,0,0,14.2,20,15,13,0,21,0,6,2,0,1,87,2.795,12.3,0.0,12.9,3.7,0.29,0
Donis De La Cruz,21,0,3,.000,6.03,13,4,4,0,0,0,34.1,44,25,23,1,14,1,21,1,1,3,160,1.689,11.5,0.3,3.7,5.5,1.50,0
Jairo De La Cruz,20,0,2,.000,3.00,10,2,1,0,0,0,21.0,18,9,7,0,9,0,27,3,0,1,94,1.286,7.7,0.0,3.9,11.6,3.00,0
Cory Doyne,26,0,0,,0.00,4,0,1,0,0,0,4.0,2,0,0,0,1,0,5,0,0,0,14,0.750,4.5,0.0,2.3,11.3,5.00,1
Vito Frabizio,19,3,4,.429,5.93,10,8,0,0,0,0,41.0,64,29,27,0,14,0,27,4,0,11,199,1.902,14.0,0.0,3.1,5.9,1.93,0
Luis Lebron,23,0,1,.000,14.40,11,0,4,0,0,2,10.0,20,18,16,0,15,0,6,1,0,3,64,3.500,18.0,0.0,13.5,5.4,0.40,0
Leonardo Madrigal*,21,0,3,.000,6.04,16,0,6,0,0,0,22.1,18,21,15,1,28,1,15,3,0,11,119,2.060,7.3,0.4,11.3,6.0,0.54,0
Justin Moore,18,1,4,.200,2.98,12,11,0,0,0,0,57.1,63,28,19,1,16,1,51,5,0,7,253,1.378,9.9,0.2,2.5,8.0,3.19,0
Marcus Moore,24,2,1,.667,0.50,12,0,4,0,0,2,18.0,10,5,1,0,5,0,31,0,0,1,70,0.833,5.0,0.0,2.5,15.5,6.20,0
Chris Ray,26,0,0,,0.00,3,3,0,0,0,0,3.0,3,0,0,0,0,0,3,0,0,0,12,1.000,9.0,0.0,0.0,9.0,,1
Jean Carlos Reyes,21,0,5,.000,3.04,17,0,10,0,0,2,26.2,23,11,9,0,14,0,28,0,0,4,110,1.388,7.8,0.0,4.7,9.5,2.00,0
Daurin Tavarez,19,2,7,.222,4.83,12,12,0,0,0,0,50.1,64,35,27,2,17,0,28,2,2,4,226,1.609,11.4,0.4,3.0,5.0,1.65,0
Sam Taveras,20,2,4,.333,3.60,11,10,0,0,0,0,35.0,40,25,14,1,19,0,33,3,0,7,166,1.686,10.3,0.3,4.9,8.5,1.74,0
Corey Thomas,19,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,0
