Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Clayton Andrews*,20,10,7,.588,2.28,27,26,0,2,1,0,162.0,112,59,41,7,46,0,193,6,2,7,635,0.975,6.2,0.4,2.6,10.7,4.20,1,1998,A,TOR
Brian Bowles,21,2,4,.333,4.52,31,4,9,0,0,0,67.2,80,41,34,4,18,1,48,9,0,6,306,1.448,10.6,0.5,2.4,6.4,2.67,1,1998,A,TOR
Colin Brackeen*,23,4,4,.500,2.45,37,0,18,0,0,0,55.0,46,18,15,0,19,1,61,7,0,7,230,1.182,7.5,0.0,3.1,10.0,3.21,0,1998,A,TOR
Joe Casey,19,2,7,.222,4.66,22,16,1,0,0,0,77.1,84,53,40,6,41,2,62,6,1,4,346,1.616,9.8,0.7,4.8,7.2,1.51,0,1998,A,TOR
Leo Estrella,23,1,3,.250,4.50,5,5,0,0,0,0,30.0,34,19,15,0,13,1,27,3,1,2,133,1.567,10.2,0.0,3.9,8.1,2.08,1,1998,A,TOR
Randy Eversgerd,21,3,1,.750,8.10,11,0,2,0,0,0,23.1,32,22,21,3,13,0,16,1,0,1,112,1.929,12.3,1.2,5.0,6.2,1.23,0,1998,A,TOR
Isabel Giron,24,10,9,.526,2.49,21,21,0,4,3,0,126.1,110,57,35,11,27,1,129,7,2,7,517,1.084,7.8,0.8,1.9,9.2,4.78,0,1998,A,TOR
Woody Heath,21,11,3,.786,2.97,24,10,6,0,0,1,94.0,79,42,31,4,27,2,82,3,4,8,381,1.128,7.6,0.4,2.6,7.9,3.04,0,1998,A,TOR
Tim Huff*,23,2,0,1.000,3.81,26,0,14,0,0,0,49.2,62,23,21,4,17,3,30,2,0,3,222,1.591,11.2,0.7,3.1,5.4,1.76,0,1998,A,TOR
Dave Huggins,22,0,2,.000,7.98,12,0,11,0,0,2,14.2,16,15,13,0,14,0,13,3,0,3,77,2.045,9.8,0.0,8.6,8.0,0.93,0,1998,A,TOR
Jarrod Kingrey,21,0,1,.000,3.86,1,0,0,0,0,0,2.1,3,2,1,0,0,0,3,0,0,0,10,1.286,11.6,0.0,0.0,11.6,,0,1998,A,TOR
Matt McClellan,21,8,7,.533,3.09,25,25,0,1,0,0,139.2,109,65,48,8,58,3,126,14,5,6,589,1.196,7.0,0.5,3.7,8.1,2.17,0,1998,A,TOR
Anthony Salley*,22,0,2,.000,4.58,20,0,7,0,0,0,39.1,40,24,20,3,22,1,30,3,0,9,177,1.576,9.2,0.7,5.0,6.9,1.36,0,1998,A,TOR
Jaron Seabury,22,2,1,.667,1.65,45,0,35,0,0,17,54.2,37,14,10,3,21,1,48,6,0,4,222,1.061,6.1,0.5,3.5,7.9,2.29,0,1998,A,TOR
John Sneed,22,16,2,.889,2.56,27,27,0,2,1,0,161.2,123,59,46,9,58,0,210,11,2,5,660,1.120,6.8,0.5,3.2,11.7,3.62,0,1998,A,TOR
Matt Weimer,23,7,6,.538,2.85,48,0,29,0,0,8,72.2,62,31,23,3,26,2,59,8,0,5,308,1.211,7.7,0.4,3.2,7.3,2.27,0,1998,A,TOR
Joe Young,23,3,1,.750,5.31,7,7,0,0,0,0,39.0,38,23,23,4,18,0,42,1,0,2,173,1.436,8.8,0.9,4.2,9.7,2.33,0,1998,A,TOR
