Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Joe Bauldree,21,1,0,1.000,4.05,29,0,12,0,0,3,53.1,49,30,24,8,19,0,53,11,1,9,238,1.275,8.3,1.4,3.2,8.9,2.79,0
Pedro Borbon*,30,0,0,,9.00,3,0,1,0,0,0,3.0,4,3,3,1,1,0,3,0,0,0,14,1.667,12.0,3.0,3.0,9.0,3.00,1
Jon Ciravolo,22,1,2,.333,5.02,16,1,3,0,0,1,28.2,37,19,16,4,17,0,30,2,0,5,139,1.884,11.6,1.3,5.3,9.4,1.76,0
Richard Dishman,23,1,1,.500,3.89,18,0,6,0,0,1,39.1,38,22,17,2,17,1,44,0,1,2,170,1.398,8.7,0.5,3.9,10.1,2.59,0
Byron Embry,21,2,5,.286,4.39,50,0,20,0,0,6,69.2,51,49,34,6,50,2,71,2,0,8,320,1.450,6.6,0.8,6.5,9.2,1.42,0
Will Fleck,21,7,0,1.000,2.65,48,0,38,0,0,14,71.1,56,26,21,6,27,1,91,1,1,6,298,1.164,7.1,0.8,3.4,11.5,3.37,0
Ryan Greene,23,3,3,.500,2.89,22,0,10,0,0,2,37.1,40,19,12,4,6,1,46,0,0,3,160,1.232,9.6,1.0,1.4,11.1,7.67,0
Derrick Lewis,22,5,6,.455,3.81,23,23,0,0,0,0,113.1,108,64,48,7,55,0,100,8,2,15,502,1.438,8.6,0.6,4.4,7.9,1.82,0
Joey Nation*,19,6,12,.333,5.03,29,28,0,1,0,0,143.0,179,102,80,15,39,0,141,1,2,10,640,1.524,11.3,0.9,2.5,8.9,3.62,1
Delvis Pacheco,20,7,4,.636,4.97,18,10,3,0,0,0,63.1,67,39,35,12,14,0,42,6,1,5,272,1.279,9.5,1.7,2.0,6.0,3.00,0
Ruben Quevedo,19,11,3,.786,3.13,25,15,0,1,0,0,112.0,114,50,39,13,31,0,117,1,1,5,470,1.295,9.2,1.0,2.5,9.4,3.77,1
Horacio Ramirez*,18,1,7,.125,5.86,12,12,0,0,0,0,55.1,70,50,36,8,16,0,38,2,0,2,249,1.554,11.4,1.3,2.6,6.2,2.38,1
Luis Rivera,20,5,5,.500,3.98,20,20,0,0,0,0,92.2,78,53,41,8,41,0,118,6,2,8,405,1.284,7.6,0.8,4.0,11.5,2.88,1
Bubba Scarce,21,4,4,.500,4.25,20,1,5,0,0,0,36.0,34,19,17,5,23,0,29,2,1,3,163,1.583,8.5,1.3,5.8,7.3,1.26,0
Ryan Schurman,21,2,4,.333,4.34,17,9,1,1,0,0,64.1,64,43,31,9,26,0,53,5,2,6,286,1.399,9.0,1.3,3.6,7.4,2.04,0
Jason Shiell,21,0,1,.000,4.50,4,3,0,0,0,0,8.0,7,4,4,2,1,0,8,0,0,1,32,1.000,7.9,2.3,1.1,9.0,8.00,1
Jacob Shumate,22,5,4,.556,6.75,44,0,10,0,0,0,50.2,44,54,38,5,75,0,65,13,1,39,280,2.349,7.8,0.9,13.3,11.5,0.87,0
John Smoltz,31,0,0,,3.60,2,2,0,0,0,0,10.0,7,4,4,1,1,0,14,0,0,1,40,0.800,6.3,0.9,0.9,12.6,14.00,1
Jeff Spencer,21,0,0,,22.50,2,0,2,0,0,0,2.0,6,5,5,1,1,0,1,0,0,1,13,3.500,27.0,4.5,4.5,4.5,1.00,0
Richard Thieme*,22,0,4,.000,8.29,16,6,3,0,0,0,33.2,41,43,31,1,28,0,19,7,2,7,175,2.050,11.0,0.3,7.5,5.1,0.68,0
Ben Wyatt*,21,4,6,.400,7.83,40,9,13,0,0,1,87.1,119,94,76,9,52,1,66,2,3,19,434,1.958,12.3,0.9,5.4,6.8,1.27,0
L.J. Yankosky,23,4,1,.800,2.87,20,2,11,0,0,4,47.0,33,22,15,3,18,1,37,1,0,2,192,1.085,6.3,0.6,3.4,7.1,2.06,0
