Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jonnathan Aristil,20,1,3,.250,4.95,22,0,7,0,0,0,36.1,35,28,20,4,21,0,32,2,0,4,169,1.541,8.7,1.0,5.2,7.9,1.52,0
Jose Campos,22,1,4,.200,5.76,5,5,0,0,0,0,25.0,32,21,16,2,8,0,13,3,1,9,117,1.600,11.5,0.7,2.9,4.7,1.63,0
Jhoulys Chacin,19,6,5,.545,3.13,15,15,0,0,0,0,92.0,85,45,32,5,26,0,77,2,0,6,380,1.207,8.3,0.5,2.5,7.5,2.96,1
Marco Duarte,20,3,1,.750,3.21,5,0,1,0,0,0,14.0,10,5,5,1,2,0,11,0,0,2,53,0.857,6.4,0.6,1.3,7.1,5.50,0
Kenneth Durst*,21,0,1,.000,4.50,15,0,3,0,0,0,22.0,26,12,11,2,7,0,25,0,0,0,98,1.500,10.6,0.8,2.9,10.2,3.57,0
Edgmer Escalona,20,1,1,.500,4.05,18,0,8,0,0,1,26.2,22,17,12,1,13,1,20,1,0,3,118,1.313,7.4,0.3,4.4,6.8,1.54,1
Jeff Fischer,21,0,10,.000,5.77,15,15,0,0,0,0,73.1,94,60,47,18,17,0,63,3,2,7,330,1.514,11.5,2.2,2.1,7.7,3.71,0
Parker Frazier,18,3,5,.375,10.07,16,10,1,0,0,0,44.2,78,54,50,8,18,0,22,4,2,1,227,2.149,15.7,1.6,3.6,4.4,1.22,0
Isaiah Froneberger*,18,0,0,,8.00,9,0,1,0,0,1,9.0,13,8,8,2,2,0,13,1,0,0,41,1.667,13.0,2.0,2.0,13.0,6.50,0
Mitch Lively,21,1,0,1.000,1.35,6,0,3,0,0,0,6.2,4,2,1,0,2,0,3,0,2,2,26,0.900,5.4,0.0,2.7,4.1,1.50,0
Leonel Lopez,21,0,1,.000,4.00,7,0,1,0,0,0,9.0,10,4,4,1,0,0,14,3,0,0,41,1.111,10.0,1.0,0.0,14.0,,0
Ronny Lopez,20,0,1,.000,6.75,4,0,0,0,0,0,5.1,7,4,4,0,4,0,7,0,0,1,27,2.063,11.8,0.0,6.8,11.8,1.75,0
Andres Marrero,18,0,0,,9.14,17,0,9,0,0,1,21.2,36,26,22,4,16,0,16,2,0,2,117,2.400,15.0,1.7,6.6,6.6,1.00,0
Brandon Miller*,22,2,1,.667,4.43,8,8,0,0,0,0,42.2,53,21,21,3,7,0,26,3,0,1,181,1.406,11.2,0.6,1.5,5.5,3.71,0
Jonathan Molina,21,1,2,.333,5.45,24,0,7,0,0,0,36.1,48,34,22,5,20,1,38,4,0,14,180,1.872,11.9,1.2,5.0,9.4,1.90,0
Juan Nicasio,20,0,3,.000,4.36,13,8,1,0,0,0,43.1,48,32,21,3,13,0,33,4,1,5,193,1.408,10.0,0.6,2.7,6.9,2.54,1
Luis Noboa,22,0,1,.000,6.48,4,4,0,0,0,0,16.2,18,19,12,2,10,0,23,5,0,3,83,1.680,9.7,1.1,5.4,12.4,2.30,0
David Parker,24,0,2,.000,1.04,6,0,4,0,0,1,8.2,8,2,1,0,1,0,6,1,1,0,34,1.038,8.3,0.0,1.0,6.2,6.00,0
Bobby Paschal*,23,0,5,.000,6.27,16,6,2,0,0,0,33.0,36,27,23,1,28,0,30,3,0,11,161,1.939,9.8,0.3,7.6,8.2,1.07,0
Jorge Sandes,22,0,0,,13.50,3,0,0,0,0,0,3.1,8,6,5,2,0,0,0,0,0,0,18,2.400,21.6,5.4,0.0,0.0,,0
Stephen Shao*,22,2,1,.667,4.88,14,0,2,0,0,0,27.2,35,17,15,3,11,1,17,1,0,1,128,1.663,11.4,1.0,3.6,5.5,1.55,0
Randall Taylor,22,1,4,.200,1.13,24,0,21,0,0,5,24.0,16,7,3,3,7,1,29,1,0,1,98,0.958,6.0,1.1,2.6,10.9,4.14,0
Mike Vicaro,23,0,1,.000,5.73,7,0,3,0,0,0,11.0,15,10,7,2,3,0,11,1,0,0,54,1.636,12.3,1.6,2.5,9.0,3.67,0
Joey Williamson,21,0,0,,0.00,1,0,1,0,0,1,2.1,0,0,0,0,0,0,4,0,0,0,9,0.000,0.0,0.0,0.0,15.4,,0
J.T. Zink,22,0,1,.000,5.21,5,4,0,0,0,0,19.0,27,13,11,2,4,0,19,0,1,1,88,1.632,12.8,0.9,1.9,9.0,4.75,0
