Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Wilmer Alvarado#,19,16,58,48,8,7,3,0,0,5,1,0,7,13,.146,.293,.208,.501,10,1,3,0,0,0,,0
Hector Alvarez,20,6,11,10,0,1,0,0,0,0,1,0,0,6,.100,.100,.100,.200,1,0,0,1,0,0,,0
Matt Arburr,21,44,150,135,17,28,8,2,5,20,0,0,14,56,.207,.280,.407,.687,55,2,0,0,1,0,,0
Domnit Bolivar,18,39,142,129,11,31,6,1,1,17,3,1,4,26,.240,.268,.326,.594,42,3,2,4,3,0,,0
Brian Buck,21,6,18,16,1,3,0,1,0,1,0,0,1,5,.188,.235,.313,.548,5,0,0,1,0,0,,0
Ivan Castro,19,15,54,53,5,13,2,0,0,3,0,1,0,11,.245,.241,.283,.524,15,4,0,0,1,0,,0
Adron Chambers*,20,36,129,111,16,31,7,1,0,10,6,5,10,21,.279,.362,.360,.723,40,1,5,2,1,0,,1
Tony Cruz,20,6,27,25,2,7,2,0,2,2,1,0,2,2,.280,.333,.600,.933,15,0,0,0,0,1,,1
Jon Edwards,19,55,220,188,27,46,12,1,7,33,0,3,28,68,.245,.345,.431,.776,81,1,2,0,2,0,,1
Roberto Espinoza,18,23,70,62,6,9,1,0,1,1,3,1,6,23,.145,.232,.210,.442,13,0,1,1,0,0,,0
Mike Folli*,21,61,266,234,29,63,9,3,4,30,4,5,25,31,.269,.341,.385,.726,90,3,2,2,3,0,,0
Jose Garcia,19,19,79,66,7,20,2,1,1,6,2,4,11,10,.303,.410,.409,.819,27,0,1,1,0,0,,0
Joe Hage,18,49,183,168,19,35,6,0,0,11,2,2,12,18,.208,.273,.244,.517,41,3,3,0,0,0,,0
Pete Kozma,19,30,120,106,16,28,8,0,2,9,3,2,12,21,.264,.350,.396,.746,42,1,2,0,0,0,,1
Travis Mitchell,19,54,207,191,19,56,10,2,1,16,10,5,8,48,.293,.323,.382,.706,73,1,1,6,1,0,,0
Osvaldo Morales,19,17,54,47,8,10,5,0,3,6,0,0,7,21,.213,.315,.511,.825,24,0,0,0,0,0,,0
Casey Mulligan,19,52,187,160,25,41,9,0,5,20,3,2,24,32,.256,.358,.406,.765,65,4,2,0,1,0,,0
Charlie Pelt*,22,9,38,32,4,13,3,0,1,9,0,0,6,10,.406,.500,.594,1.094,19,1,0,0,0,0,,0
Beau Riportella,18,48,184,168,31,53,4,1,2,15,10,2,13,31,.315,.366,.387,.753,65,1,1,1,1,0,,0
Robert Sanzillo,21,24,78,66,9,9,2,0,0,5,2,1,9,22,.136,.269,.167,.436,11,2,3,0,0,0,,0
Paul Vasquez,22,14,52,51,8,19,5,0,2,5,3,0,1,9,.373,.385,.588,.973,30,2,0,0,0,0,,0
Nick Vera,21,58,220,199,27,57,11,0,4,29,4,3,17,35,.286,.341,.402,.743,80,3,1,0,3,1,,0
22 Players,19.5,68,2547,2265,295,580,115,13,41,253,58,37,217,519,.256,.327,.373,.699,844,33,29,19,17,2,,0
