Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Hector Ambriz*,25,5,8,8,0,3,0,0,0,0,0,0,0,3,.375,.375,.375,.750,3,0,0,0,0,0,,1
Bryan Augenstein,22,9,10,6,0,0,0,0,0,0,0,0,2,2,.000,.250,.000,.250,0,0,0,2,0,0,,1
Greg Bordes,24,18,48,35,7,6,0,0,0,1,0,0,11,8,.171,.396,.171,.567,6,0,2,0,0,1,,0
Bryan Byrne*,25,84,341,276,43,75,17,1,2,40,1,2,51,53,.272,.396,.362,.758,100,8,9,0,5,0,,0
Chase Christianson,24,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Pedro Ciriaco,23,121,497,469,56,139,15,3,4,54,38,10,16,71,.296,.319,.367,.686,172,10,2,5,5,2,,1
Peter Clifford*,25,105,309,280,26,66,12,0,4,32,5,2,22,49,.236,.293,.321,.615,90,12,2,2,3,2,,0
Sean Coughlin*,24,50,199,161,24,49,8,0,7,20,0,0,35,19,.304,.432,.484,.917,78,6,2,0,1,3,,0
Chris Davis,22,3,10,10,0,2,0,0,0,1,0,1,0,3,.200,.200,.200,.400,2,0,0,0,0,0,,0
Josh Ellis,24,25,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Barry Enright,23,27,40,34,4,14,2,0,0,1,0,0,2,5,.412,.459,.471,.930,16,0,1,3,0,0,,1
Cody Evans,25,28,33,29,2,2,0,0,0,1,0,0,1,13,.069,.129,.069,.198,2,0,1,2,0,0,,0
Evan Frey*,23,134,577,506,62,135,21,6,1,52,31,14,58,78,.267,.348,.338,.686,171,6,7,3,3,2,,0
Mark Hallberg,23,132,510,455,51,117,22,1,2,42,14,4,39,43,.257,.325,.323,.648,147,12,8,5,3,0,,0
Cyle Hankerd,24,132,510,440,57,117,33,1,7,67,1,5,41,80,.266,.344,.393,.737,173,19,17,1,11,1,,0
Tommy Layne*,24,6,7,5,0,0,0,0,0,0,0,0,2,3,.000,.286,.000,.286,0,0,0,0,0,0,,1
Reid Mahon,26,23,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,0
Scott Maine*,24,36,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,1
Orlando Mercado,24,71,274,238,26,70,14,1,2,36,0,0,33,25,.294,.380,.387,.766,92,5,1,0,2,1,,0
Kyler Newby,24,42,4,3,0,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,,0
Jarrod Parker,20,16,19,16,0,4,0,0,0,0,0,0,2,3,.250,.333,.250,.583,4,0,0,1,0,0,,1
Gerardo Parra*,22,29,130,108,23,39,3,1,3,12,7,4,22,13,.361,.469,.491,.960,53,3,0,0,0,4,,1
Chris Rahl,25,124,477,435,72,122,22,9,5,48,20,7,34,104,.280,.333,.407,.740,177,15,3,0,5,1,,0
Guillermo Reyes#,27,7,13,11,2,1,0,0,0,2,1,1,1,3,.091,.154,.091,.245,1,0,0,0,1,0,,0
Wes Roemer,22,22,29,25,0,1,0,0,0,0,0,0,3,13,.040,.143,.040,.183,1,0,0,1,0,0,,0
Elijah Rumler,24,15,41,38,5,5,2,0,0,5,1,0,1,7,.132,.150,.184,.334,7,0,0,1,1,0,,0
Ramon Sanchez,25,17,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Yunesky Sánchez,25,64,213,199,27,53,7,2,2,18,3,4,14,26,.266,.315,.352,.666,70,6,0,0,0,2,,0
Daniel Schlereth*,23,21,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Leyson Septimo*,23,19,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,1
James Skelton*,23,68,273,214,34,39,8,2,0,16,9,3,52,40,.182,.341,.238,.579,51,5,0,6,1,0,,0
Ricardo Sosa,25,123,495,443,61,115,25,0,12,71,3,1,38,81,.260,.328,.397,.725,176,8,9,1,4,1,,0
Houston Summers,21,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,1,0,0,0,0,0,,0
Matt Torra,25,28,38,36,2,2,0,0,1,3,0,0,1,16,.056,.081,.139,.220,5,0,0,1,0,0,,0
Matt Tupman*,29,38,142,126,10,32,4,1,1,19,0,0,11,15,.254,.305,.325,.630,41,6,0,1,4,0,,1
Clay Zavada*,25,11,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1
36 Players,24.1,140,5260,4618,595,1212,215,28,53,541,134,58,494,783,.262,.339,.356,.694,1642,121,64,35,49,20,,0
