Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jeff Allison,24,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,1,0,0,,0
A.J. Battisto,25,11,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Scott Cousins*,24,130,533,482,60,127,31,11,12,74,27,9,42,107,.263,.323,.448,.771,216,6,3,1,5,1,,1
Matt Craig#,28,20,88,80,9,24,4,1,4,11,0,0,5,18,.300,.341,.525,.866,42,2,1,0,2,0,,0
Brad Davis,26,88,314,280,36,66,23,0,10,43,0,0,28,62,.236,.311,.425,.736,119,10,3,2,1,0,,1
Chris De La Cruz#,27,112,352,308,46,84,15,3,2,23,4,1,37,50,.273,.352,.360,.713,111,6,2,3,2,2,,0
Matt Dominguez,19,31,114,97,10,18,7,0,2,9,0,0,14,24,.186,.292,.320,.612,31,3,1,1,1,0,,1
Todd Doolittle,26,3,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,0
Willie Glen,31,15,12,11,0,0,0,0,0,0,0,0,1,9,.000,.083,.000,.083,0,0,0,0,0,0,,0
Brett Harker,24,5,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Chris Hatcher#,24,51,179,156,29,34,9,3,8,27,1,0,14,43,.218,.294,.468,.762,73,0,4,2,3,2,,1
Andy Jenkins,25,79,275,256,29,68,21,0,1,18,4,0,14,44,.266,.305,.359,.665,92,17,2,0,3,0,,0
Ryan Klosterman,27,100,387,334,53,84,20,2,7,35,12,3,38,81,.251,.332,.386,.718,129,7,4,7,4,1,,0
Chris Leroux*,25,46,5,5,1,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,2,0,0,0,0,0,,1
Cristhian Martinez,27,17,25,20,2,2,0,0,0,2,0,0,2,8,.100,.182,.100,.282,2,1,0,3,0,0,,1
Derell McCall,27,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Spike McDougall,25,13,32,19,7,3,1,0,0,3,2,1,10,5,.158,.438,.211,.648,4,1,1,0,2,1,,0
Adalberto Mendez,27,27,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Andrew Miller*,24,1,2,2,0,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,1
Lee Mitchell,27,110,436,362,43,82,20,1,11,54,1,0,62,129,.227,.339,.378,.718,137,6,4,0,8,1,,0
Logan Morrison*,21,79,343,278,48,77,18,2,8,47,9,4,63,46,.277,.411,.442,.854,123,3,1,0,1,5,,1
Kasey Olenberger,31,52,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Garrett Parcell,24,23,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Smelin Perez#,23,15,30,26,3,5,1,0,0,1,0,0,2,5,.192,.250,.231,.481,6,0,0,2,0,0,,0
Bryan Petersen*,23,121,494,431,64,128,15,7,7,49,13,12,50,66,.297,.368,.413,.781,178,4,4,0,9,3,,1
Kevin Randel*,28,123,426,352,55,89,21,2,12,49,4,1,62,92,.253,.371,.426,.797,150,3,6,3,3,2,,0
Anibal Sanchez,25,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1
Jarrett Santos,27,17,14,11,0,0,0,0,0,1,0,0,1,3,.000,.083,.000,.083,0,0,0,2,0,0,,0
Lorenzo Scott*,27,123,468,400,65,106,13,4,9,46,20,13,61,124,.265,.358,.385,.743,154,5,0,1,6,1,,0
Levale Speigner,28,23,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,,1
Giancarlo Stanton,19,79,341,299,49,69,15,2,16,53,1,1,31,99,.231,.311,.455,.766,136,4,6,0,5,1,,1
Brad Stone,25,27,18,13,2,1,0,0,0,0,0,0,0,9,.077,.143,.077,.220,1,0,1,4,0,0,,0
Graham Taylor*,25,23,34,29,1,3,0,0,0,1,0,0,2,15,.103,.156,.103,.260,3,1,0,2,1,0,,1
Aaron Thompson*,22,20,29,25,2,4,1,0,0,2,0,0,1,11,.160,.222,.200,.422,5,0,1,2,0,0,,1
Tim Torres#,25,84,253,224,25,51,8,2,1,27,8,1,24,58,.228,.302,.295,.596,66,2,1,1,3,1,,0
Nic Ungs,29,18,32,26,1,5,0,0,0,6,0,0,4,6,.192,.300,.192,.492,5,0,0,2,0,0,,0
Elih Villanueva,22,2,3,3,0,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,,1
Jay Voss*,22,30,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Sean West,23,12,13,12,1,2,0,1,0,0,0,0,0,4,.167,.167,.333,.500,4,1,0,1,0,0,,1
Neil Wilson,25,4,12,9,2,2,1,0,0,1,0,0,1,2,.222,.417,.333,.750,3,1,2,0,0,0,,0
Kyle Winters,22,7,7,6,0,1,0,0,0,0,0,0,0,0,.167,.167,.167,.333,1,0,0,1,0,0,,0
41 Players,25.0,140,5290,4571,643,1138,246,41,110,583,106,46,570,1129,.249,.334,.393,.727,1796,83,47,43,59,21,,0
