Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jayson Bass#,23,44,183,164,20,36,7,3,2,19,8,3,15,45,.220,.291,.335,.627,55,1,2,1,1,1,,0
Junior Brignac,21,64,288,254,32,58,7,2,7,35,11,10,24,84,.228,.301,.354,.655,90,6,4,2,4,3,,0
Scott Bronowicz*,23,21,63,56,9,8,1,1,0,4,0,0,6,12,.143,.238,.196,.435,11,0,1,0,0,0,,0
Jose Cepeda,24,1,5,5,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Rafael Furcal#,21,43,204,184,32,54,9,3,0,12,23,8,14,42,.293,.343,.375,.718,69,3,0,6,0,0,,1
Marcus Giles,21,126,560,497,80,162,40,7,13,73,9,6,54,89,.326,.393,.513,.906,255,9,4,0,5,5,,1
Mike Hessman,21,103,426,365,62,90,25,0,23,54,0,3,47,135,.247,.347,.504,.852,184,3,11,0,3,3,,1
Steve Lackey,24,53,238,216,24,59,10,2,0,16,13,4,15,33,.273,.329,.338,.667,73,1,4,1,2,0,,0
Ryan Lehr,20,109,474,423,59,108,18,4,14,68,3,2,45,63,.255,.333,.416,.749,176,15,5,0,1,1,,0
Lou Martinez,22,5,16,15,1,2,1,0,0,0,0,0,1,2,.133,.188,.200,.388,3,0,0,0,0,0,,0
Mark Mortimer,23,73,290,250,29,69,13,0,3,31,1,0,28,48,.276,.355,.364,.719,91,6,5,3,4,0,,0
Josh Pugh,21,41,129,115,4,19,2,0,0,12,0,0,10,32,.165,.234,.183,.417,21,2,1,1,2,0,,0
Jeff Rodriguez,22,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jason Ross,25,133,536,482,80,129,23,13,12,64,31,5,43,136,.268,.336,.444,.780,214,11,8,1,2,2,,0
Jim Scharrer,22,119,506,466,52,121,18,0,7,54,0,1,30,120,.260,.306,.343,.650,160,7,3,3,4,4,,0
Stewart Smothers,23,56,205,185,19,28,8,3,1,14,2,2,15,71,.151,.210,.243,.453,45,3,0,0,5,1,,0
Jeff Spencer,22,111,437,397,59,98,28,4,11,42,2,6,34,126,.247,.307,.421,.727,167,4,2,0,4,1,,0
Mike Terhune#,23,92,346,312,24,70,10,3,1,26,3,2,27,51,.224,.285,.285,.571,89,11,0,6,1,0,,0
Steve Torrealba,21,52,193,175,23,37,9,0,6,23,1,0,13,47,.211,.274,.366,.639,64,4,2,3,0,0,,1
Jerrod Wong*,25,58,217,201,27,45,11,4,5,31,1,2,6,52,.224,.258,.393,.651,79,7,4,4,2,0,,0
20 Players,22.2,139,5317,4763,637,1193,240,49,105,578,108,54,427,1190,.250,.317,.388,.705,1846,93,56,31,40,21,,0
