Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Carlos Acevedo,20,12,45,42,4,12,2,1,0,6,2,1,3,7,.286,.333,.381,.714,16,0,0,0,0,0,,0
Chuck Antczak,25,15,35,31,3,8,2,0,0,4,0,0,2,6,.258,.343,.323,.665,10,1,2,0,0,0,,0
Uriel Casillas,23,32,144,113,23,32,5,0,0,24,4,2,17,10,.283,.414,.327,.742,37,2,9,4,1,0,,0
LaMonte Collier,24,104,383,318,50,84,11,3,0,28,4,3,49,60,.264,.366,.318,.684,101,12,5,6,5,1,,0
Jerry Connell,21,25,101,90,11,26,4,1,2,18,2,0,8,27,.289,.347,.422,.769,38,3,1,0,2,0,,0
Andy Dominique,23,130,577,487,77,124,29,5,14,92,3,3,69,84,.255,.354,.421,.775,205,13,10,3,8,4,,1
Bobby Estalella,24,8,29,26,3,11,3,0,1,8,0,0,3,3,.423,.483,.654,1.137,17,0,0,0,0,0,,1
Johnny Estrada#,23,98,376,346,35,96,15,0,9,52,1,0,14,26,.277,.303,.399,.702,138,12,2,6,8,3,,1
Kyle Kawabata,25,34,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Skip Kiil,25,86,390,305,74,91,15,8,14,55,24,5,70,101,.298,.436,.538,.974,164,2,7,5,3,0,,0
Jason Knupfer,24,15,60,45,13,13,2,0,0,3,1,0,12,5,.289,.439,.333,.772,15,0,0,3,0,0,,0
Anderson Machado#,18,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Rusty McNamara,24,69,316,274,40,88,12,2,3,43,5,3,29,22,.321,.401,.412,.814,113,8,9,2,2,1,,0
Jason Michaels,23,122,529,451,91,138,31,6,14,65,10,7,68,103,.306,.396,.494,.890,223,7,3,1,6,2,,1
Josue Perez#,21,23,103,93,15,23,2,0,0,6,6,1,7,17,.247,.301,.269,.570,25,3,1,0,2,0,,0
Wil Polidor#,25,52,165,151,18,36,9,0,0,14,1,0,11,18,.238,.297,.298,.595,45,4,2,0,1,2,,0
Tom Prince,34,9,38,33,5,12,0,0,2,9,1,0,3,3,.364,.432,.545,.978,18,1,1,1,0,0,,1
Nick Punto#,21,106,478,400,65,122,18,6,1,48,16,7,67,53,.305,.404,.388,.792,155,13,3,3,5,3,,1
Desi Relaford#,25,2,8,7,1,2,0,0,0,1,0,0,1,1,.286,.375,.286,.661,2,0,0,0,0,0,,1
Aaron Royster,26,11,44,41,6,13,2,2,0,5,1,0,3,10,.317,.364,.463,.827,19,3,0,0,0,0,,0
Jeremy Salazar,23,2,10,10,1,3,1,0,0,1,0,0,0,2,.300,.300,.400,.700,4,0,0,0,0,0,,0
Jeff Terrell#,24,109,440,385,63,109,18,4,2,45,13,8,42,44,.283,.357,.366,.723,141,8,5,3,5,2,,0
Nick Thompson,24,9,33,27,4,3,1,0,0,1,0,1,4,12,.111,.273,.148,.421,4,0,2,0,0,0,,0
Luis Tinoco,24,32,123,110,15,20,3,0,0,6,1,0,8,23,.182,.260,.209,.469,23,1,4,0,1,0,,0
Eric Valent*,22,134,594,520,91,150,31,9,20,106,5,3,58,110,.288,.359,.498,.857,259,10,5,1,10,5,,1
Bobby Van Iten*,21,98,391,345,48,91,16,1,5,51,3,4,31,63,.264,.326,.359,.685,124,7,4,4,7,1,,0
26 Players,23.1,136,5415,4653,756,1307,232,48,87,691,103,48,579,811,.281,.365,.407,.772,1896,110,75,42,66,24,,0
