Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Randy Betten,27,15,56,52,11,17,2,0,1,7,3,0,3,10,.327,.375,.423,.798,22,2,1,0,0,0,,0
Darren Blakely#,22,124,571,510,88,128,38,10,12,63,23,13,36,159,.251,.323,.435,.758,222,3,20,1,4,1,,0
Nelson Castro#,23,125,492,444,68,111,16,12,1,50,53,19,36,75,.250,.308,.347,.655,154,5,3,5,4,1,,0
Matt Curtis#,24,126,536,460,72,120,26,2,17,76,2,2,68,84,.261,.354,.437,.791,201,8,2,0,6,3,,0
Jason Dewey,22,66,276,242,48,78,23,0,10,31,0,0,30,62,.322,.399,.541,.940,131,8,2,0,2,0,,0
Gary Disarcina,31,4,14,12,0,1,0,0,0,0,0,0,1,0,.083,.154,.083,.237,1,0,0,1,0,0,,1
Jeb Dougherty,23,115,452,381,66,99,13,4,7,45,35,13,54,68,.260,.364,.370,.734,141,11,10,4,3,0,,0
Jim Edmonds*,29,5,23,19,4,8,2,0,0,3,2,0,4,2,.421,.522,.526,1.048,10,0,0,0,0,0,,1
Joe Freitas,25,3,10,9,1,1,1,0,0,1,0,0,1,3,.111,.200,.222,.422,2,0,0,0,0,0,,0
Bryan Graves,24,15,46,38,3,9,2,0,0,6,0,0,7,13,.237,.348,.289,.637,11,1,0,0,1,0,,0
Jeff Guiel*,25,15,69,58,12,19,4,2,3,12,2,1,11,18,.328,.435,.621,1.055,36,0,0,0,0,0,,0
Steve Hagins,24,40,152,141,21,37,14,1,4,22,2,1,5,39,.262,.309,.461,.770,65,3,5,0,1,0,,0
Nathan Haynes*,19,26,124,110,19,36,5,5,1,15,10,5,12,19,.327,.395,.491,.886,54,2,1,0,1,0,,1
Jay Hood,22,102,411,374,48,88,14,5,3,43,8,9,24,81,.235,.281,.324,.604,121,7,2,5,6,0,,0
Jason Huisman,23,91,382,346,50,95,17,3,3,43,10,5,24,64,.275,.332,.367,.700,127,8,8,0,4,0,,0
Patrick Johnson,24,26,90,78,7,16,0,0,1,6,0,0,10,26,.205,.295,.244,.539,19,1,0,2,0,0,,0
Gus Kennedy,25,29,109,93,13,19,5,0,3,13,4,2,15,25,.204,.312,.355,.667,33,3,0,0,1,0,,0
Adam Leggett#,23,57,211,185,19,45,14,0,3,25,6,3,20,30,.243,.321,.368,.688,68,3,2,2,2,1,,0
Norberto Lopez,22,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Matt Luke*,28,13,61,53,10,18,5,3,0,7,2,0,7,14,.340,.426,.547,.973,29,0,1,0,0,1,,1
Bill Mott*,23,25,103,88,16,28,5,1,1,12,6,3,10,18,.318,.386,.432,.818,38,1,1,2,2,0,,0
Nate Murphy*,24,28,121,107,21,38,8,1,5,20,9,4,11,27,.355,.421,.589,1.010,63,0,2,0,1,1,,0
Travis Rapp,24,12,37,34,2,6,2,0,0,1,0,0,2,14,.176,.243,.235,.479,8,0,1,0,0,0,,0
Juan Rodriguez#,24,86,354,315,54,95,12,6,6,50,7,5,32,70,.302,.369,.435,.803,137,5,2,4,1,0,,0
Justin Ross*,22,22,84,66,10,17,3,1,0,5,2,1,16,16,.258,.393,.333,.726,22,2,0,0,2,0,,0
Tim Salmon,30,1,5,5,0,3,2,0,0,2,0,0,0,1,.600,.600,1.000,1.600,5,0,0,0,0,0,,1
Benji Simonton,27,49,217,184,39,68,14,2,8,48,0,0,29,52,.370,.456,.598,1.054,110,3,2,0,2,0,,0
Rich Stuart,22,11,45,43,3,8,1,1,0,3,1,2,1,11,.186,.222,.256,.478,11,0,1,0,0,0,,0
Chris Walther,22,100,414,380,48,112,26,2,3,60,3,3,27,31,.295,.337,.397,.734,151,15,0,1,6,3,,0
29 Players,23.2,140,5469,4831,753,1320,274,61,92,669,190,91,496,1034,.273,.346,.412,.758,1992,91,66,27,49,11,,0
