Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Dylan Axelrod,22,2,1,.667,5.29,32,0,5,0,0,0,49.1,51,36,29,4,19,0,55,2,0,9,224,1.419,9.3,0.7,3.5,10.0,2.89,1,2008,Adv A,SDP
Cesar Carrillo,24,3,5,.375,5.97,15,14,0,0,0,0,57.1,69,43,38,6,33,0,32,3,1,4,272,1.779,10.8,0.9,5.2,5.0,0.97,1,2008,Adv A,SDP
Nathan Culp*,23,14,8,.636,3.83,27,26,0,0,0,0,157.1,189,83,67,10,23,0,74,5,0,2,672,1.347,10.8,0.6,1.3,4.2,3.22,0,2008,Adv A,SDP
Richie Daigle,25,3,6,.333,5.09,30,0,11,0,0,0,40.2,49,28,23,3,16,2,16,6,0,4,189,1.598,10.8,0.7,3.5,3.5,1.00,0,2008,Adv A,SDP
Mike DeMark,25,1,2,.333,2.17,42,0,8,0,0,0,49.2,35,14,12,4,19,1,53,1,0,5,201,1.087,6.3,0.7,3.4,9.6,2.79,0,2008,Adv A,SDP
Brooks Dunn*,24,2,3,.400,7.53,16,8,2,0,0,0,43.0,66,39,36,2,25,0,25,2,2,2,215,2.116,13.8,0.4,5.2,5.2,1.00,0,2008,Adv A,SDP
Shawn Estes*,35,0,1,.000,4.76,2,2,0,0,0,0,5.2,6,3,3,1,3,0,5,0,0,0,25,1.588,9.5,1.6,4.8,7.9,1.67,1,2008,Adv A,SDP
Ernesto Frieri,22,8,6,.571,4.00,33,18,4,0,0,0,123.2,125,61,55,14,32,1,108,4,1,3,521,1.270,9.1,1.0,2.3,7.9,3.38,1,2008,Adv A,SDP
Brandon Gomes,23,2,1,.667,2.89,22,0,7,0,0,0,28.0,27,13,9,3,6,0,36,1,0,0,120,1.179,8.7,1.0,1.9,11.6,6.00,1,2008,Adv A,SDP
Justin Hampson*,28,0,0,,0.00,5,0,0,0,0,0,6.0,1,0,0,0,1,0,4,0,0,0,19,0.333,1.5,0.0,1.5,6.0,4.00,1,2008,Adv A,SDP
Jeremy Hefner,22,0,0,,3.60,1,1,0,0,0,0,5.0,3,2,2,0,2,0,6,0,0,0,21,1.000,5.4,0.0,3.6,10.8,3.00,1,2008,Adv A,SDP
Clay Hensley,28,1,0,1.000,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.000,9.0,0.0,0.0,9.0,,1,2008,Adv A,SDP
Corey Kluber,22,2,5,.286,6.01,19,16,0,0,0,0,85.1,93,62,57,9,34,1,75,2,0,5,377,1.488,9.8,0.9,3.6,7.9,2.21,1,2008,Adv A,SDP
Wilton Lopez,24,2,1,.667,2.64,30,0,29,0,0,12,30.2,34,10,9,0,4,1,26,1,0,2,126,1.239,10.0,0.0,1.2,7.6,6.50,1,2008,Adv A,SDP
Cory Luebke*,23,3,6,.333,6.84,17,15,0,0,0,0,72.1,97,61,55,8,23,0,60,0,0,2,329,1.659,12.1,1.0,2.9,7.5,2.61,1,2008,Adv A,SDP
John Madden,25,2,3,.400,3.88,52,0,14,0,0,1,72.0,73,34,31,2,24,3,45,4,0,4,309,1.347,9.1,0.3,3.0,5.6,1.88,0,2008,Adv A,SDP
Derek McDaid,24,0,1,.000,5.29,21,0,2,0,0,0,32.1,42,23,19,1,7,1,18,1,0,1,143,1.515,11.7,0.3,1.9,5.0,2.57,0,2008,Adv A,SDP
Drew Miller,22,10,7,.588,6.10,27,26,0,0,0,0,134.1,172,103,91,19,46,0,100,8,2,13,618,1.623,11.5,1.3,3.1,6.7,2.17,0,2008,Adv A,SDP
Wynn Pelzer,22,0,0,,27.00,1,0,0,0,0,0,1.0,3,4,3,0,1,0,0,0,0,1,7,4.000,27.0,0.0,9.0,0.0,0.00,0,2008,Adv A,SDP
R.J. Rodriguez,23,6,3,.667,4.92,58,0,34,0,0,12,75.0,88,44,41,5,23,2,53,6,0,10,327,1.480,10.6,0.6,2.8,6.4,2.30,0,2008,Adv A,SDP
Evan Scribner,22,2,1,.667,2.70,20,0,8,0,0,1,23.1,14,7,7,3,3,0,31,2,0,0,90,0.729,5.4,1.2,1.2,12.0,10.33,1,2008,Adv A,SDP
Chris Shaver*,26,0,3,.000,6.14,19,0,2,0,0,0,22.0,33,16,15,0,4,0,14,0,0,1,100,1.682,13.5,0.0,1.6,5.7,3.50,0,2008,Adv A,SDP
Brett Tomko,35,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1,2008,Adv A,SDP
Rolando Valdez,22,8,5,.615,4.00,46,11,13,0,0,4,99.0,90,46,44,12,24,1,79,3,2,5,412,1.152,8.2,1.1,2.2,7.2,3.29,0,2008,Adv A,SDP
Robert Woodard,23,0,0,,2.43,15,1,1,0,0,0,29.2,19,12,8,5,9,0,25,0,0,0,117,0.944,5.8,1.5,2.7,7.6,2.78,0,2008,Adv A,SDP
Chris Young,29,0,1,.000,3.12,2,2,0,0,0,0,8.2,5,3,3,3,1,0,7,0,0,0,32,0.692,5.2,3.1,1.0,7.3,7.00,1,2008,Adv A,SDP
