Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jeff Bennett,28,0,0,,0.00,4,4,0,0,0,0,4.0,3,0,0,0,0,0,3,0,0,0,13,0.750,6.8,0.0,0.0,6.8,,1
Mike Broadway,21,2,2,.500,3.40,22,2,6,0,0,2,50.1,37,23,19,3,21,1,33,4,2,4,214,1.152,6.6,0.5,3.8,5.9,1.57,1
Brett Cammons,22,3,4,.429,4.16,36,2,15,0,0,10,75.2,62,40,35,9,24,1,66,8,0,8,318,1.137,7.4,1.1,2.9,7.9,2.75,0
Jaye Chapman,21,4,2,.667,3.34,13,1,5,0,0,0,29.2,30,13,11,3,12,1,25,0,0,0,130,1.416,9.1,0.9,3.6,7.6,2.08,1
Kyle Cofield,21,8,6,.571,3.26,24,22,0,0,0,0,116.0,113,54,42,2,66,1,80,4,0,4,520,1.543,8.8,0.2,5.1,6.2,1.21,0
Scott Diamond*,21,12,2,.857,2.79,17,15,0,1,1,0,100.0,95,42,31,6,28,0,85,4,0,6,425,1.230,8.6,0.5,2.5,7.7,3.04,1
Bryan Dumesnil*,24,3,0,1.000,1.18,32,0,20,0,0,12,38.0,24,11,5,1,20,2,53,4,0,3,166,1.158,5.7,0.2,4.7,12.6,2.65,0
Dustin Evans,23,2,0,1.000,2.45,6,0,1,0,0,0,11.0,8,6,3,1,2,0,9,0,0,0,43,0.909,6.5,0.8,1.6,7.4,4.50,0
Nick Fellman,22,4,4,.500,3.67,44,0,26,0,0,8,54.0,55,31,22,8,21,0,51,1,0,3,235,1.407,9.2,1.3,3.5,8.5,2.43,0
Cory Gearrin,22,3,1,.750,5.32,17,0,9,0,0,0,23.2,19,14,14,2,21,2,36,4,0,2,115,1.690,7.2,0.8,8.0,13.7,1.71,1
Tom Glavine*,42,0,0,,2.25,1,1,0,0,0,0,4.0,3,1,1,0,1,0,4,1,0,0,16,1.000,6.8,0.0,2.3,9.0,4.00,1
Kevin Gunderson*,23,1,0,1.000,1.04,15,0,12,0,0,10,17.1,13,3,2,0,6,2,20,0,0,0,73,1.096,6.8,0.0,3.1,10.4,3.33,0
Mike Hampton*,35,0,0,,0.00,1,1,0,0,0,0,5.0,5,0,0,0,0,0,6,0,0,0,19,1.000,9.0,0.0,0.0,10.8,,1
Tommy Hanson,21,3,1,.750,0.90,7,7,0,0,0,0,40.0,15,6,4,0,11,0,49,5,0,5,148,0.650,3.4,0.0,2.5,11.0,4.45,1
Deunte Heath,22,9,2,.818,3.11,14,14,0,1,0,0,84.0,78,40,29,5,41,0,53,2,1,1,362,1.417,8.4,0.5,4.4,5.7,1.29,1
Lee Hyde*,23,1,0,1.000,0.00,2,0,0,0,0,0,2.0,1,1,0,0,2,1,0,0,0,0,10,1.500,4.5,0.0,9.0,0.0,0.00,0
Craig Kimbrel,20,0,0,,0.00,2,0,0,0,0,0,3.2,5,0,0,0,1,0,3,0,0,0,14,1.636,12.3,0.0,2.5,7.4,3.00,1
Gonzalo Lopez,24,2,3,.400,6.32,16,9,2,0,0,0,47.0,48,35,33,7,26,0,47,5,2,4,217,1.574,9.2,1.3,5.0,9.0,1.81,0
Chad Lundahl,23,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,0
Jeff Lyman,21,3,6,.333,4.59,32,7,6,0,0,0,84.1,75,50,43,5,46,1,82,7,0,4,371,1.435,8.0,0.5,4.9,8.8,1.78,0
Ryne Reynoso,23,10,6,.625,3.36,27,26,0,0,0,0,131.1,121,58,49,16,37,0,105,5,0,5,539,1.203,8.3,1.1,2.5,7.2,2.84,0
Carlos Rivas*,23,6,4,.600,5.20,25,7,6,1,0,0,72.2,75,54,42,8,32,1,54,5,3,8,327,1.472,9.3,1.0,4.0,6.7,1.69,0
Cole Rohrbough*,21,2,2,.500,3.41,5,5,0,1,1,0,31.2,27,16,12,0,8,0,28,3,4,0,130,1.105,7.7,0.0,2.3,8.0,3.50,0
Carlos Sencion*,23,0,0,,1.50,3,0,1,0,0,0,12.0,5,2,2,0,4,0,15,0,1,0,42,0.750,3.8,0.0,3.0,11.3,3.75,0
Ferdin Tejeda,25,2,1,.667,2.43,29,0,14,0,0,4,40.2,33,13,11,3,9,2,29,1,1,3,163,1.033,7.3,0.7,2.0,6.4,3.22,0
Jonny Venters*,23,1,2,.333,4.08,5,3,1,0,0,1,17.2,21,12,8,0,7,0,7,1,0,2,80,1.585,10.7,0.0,3.6,3.6,1.00,1
Kelvin Villa*,22,2,1,.667,5.52,10,1,1,0,0,0,14.2,18,11,9,2,9,0,13,0,0,1,69,1.841,11.0,1.2,5.5,8.0,1.44,0
Chris Vines,23,4,1,.800,3.98,20,13,3,0,0,2,86.0,86,44,38,6,21,2,77,1,2,3,359,1.244,9.0,0.6,2.2,8.1,3.67,0
Tyler Wilson*,21,2,1,.667,3.24,24,0,7,0,0,2,33.1,27,16,12,1,17,1,46,1,0,5,145,1.320,7.3,0.3,4.6,12.4,2.71,0
