Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Royce Bolinger,26,1,1,.500,5.40,2,0,2,0,0,0,1.2,2,1,1,0,3,1,1,0,0,0,10,3.000,10.8,0.0,16.2,5.4,0.33,,0
Jaye Chapman,30,1,0,1.000,6.23,3,0,1,0,0,0,4.1,5,3,3,0,0,0,4,0,0,0,17,1.154,10.4,0.0,0.0,8.3,,,1
Clayton Cook,26,2,2,.500,6.37,27,0,9,0,0,1,29.2,35,24,21,4,20,0,31,2,0,6,144,1.854,10.6,1.2,6.1,9.4,1.55,,0
Tyler Davis,24,4,2,.667,2.32,12,12,0,1,1,0,81.1,61,22,21,8,9,1,46,0,1,1,297,0.861,6.8,0.9,1.0,5.1,5.11,,0
Jake Diekman*,30,1,0,1.000,1.80,5,1,0,0,0,0,5.0,3,1,1,0,0,0,6,0,0,0,18,0.600,5.4,0.0,0.0,10.8,,,1
James Dykstra,26,0,1,.000,1.46,8,2,2,0,0,2,24.2,16,5,4,1,4,0,19,1,0,2,92,0.811,5.8,0.4,1.5,6.9,4.75,,0
Brady Feigl*,26,1,1,.500,5.45,27,0,6,0,0,0,34.2,46,23,21,3,10,0,37,1,0,4,165,1.615,11.9,0.8,2.6,9.6,3.70,,0
Joe Filomeno*,24,0,3,.000,8.10,29,0,10,0,0,0,36.2,50,39,33,8,22,1,35,6,0,4,187,1.964,12.3,2.0,5.4,8.6,1.59,,0
Nick Gardewine,23,1,2,.333,2.21,33,0,26,0,0,6,36.2,35,10,9,2,12,0,53,2,1,0,154,1.282,8.6,0.5,2.9,13.0,4.42,,1
Reed Garrett,24,2,5,.286,4.98,44,4,27,0,0,10,68.2,69,41,38,10,31,2,70,3,2,5,296,1.456,9.0,1.3,4.1,9.2,2.26,,1
A.J. Griffin,29,0,0,,0.00,1,1,0,0,0,0,5.0,4,0,0,0,2,0,5,1,0,0,22,1.200,7.2,0.0,3.6,9.0,2.50,,1
Cole Hamels*,33,1,0,1.000,1.04,2,2,0,0,0,0,8.2,3,1,1,1,2,0,8,0,0,0,30,0.577,3.1,1.0,2.1,8.3,4.00,,1
Ariel Jurado,21,9,11,.450,4.59,27,27,0,0,0,0,157.0,188,93,80,16,37,0,95,10,0,5,672,1.433,10.8,0.9,2.1,5.4,2.57,,1
Jose Leclerc,23,0,0,,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,3,0,0,0,7,0.500,4.5,0.0,0.0,13.5,,,1
David Ledbetter,25,1,4,.200,5.72,16,4,4,0,0,1,39.1,41,30,25,4,18,0,39,4,0,3,181,1.500,9.4,0.9,4.1,8.9,2.17,,0
Adam Loewen*,33,0,1,.000,3.48,18,0,4,0,0,1,20.2,19,8,8,0,12,1,25,5,0,1,94,1.500,8.3,0.0,5.2,10.9,2.08,,1
Shane McCain*,25,2,2,.500,5.51,36,0,9,0,0,1,50.2,62,32,31,10,8,1,38,3,0,2,217,1.382,11.0,1.8,1.4,6.8,4.75,,0
Yohander Mendez*,22,7,8,.467,3.79,24,24,0,1,1,0,137.2,114,60,58,23,43,0,124,10,2,2,556,1.140,7.5,1.5,2.8,8.1,2.88,,1
Cody Palmquist,23,1,1,.500,4.50,32,2,8,0,0,1,48.0,41,24,24,8,13,1,34,1,0,3,196,1.125,7.7,1.5,2.4,6.4,2.62,,0
Pedro Payano,22,4,5,.444,3.63,17,16,0,0,0,0,84.1,76,37,34,4,42,0,77,16,2,6,371,1.399,8.1,0.4,4.5,8.2,1.83,,1
Richelson Pena,23,2,3,.400,3.24,5,5,0,0,0,0,33.1,34,14,12,3,6,0,23,0,0,0,136,1.200,9.2,0.8,1.6,6.2,3.83,,0
Ricardo Rodriguez,24,2,0,1.000,1.20,12,0,8,0,0,5,15.0,9,2,2,1,1,0,17,1,0,1,53,0.667,5.4,0.6,0.6,10.2,17.00,,1
Tyson Ross,30,1,1,.500,2.31,2,2,0,0,0,0,11.2,11,5,3,0,4,0,10,0,0,0,48,1.286,8.5,0.0,3.1,7.7,2.50,,1
Connor Sadzeck,25,4,8,.333,6.25,38,13,4,0,0,0,93.2,104,67,65,13,39,0,111,9,1,6,418,1.527,10.0,1.2,3.7,10.7,2.85,,1
Ryne Slack*,24,2,2,.500,2.52,27,0,7,0,0,3,35.2,30,13,10,2,17,1,30,1,0,2,154,1.318,7.6,0.5,4.3,7.6,1.76,,0
Kevin Torres,27,0,1,.000,2.70,2,0,2,0,0,0,3.1,3,1,1,0,3,1,0,0,0,0,16,1.800,8.1,0.0,8.1,0.0,0.00,,0
Jose Valdespina,25,0,1,.000,4.50,3,0,1,0,0,0,4.0,3,2,2,0,0,0,3,1,0,0,16,0.750,6.8,0.0,0.0,6.8,,,0
Collin Wiles,23,9,12,.429,4.86,28,25,0,1,1,0,150.0,177,92,81,22,28,0,107,6,0,6,643,1.367,10.6,1.3,1.7,6.4,3.82,,0
Sam Wolff,26,2,3,.400,3.54,16,0,7,0,0,3,20.1,20,9,8,3,10,5,27,1,0,1,93,1.475,8.9,1.3,4.4,12.0,2.70,,0
29 Players,24.2,60,80,.429,4.31,140,140,137,3,11,34,1243.2,1262,659,596,146,396,15,1078,84,9,60,5303,1.333,9.1,1.1,2.9,7.8,2.72,,0
