Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Chad Bettis,27,14,8,.636,4.79,32,32,0,1,1,0,186.0,204,107,99,22,59,5,138,7,0,4,814,101,4.26,1.414,9.9,1.1,2.9,6.7,2.34,1
SP,Jon Gray,24,10,10,.500,4.61,29,29,0,1,1,0,168.0,153,92,86,18,59,2,185,12,0,7,712,105,3.60,1.262,8.2,1.0,3.2,9.9,3.14,1
SP,Tyler Chatwood,26,12,9,.571,3.87,27,27,0,0,0,0,158.0,147,75,68,15,70,2,117,5,0,7,669,125,4.32,1.373,8.4,0.9,4.0,6.7,1.67,1
SP,Jorge De La Rosa*,35,8,9,.471,5.51,27,24,0,0,0,0,134.0,157,93,82,23,63,3,108,8,1,7,614,88,5.35,1.642,10.5,1.5,4.2,7.3,1.71,1
SP,Tyler Anderson*,26,5,6,.455,3.54,19,19,0,0,0,0,114.1,119,50,45,12,28,2,99,3,3,4,478,137,3.59,1.286,9.4,0.9,2.2,7.8,3.54,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jake McGee*,29,2,3,.400,4.73,57,0,25,0,0,15,45.2,56,25,24,9,16,1,38,3,0,4,205,103,5.29,1.577,11.0,1.8,3.2,7.5,2.38,1
RP,Jordan Lyles,25,4,5,.444,5.83,40,5,7,0,0,1,58.2,69,46,38,4,28,2,32,4,0,5,273,83,4.58,1.653,10.6,0.6,4.3,4.9,1.14,1
RP,Carlos Estevez,23,3,7,.300,5.24,63,0,26,0,0,11,55.0,50,32,32,6,28,4,59,5,0,3,246,93,4.22,1.418,8.2,1.0,4.6,9.7,2.11,1
RP,Boone Logan*,31,2,5,.286,3.69,66,0,9,0,0,1,46.1,27,23,19,4,20,5,57,2,0,4,187,132,3.23,1.014,5.2,0.8,3.9,11.1,2.85,1
RP,Chad Qualls,37,2,0,1.000,5.23,44,0,14,0,0,0,32.2,43,22,19,5,9,1,22,0,0,1,152,93,4.62,1.592,11.8,1.4,2.5,6.1,2.44,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Rusin*,29,3,5,.375,3.74,29,7,1,0,0,0,84.1,82,36,35,5,23,2,69,3,0,4,350,130,3.21,1.245,8.8,0.5,2.5,7.4,3.00,1
,Eddie Butler,25,2,5,.286,7.17,17,9,0,0,0,0,64.0,87,57,51,13,21,1,47,3,0,1,293,68,5.44,1.688,12.2,1.8,3.0,6.6,2.24,1
,Justin Miller,29,1,1,.500,5.70,40,0,13,0,0,0,42.2,50,27,27,6,20,0,45,2,1,3,194,86,4.41,1.641,10.5,1.3,4.2,9.5,2.25,1
,Gonzalez Germen,28,2,1,.667,5.31,40,0,8,0,0,1,40.2,41,25,24,5,25,3,32,1,0,5,182,92,5.09,1.623,9.1,1.1,5.5,7.1,1.28,1
,Jeff Hoffman,23,0,4,.000,4.88,8,6,0,0,0,0,31.1,37,29,17,7,17,1,22,0,0,4,147,100,6.27,1.723,10.6,2.0,4.9,6.3,1.29,1
,Adam Ottavino,30,1,3,.250,2.67,34,0,19,0,0,7,27.0,18,9,8,3,7,0,35,2,0,4,107,184,3.00,0.926,6.0,1.0,2.3,11.7,5.00,1
,Scott Oberg,26,1,1,.500,5.19,24,0,9,0,0,1,26.0,26,15,15,3,11,2,20,1,0,3,113,94,4.49,1.423,9.0,1.0,3.8,6.9,1.82,1
,Christian Bergman,28,1,3,.250,8.39,15,1,5,0,0,0,24.2,39,24,23,7,6,0,22,0,0,0,119,58,5.78,1.824,14.2,2.6,2.2,8.0,3.67,1
,Jason Motte,34,0,1,.000,4.94,30,0,8,0,0,0,23.2,28,15,13,6,8,1,24,2,0,0,109,99,5.68,1.521,10.6,2.3,3.0,9.1,3.00,1
,German Marquez,21,1,1,.500,5.23,6,3,0,0,0,0,20.2,28,12,12,2,6,0,15,3,0,0,98,94,4.26,1.645,12.2,0.9,2.6,6.5,2.50,1
,Matt Carasiti,24,1,0,1.000,9.19,19,0,7,0,0,0,15.2,25,17,16,1,11,0,17,3,0,2,83,54,4.49,2.298,14.4,0.6,6.3,9.8,1.55,1
,Miguel Castro,21,0,0,,6.14,19,0,4,0,0,0,14.2,18,10,10,3,5,0,12,1,0,0,67,81,5.40,1.568,11.0,1.8,3.1,7.4,2.40,1
,Jason Gurka*,28,0,0,,9.31,6,0,5,0,0,0,9.2,16,10,10,1,2,0,7,0,0,0,45,54,3.66,1.862,14.9,0.9,1.9,6.5,3.50,1
,Yohan Flande*,30,0,0,,12.27,2,0,0,0,0,0,3.2,8,6,5,0,3,1,0,0,0,0,20,43,5.60,3.000,19.6,0.0,7.4,0.0,0.00,1
,David Hale,28,0,0,,13.50,2,0,0,0,0,0,2.0,4,3,3,1,2,0,1,0,0,0,12,42,11.65,3.000,18.0,4.5,9.0,4.5,0.50,1
,Team Totals,27.4,75,87,.463,4.91,162,162,160,2,2,37,1429.1,1532,860,779,181,547,38,1223,70,5,72,6289,99,4.38,1.455,9.6,1.1,3.4,7.7,2.24,1
,Rank in 15 NL teams,,9,7,,13,,,,6,9,12,15 ,14,14,13,11,10,,13,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
