year,exit,observed,pct
1,TRUE,TRUE,0.030857917938284164
1,TRUE,FALSE,0.11096074743245855
2,TRUE,TRUE,0.06917599186164802
2,TRUE,FALSE,0.08032660587246844
3,TRUE,TRUE,0.17802644964394712
3,TRUE,FALSE,0.05590152575038785
4,TRUE,TRUE,0.13190912173618177
4,TRUE,FALSE,0.03714134386570445
5,TRUE,TRUE,0.07087148185825703
5,TRUE,FALSE,0.02342883841792455
6,TRUE,TRUE,0.03017972193964056
6,TRUE,FALSE,0.01397966344613703
7,TRUE,TRUE,0.007121057985757884
7,TRUE,FALSE,0.007877481053910942
8,TRUE,TRUE,0.002034587995930824
8,TRUE,FALSE,0.004193649551154494
9,TRUE,TRUE,3.3909799932180403e-4
9,TRUE,FALSE,0.002113711858627185
10,TRUE,TRUE,0
10,TRUE,FALSE,0.0010122300642635613
1,FALSE,TRUE,0.05391658189216684
1,FALSE,FALSE,0.07055647586501446
2,FALSE,TRUE,0.09494743981010513
2,FALSE,FALSE,0.07532661713229469
3,FALSE,TRUE,0.1692099016615802
3,FALSE,FALSE,0.07478967652124527
4,FALSE,TRUE,0.10783316378433368
4,FALSE,FALSE,0.0688742506454257
5,FALSE,TRUE,0.036961681926076635
5,FALSE,FALSE,0.05877033749579379
6,FALSE,TRUE,0.013903017972193964
6,FALSE,FALSE,0.046502053103151315
7,FALSE,TRUE,0.0013563919972872161
7,FALSE,FALSE,0.03420258757675895
8,FALSE,TRUE,3.3909799932180403e-4
8,FALSE,FALSE,0.023475835246766646
9,FALSE,TRUE,6.781959986436081e-4
9,FALSE,FALSE,0.01511348381670591
10,FALSE,TRUE,3.3909799932180403e-4
10,FALSE,FALSE,0.009179875312049352
