year,exit,observed,pct
1,TRUE,TRUE,0.030857917938284164
1,TRUE,FALSE,0.11373609248171741
2,TRUE,TRUE,0.06917599186164802
2,TRUE,FALSE,0.08202897783085379
3,TRUE,TRUE,0.17802644964394712
3,TRUE,FALSE,0.056317536983575125
4,TRUE,TRUE,0.13190912173618177
4,TRUE,FALSE,0.036425737361517295
5,TRUE,TRUE,0.07087148185825703
5,TRUE,FALSE,0.02200954783330589
6,TRUE,TRUE,0.03017972193964056
6,TRUE,FALSE,0.012354009215736546
7,TRUE,TRUE,0.007121057985757884
7,TRUE,FALSE,0.0064252592544697335
8,TRUE,TRUE,0.002034587995930824
8,TRUE,FALSE,0.0030976367997770557
9,TRUE,TRUE,3.3909799932180403e-4
9,TRUE,FALSE,0.0013883142506145487
10,TRUE,TRUE,0
10,TRUE,FALSE,5.81231848447523e-4
1,FALSE,TRUE,0.05391658189216684
1,FALSE,FALSE,0.0750755889944885
2,FALSE,TRUE,0.09494743981010513
2,FALSE,FALSE,0.08427376138323084
3,FALSE,TRUE,0.1692099016615802
3,FALSE,FALSE,0.08581181129721159
4,FALSE,TRUE,0.10783316378433368
4,FALSE,FALSE,0.07900858483850315
5,FALSE,TRUE,0.036961681926076635
5,FALSE,FALSE,0.0657148818317786
6,FALSE,TRUE,0.013903017972193964
6,FALSE,FALSE,0.04944472958110014
7,FALSE,TRUE,0.0013563919972872161
7,FALSE,FALSE,0.033776096532449264
8,FALSE,TRUE,3.3909799932180403e-4
8,FALSE,FALSE,0.021063314732754898
9,FALSE,TRUE,6.781959986436081e-4
9,FALSE,FALSE,0.012075458640533587
10,FALSE,TRUE,3.3909799932180403e-4
10,FALSE,FALSE,0.006414909280997242
