Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Beau Amaral*,23,85,374,339,55,100,23,4,6,33,13,10,26,56,.295,.353,.440,.793,149,7,5,3,1,0,,0
Junior Arias,22,17,77,70,15,19,2,0,3,10,9,3,5,18,.271,.338,.429,.766,30,1,2,0,0,0,,0
Nick Benedetto,21,13,46,44,3,6,4,0,0,2,0,0,1,15,.136,.156,.227,.383,10,1,0,1,0,0,,0
Chris Berset#,26,16,67,58,7,18,5,0,2,9,0,0,7,8,.310,.403,.500,.903,29,2,2,0,0,0,,0
Sean Buckley,24,61,254,231,40,72,13,0,11,43,3,4,13,55,.312,.362,.511,.873,118,1,7,0,3,0,,0
Sammy Diaz#,23,34,115,107,16,35,10,0,1,16,1,1,5,13,.327,.351,.449,.799,48,2,0,1,2,0,,0
Sebastian Elizalde*,22,66,267,243,35,66,17,1,9,37,10,7,19,44,.272,.330,.461,.790,112,9,3,0,2,0,,0
Jeff Gelalich*,23,61,264,234,42,59,11,0,9,28,9,1,25,72,.252,.331,.415,.745,97,2,3,1,1,1,,0
Yovan Gonzalez,24,72,275,244,27,59,8,0,1,22,0,0,24,34,.242,.314,.287,.601,70,10,3,1,3,0,,0
Joe Hudson,23,14,47,45,9,13,3,0,5,9,0,1,2,9,.289,.319,.689,1.008,31,4,0,0,0,0,,1
Jon Matthews,23,13,47,42,9,14,3,0,0,4,7,1,4,11,.333,.383,.405,.788,17,3,0,0,1,0,,0
Seth Mejias-Brean,23,69,313,267,56,80,8,3,11,45,7,1,44,49,.300,.396,.476,.872,127,9,0,0,2,0,,1
Julio Morillo#,21,14,45,39,4,11,1,0,0,2,0,0,2,6,.282,.310,.308,.617,12,2,0,3,1,0,,0
Juan Perez*,22,120,483,445,60,119,28,2,13,70,15,7,28,83,.267,.307,.427,.734,190,6,1,1,8,2,,0
Brent Peterson,21,39,148,135,14,38,5,0,0,9,1,0,9,31,.281,.338,.319,.656,43,1,3,0,1,0,,0
Harold Riggins,24,35,140,125,12,29,10,0,3,12,2,0,15,58,.232,.314,.384,.698,48,1,0,0,0,0,,0
Juan Silva*,23,67,307,252,51,78,14,3,4,42,34,9,48,49,.310,.421,.437,.858,110,7,2,3,2,0,,0
Bryson Smith,25,7,28,21,4,5,2,0,0,0,0,0,6,1,.238,.429,.333,.762,7,0,1,0,0,0,,0
Marquez Smith,29,120,520,424,89,137,32,4,29,126,1,0,83,93,.323,.438,.623,1.061,264,7,8,0,5,4,,0
John Tolisano#,25,56,223,186,29,38,10,0,7,33,1,2,29,48,.204,.302,.371,.673,69,5,0,1,7,0,,0
David Vidal,24,50,197,177,25,46,14,0,4,34,0,0,20,41,.260,.335,.407,.742,72,9,0,0,0,0,,0
Zach Vincej,23,115,481,428,72,116,23,1,1,40,11,8,44,73,.271,.342,.336,.678,144,12,3,4,2,0,,1
Kyle Waldrop*,22,65,288,256,54,92,20,1,6,32,11,2,22,56,.359,.409,.516,.925,132,6,3,2,5,0,,1
Jesse Winker*,20,53,249,205,42,65,15,0,13,49,5,1,40,46,.317,.426,.580,1.006,119,4,1,0,3,0,,1
Ryan Wright,24,55,255,241,46,75,17,2,8,41,7,1,10,32,.311,.345,.498,.843,120,5,3,0,1,0,,0
25 Players,23.4,140,5510,4858,816,1390,298,21,146,748,147,59,531,1001,.286,.359,.446,.805,2168,116,50,21,50,7,,0
