Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,R.A. Dickey,37,20,6,.769,2.73,34,33,1,5,3,0,233.2,192,78,71,24,54,2,230,9,1,4,927,139,3.27,1.053,7.4,0.9,2.1,8.9,4.26,1
SP,Jon Niese*,25,13,9,.591,3.40,30,30,0,0,0,0,190.1,174,77,72,22,49,2,155,4,0,6,788,112,3.80,1.172,8.2,1.0,2.3,7.3,3.16,1
SP,Johan Santana*,33,6,9,.400,4.85,21,21,0,2,2,0,117.0,117,65,63,17,39,1,111,0,0,1,499,79,4.09,1.333,9.0,1.3,3.0,8.5,2.85,1
SP,Chris Young,33,4,9,.308,4.15,20,20,0,0,0,0,115.0,119,58,53,16,36,5,80,2,0,3,493,92,4.50,1.348,9.3,1.3,2.8,6.3,2.22,1
SP,Dillon Gee,26,6,7,.462,4.10,17,17,0,0,0,0,109.2,108,56,50,12,29,0,97,6,1,0,463,93,3.71,1.249,8.9,1.0,2.4,8.0,3.34,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Frank Francisco,32,1,3,.250,5.53,48,0,38,0,0,23,42.1,47,27,26,5,21,1,47,0,1,2,197,69,3.90,1.606,10.0,1.1,4.5,10.0,2.24,1
RP,Bobby Parnell,27,5,4,.556,2.49,74,0,23,0,0,7,68.2,65,24,19,4,20,2,61,1,0,1,288,153,2.99,1.238,8.5,0.5,2.6,8.0,3.05,1
RP,Ramon Ramirez,30,3,4,.429,4.24,58,0,18,0,0,1,63.2,58,33,30,4,35,4,52,0,0,4,277,90,3.93,1.461,8.2,0.6,4.9,7.4,1.49,1
RP,Jon Rauch,33,3,7,.300,3.59,73,0,22,0,0,4,57.2,45,28,23,7,12,2,42,1,0,1,233,106,3.89,0.988,7.0,1.1,1.9,6.6,3.50,1
RP,Tim Byrdak*,38,2,2,.500,4.40,56,0,4,0,0,0,30.2,18,16,15,2,18,5,34,1,0,0,125,87,3.58,1.174,5.3,0.6,5.3,10.0,1.89,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
