Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Justin Verlander,29,17,8,.680,2.64,33,33,0,6,1,0,238.1,192,81,70,19,60,2,239,5,1,2,956,161,2.94,1.057,7.3,0.7,2.3,9.0,3.98,1
SP,Max Scherzer,27,16,7,.696,3.74,32,32,0,0,0,0,187.2,179,82,78,23,60,2,231,5,1,2,787,114,3.27,1.274,8.6,1.1,2.9,11.1,3.85,1
SP,Rick Porcello,23,10,12,.455,4.59,31,31,0,0,0,0,176.1,226,101,90,16,44,3,107,6,0,6,783,93,3.91,1.531,11.5,0.8,2.2,5.5,2.43,1
SP,Doug Fister,28,10,10,.500,3.45,26,26,0,2,1,0,161.2,156,73,62,15,37,1,137,7,0,1,673,123,3.42,1.194,8.7,0.8,2.1,7.6,3.70,1
SP,Drew Smyly*,23,4,3,.571,3.99,23,18,0,0,0,0,99.1,93,49,44,12,33,1,94,2,0,3,416,107,3.83,1.268,8.4,1.1,3.0,8.5,2.85,1
SP,Anibal Sanchez,28,4,6,.400,3.74,12,12,0,1,1,0,74.2,81,36,31,8,15,1,57,3,0,3,316,114,3.68,1.286,9.8,1.0,1.8,6.9,3.80,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jose Valverde,34,3,4,.429,3.78,71,0,67,0,0,35,69.0,59,34,29,3,27,5,48,4,0,1,294,113,3.62,1.246,7.7,0.4,3.5,6.3,1.78,1
RP,Joaquin Benoit,34,5,3,.625,3.68,73,0,18,0,0,2,71.0,59,31,29,14,22,2,84,1,0,2,288,116,4.26,1.141,7.5,1.8,2.8,10.6,3.82,1
RP,Octavio Dotel,38,5,3,.625,3.57,57,0,15,0,0,1,58.0,50,23,23,3,12,4,62,1,0,2,234,120,2.30,1.069,7.8,0.5,1.9,9.6,5.17,1
RP,Brayan Villarreal,25,3,5,.375,2.63,50,0,15,0,0,0,54.2,38,20,16,3,28,3,66,1,2,9,226,162,2.99,1.207,6.3,0.5,4.6,10.9,2.36,1
RP,Phil Coke*,29,2,3,.400,4.00,66,0,11,0,0,1,54.0,71,28,24,5,18,4,51,1,0,3,245,107,3.47,1.648,11.8,0.8,3.0,8.5,2.83,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duane Below*,26,2,1,.667,3.88,27,1,7,0,0,0,46.1,49,25,20,6,8,0,29,1,1,1,189,110,4.11,1.230,9.5,1.2,1.6,5.6,3.63,1
,Luis Marte,25,1,0,1.000,2.82,13,0,4,0,0,0,22.1,19,7,7,4,9,0,19,1,0,1,93,153,5.07,1.254,7.7,1.6,3.6,7.7,2.11,1
,Darin Downs*,27,2,1,.667,3.48,18,0,5,0,0,0,20.2,18,8,8,1,9,2,20,1,0,1,86,124,3.24,1.306,7.8,0.4,3.9,8.7,2.22,1
,Collin Balester,26,2,0,1.000,6.50,11,0,2,0,0,0,18.0,14,14,13,5,11,1,12,3,0,4,83,67,7.71,1.389,7.0,2.5,5.5,6.0,1.09,1
,Luke Putkonen,26,0,2,.000,3.94,12,0,6,0,0,1,16.0,19,7,7,0,8,1,10,0,0,2,72,110,3.35,1.688,10.7,0.0,4.5,5.6,1.25,1
,Al Alburquerque,26,0,0,,0.68,8,0,0,0,0,0,13.1,6,1,1,0,8,0,18,0,1,0,53,647,2.20,1.050,4.1,0.0,5.4,12.2,2.25,1
,Casey Crosby*,23,1,1,.500,9.49,3,3,0,0,0,0,12.1,15,13,13,2,11,0,9,0,0,1,59,46,6.42,2.108,10.9,1.5,8.0,6.6,0.82,1
,Jacob Turner,21,1,1,.500,8.03,3,3,0,0,0,0,12.1,17,11,11,4,7,1,7,0,0,1,61,55,7.88,1.946,12.4,2.9,5.1,5.1,1.00,1
,Adam Wilk*,24,0,3,.000,8.18,3,3,0,0,0,0,11.0,21,11,10,4,3,0,7,0,0,0,55,54,7.37,2.182,17.2,3.3,2.5,5.7,2.33,1
,Daniel Schlereth*,26,0,0,,10.29,6,0,2,0,0,0,7.0,14,10,8,3,5,2,6,0,0,1,39,43,9.10,2.714,18.0,3.9,6.4,7.7,1.20,1
,Thad Weber,27,0,1,.000,9.00,2,0,1,0,0,0,4.0,10,4,4,0,2,0,1,0,0,0,24,51,4.10,3.000,22.5,0.0,4.5,2.3,0.50,1
,Jose Ortega,23,0,0,,3.38,2,0,0,0,0,0,2.2,3,1,1,1,1,0,4,0,0,0,13,143,6.10,1.500,10.1,3.4,3.4,13.5,4.00,1
,Team Totals,27.6,88,74,.543,3.75,162,162,153,9,3,40,1430.2,1409,670,596,151,438,35,1318,42,6,46,6045,113,3.63,1.291,8.9,0.9,2.8,8.3,3.01,1
,Rank in 14 AL teams,,7,8,,3,,,,1,11,9,14 ,8,5,3,3,2,,2,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
