Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,C.J. Wilson*,31,13,10,.565,3.83,34,34,0,0,0,0,202.1,181,102,86,19,91,2,173,6,1,4,865,100,4.04,1.344,8.1,0.8,4.0,7.7,1.90,1
SP,Jered Weaver,29,20,5,.800,2.81,30,30,0,3,2,0,188.2,147,63,59,20,45,0,142,4,0,2,739,135,3.75,1.018,7.0,1.0,2.1,6.8,3.16,1
SP,Ervin Santana,29,9,13,.409,5.16,30,30,0,1,1,0,178.0,165,109,102,39,61,2,133,9,0,4,764,74,5.63,1.270,8.3,2.0,3.1,6.7,2.18,1
SP,Dan Haren,31,12,13,.480,4.33,30,30,0,1,1,0,176.2,190,95,85,28,38,3,142,3,1,5,747,88,4.24,1.291,9.7,1.4,1.9,7.2,3.74,1
SP,Zack Greinke,28,6,2,.750,3.53,13,13,0,0,0,0,89.1,80,35,35,11,26,0,78,2,0,4,364,108,3.89,1.187,8.1,1.1,2.6,7.9,3.00,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Ernesto Frieri,26,4,2,.667,2.32,56,0,46,0,0,23,54.1,26,15,14,7,26,0,80,5,0,1,219,165,3.54,0.957,4.3,1.2,4.3,13.3,3.08,1
RP,Jason Isringhausen,39,3,2,.600,4.14,50,0,17,0,0,0,45.2,44,22,21,7,19,3,31,0,0,3,198,93,4.98,1.380,8.7,1.4,3.7,6.1,1.63,1
RP,Scott Downs*,36,1,1,.500,3.15,57,0,11,0,0,9,45.2,43,17,16,3,17,2,32,0,0,1,194,122,3.66,1.314,8.5,0.6,3.4,6.3,1.88,1
RP,Kevin Jepsen,27,3,2,.600,3.02,49,0,11,0,0,2,44.2,39,17,15,3,12,1,38,2,0,1,178,127,3.21,1.142,7.9,0.6,2.4,7.7,3.17,1
RP,LaTroy Hawkins,39,2,3,.400,3.64,48,0,7,0,0,1,42.0,45,20,17,5,13,1,23,0,0,0,178,105,4.48,1.381,9.6,1.1,2.8,4.9,1.77,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jerome Williams,30,6,8,.429,4.58,32,15,7,1,1,1,137.2,139,73,70,17,35,1,98,5,0,1,572,83,4.15,1.264,9.1,1.1,2.3,6.4,2.80,1
,Garrett Richards,24,4,3,.571,4.69,30,9,4,0,0,1,71.0,77,46,37,7,34,1,47,3,0,2,318,82,4.62,1.563,9.8,0.9,4.3,6.0,1.38,1
,Hisanori Takahashi*,37,0,3,.000,4.93,42,0,9,0,0,0,42.0,39,24,23,6,10,1,41,0,0,0,173,78,3.71,1.167,8.4,1.3,2.1,8.8,4.10,1
,David Carpenter,24,1,2,.333,4.76,28,0,12,0,0,0,39.2,42,21,21,6,17,0,28,0,0,2,172,81,4.94,1.487,9.5,1.4,3.9,6.4,1.65,1
,Jordan Walden,24,3,2,.600,3.46,45,0,20,0,0,1,39.0,35,15,15,3,18,1,48,0,0,7,172,111,3.02,1.359,8.1,0.7,4.2,11.1,2.67,1
,David Pauley,29,0,1,.000,4.35,5,0,3,0,0,0,10.1,16,6,5,1,3,1,4,0,0,0,49,91,4.45,1.839,13.9,0.9,2.6,3.5,1.33,1
,Nick Maronde*,22,0,0,,1.50,12,0,1,0,0,0,6.0,6,1,1,0,3,0,7,0,0,0,27,270,2.26,1.500,9.0,0.0,4.5,10.5,2.33,1
,Brad Mills*,27,1,0,1.000,0.00,1,1,0,0,0,0,5.0,3,0,0,0,0,0,6,0,0,0,18,,0.70,0.600,5.4,0.0,0.0,10.8,,1
,Bobby Cassevah,26,1,0,1.000,7.20,4,0,0,0,0,0,5.0,5,4,4,2,6,1,2,1,0,0,29,57,11.70,2.200,9.0,3.6,10.8,3.6,0.33,1
,Barry Enright,26,0,0,,14.73,3,0,2,0,0,0,3.2,7,6,6,1,1,0,0,0,0,0,20,29,7.46,2.182,17.2,2.5,2.5,0.0,0.00,1
,Rich Thompson,27,0,1,.000,15.43,2,0,2,0,0,0,2.1,5,4,4,1,1,0,3,0,0,0,13,29,7.38,2.571,19.3,3.9,3.9,11.6,3.00,1
,Andrew Taylor*,25,0,0,,11.57,3,0,2,0,0,0,2.1,3,3,3,0,4,0,0,0,0,1,14,39,8.24,3.000,11.6,0.0,15.4,0.0,0.00,1
,Steve Geltz,24,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,0,3,0,1,0,0,0,11,102,6.60,2.500,9.0,0.0,13.5,4.5,0.33,1
,Team Totals,29.9,89,73,.549,4.02,162,162,156,6,5,38,1433.1,1339,699,640,186,483,20,1157,40,2,38,6034,95,4.26,1.271,8.4,1.2,3.0,7.3,2.40,1
,Rank in 14 AL teams,,6,9,,8,,,,5,1,10,13 ,2,7,7,9,9,,10,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
