Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Abel Adames,23,2,0,1.000,6.55,16,0,3,0,0,0,22.0,25,20,16,0,12,0,22,5,1,4,107,1.682,10.2,0.0,4.9,9.0,1.83,,0
Nick Avila,21,0,0,,0.00,1,1,0,0,0,0,4.0,2,0,0,0,2,0,3,0,0,0,16,1.000,4.5,0.0,4.5,6.8,1.50,,0
Prelander Berroa,19,0,1,.000,9.56,4,4,0,0,0,0,16.0,17,18,17,2,9,0,11,3,0,3,76,1.625,9.6,1.1,5.1,6.2,1.22,,0
Deiyerbert Bolivar*,23,3,0,1.000,0.87,17,0,8,0,0,3,20.2,15,4,2,0,13,1,23,3,1,5,93,1.355,6.5,0.0,5.7,10.0,1.77,,0
Cooper Casad,23,1,1,.500,3.86,15,0,6,0,0,1,28.0,27,16,12,0,6,0,21,1,0,2,121,1.179,8.7,0.0,1.9,6.8,3.50,,0
Kervin Castro,20,5,3,.625,2.66,14,14,0,0,0,0,67.2,52,24,20,2,13,0,61,4,0,5,268,0.961,6.9,0.3,1.7,8.1,4.69,,1
Israel Cruz,22,2,1,.667,4.62,19,0,9,0,0,5,25.1,22,16,13,0,13,0,33,4,0,6,114,1.382,7.8,0.0,4.6,11.7,2.54,,0
Alex DuBord,22,0,2,.000,11.21,7,5,0,0,0,0,17.2,29,26,22,1,10,0,16,4,0,2,93,2.208,14.8,0.5,5.1,8.2,1.60,,0
Bryce Fehmel,22,0,0,,9.00,1,0,0,0,0,0,2.0,4,2,2,1,1,0,2,0,0,0,11,2.500,18.0,4.5,4.5,9.0,2.00,,0
Miguel Figueroa,21,0,0,,2.08,9,0,4,0,0,2,17.1,12,7,4,0,10,0,17,0,0,1,75,1.269,6.2,0.0,5.2,8.8,1.70,,0
Norwith Gudino,23,1,0,1.000,0.77,4,1,1,0,0,0,11.2,9,1,1,0,5,0,12,1,0,2,47,1.200,6.9,0.0,3.9,9.3,2.40,,0
Clay Helvey,22,1,2,.333,4.84,14,1,7,0,0,4,35.1,35,25,19,1,25,0,41,2,0,6,162,1.698,8.9,0.3,6.4,10.4,1.64,,0
Jasier Herrera,21,3,1,.750,4.00,5,5,0,0,0,0,27.0,26,12,12,1,10,0,17,1,0,1,114,1.333,8.7,0.3,3.3,5.7,1.70,,0
Trevor Horn,23,2,3,.400,8.59,10,1,2,0,0,0,22.0,34,22,21,4,10,0,11,0,0,3,106,2.000,13.9,1.6,4.1,4.5,1.10,,0
Caleb Kilian,22,0,0,,0.00,1,1,0,0,0,0,4.0,1,0,0,0,0,0,6,0,0,0,13,0.250,2.3,0.0,0.0,13.5,,,0
Jorge Labrador,20,0,1,.000,4.38,8,0,3,0,0,1,12.1,12,7,6,0,4,0,16,2,0,2,57,1.297,8.8,0.0,2.9,11.7,4.00,,0
Jacob Lopez*,21,2,3,.400,3.02,9,9,0,0,0,0,41.2,41,17,14,2,7,0,39,4,0,3,172,1.152,8.9,0.4,1.5,8.4,5.57,,0
Ben Madison,21,2,0,1.000,1.95,15,0,4,0,0,1,27.2,18,8,6,0,16,0,33,3,0,8,115,1.229,5.9,0.0,5.2,10.7,2.06,,0
Mack Meyer,25,0,0,,20.25,2,0,1,0,0,0,1.1,2,3,3,0,3,0,0,0,0,0,9,3.750,13.5,0.0,20.3,0.0,0.00,,0
Luis Moreno,20,2,1,.667,10.61,7,7,0,0,0,0,28.0,45,35,33,7,7,0,18,1,1,2,135,1.857,14.5,2.3,2.3,5.8,2.57,,0
Conner Nurse,19,2,4,.333,5.26,9,8,0,0,0,0,39.1,41,26,23,6,16,0,32,4,0,4,174,1.449,9.4,1.4,3.7,7.3,2.00,,0
