Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Jake Agnos*,21,1,1,.500,4.50,4,3,0,0,0,0,10.0,12,5,5,0,3,0,9,0,0,0,46,1.500,10.8,0.0,2.7,8.1,3.00,,0
Jackson Bertsch,24,0,0,,2.00,5,0,0,0,0,0,9.0,6,2,2,1,3,0,11,0,0,0,36,1.000,6.0,1.0,3.0,11.0,3.67,,0
Bryan Blanton,23,1,1,.500,1.99,19,0,6,0,0,0,31.2,16,7,7,3,15,0,51,1,0,3,124,0.979,4.5,0.9,4.3,14.5,3.40,,0
Sean Boyle,22,0,0,,6.97,5,0,2,0,0,1,10.1,12,9,8,2,0,0,11,1,0,1,43,1.161,10.5,1.7,0.0,9.6,,,0
Rex Brothers*,31,0,0,,0.00,2,2,0,0,0,0,3.0,1,0,0,0,1,0,7,0,0,0,12,0.667,3.0,0.0,3.0,21.0,7.00,,1
Blakely Brown,22,3,2,.600,2.98,11,9,0,0,0,0,51.1,33,20,17,3,22,0,55,6,0,7,211,1.071,5.8,0.5,3.9,9.6,2.50,,0
Nelvin Correa,22,2,2,.500,1.91,5,5,0,1,1,0,28.1,23,8,6,0,8,0,26,1,0,1,116,1.094,7.3,0.0,2.5,8.3,3.25,,0
Derek Craft,22,1,1,.500,4.26,13,0,4,0,0,1,19.0,16,10,9,2,7,1,23,2,1,1,78,1.211,7.6,0.9,3.3,10.9,3.29,,0
Keegan Curtis,23,0,0,,1.20,8,0,4,0,0,2,15.0,7,2,2,0,3,0,20,1,0,0,52,0.667,4.2,0.0,1.8,12.0,6.67,,0
Wellington Diaz,22,3,5,.375,6.17,12,7,2,0,0,0,42.1,44,33,29,5,24,0,46,2,0,5,194,1.606,9.4,1.1,5.1,9.8,1.92,,0
Nick Ernst,22,0,3,.000,5.70,13,5,2,0,0,0,30.0,32,20,19,1,6,0,32,3,0,4,127,1.267,9.6,0.3,1.8,9.6,5.33,,0
Marcus Evey,21,2,2,.500,4.99,18,0,5,0,0,2,30.2,35,18,17,2,16,0,28,2,0,3,140,1.663,10.3,0.6,4.7,8.2,1.75,,0
Alfredo Garcia*,19,2,2,.500,2.49,5,5,0,0,0,0,25.1,19,10,7,1,7,0,28,2,1,1,98,1.026,6.8,0.4,2.5,9.9,4.00,,0
Austin Gardner,24,0,3,.000,7.77,11,1,1,0,0,0,22.0,32,22,19,2,6,0,34,3,0,6,108,1.727,13.1,0.8,2.5,13.9,5.67,,0
Nick Green,24,0,2,.000,4.61,3,3,0,0,0,0,13.2,16,10,7,0,3,0,12,1,0,2,60,1.390,10.5,0.0,2.0,7.9,4.00,,0
Zach Greene,22,0,0,,0.00,2,0,2,0,0,0,2.0,0,0,0,0,0,0,2,1,0,0,6,0.000,0.0,0.0,0.0,9.0,,,0
Tim Hardy*,23,1,0,1.000,0.00,7,0,3,0,0,1,12.0,2,0,0,0,0,0,20,1,0,1,39,0.167,1.5,0.0,0.0,15.0,,,0
Rodney Hutchison,22,0,1,.000,29.25,6,0,1,0,0,0,4.0,7,18,13,1,4,0,1,7,0,1,32,2.750,15.8,2.3,9.0,2.3,0.25,,0
Brian Keller,25,0,0,,0.00,1,1,0,0,0,0,6.0,3,0,0,0,0,0,4,0,0,0,21,0.500,4.5,0.0,0.0,6.0,,,0
Michael King,24,0,0,,0.00,1,1,0,0,0,0,4.0,4,0,0,0,0,0,0,0,0,0,13,1.000,9.0,0.0,0.0,0.0,,,1
Barrett Loseke,22,3,1,.750,2.96,18,0,10,0,0,4,27.1,19,12,9,2,7,0,32,2,2,7,111,0.951,6.3,0.7,2.3,10.5,4.57,,0
Josh Maciejewski*,23,2,2,.500,2.01,6,5,1,0,0,0,31.1,17,10,7,3,7,0,23,3,0,3,118,0.766,4.9,0.9,2.0,6.6,3.29,,0
Aaron McGarity,24,4,0,1.000,0.83,12,0,7,0,0,2,21.2,10,2,2,0,1,0,27,1,0,1,77,0.508,4.2,0.0,0.4,11.2,27.00,,0
Alex Mejias,22,2,1,.667,4.63,7,5,0,0,0,0,23.1,24,12,12,2,11,0,20,1,0,2,104,1.500,9.3,0.8,4.2,7.7,1.82,,0
Anderson Munoz,20,7,2,.778,2.60,13,10,0,0,0,0,62.1,46,21,18,1,23,0,63,4,0,3,253,1.107,6.6,0.1,3.3,9.1,2.74,,0
Kaleb Ort,27,1,0,1.000,0.00,2,0,0,0,0,0,3.0,0,0,0,0,1,0,7,0,0,0,10,0.333,0.0,0.0,3.0,21.0,7.00,,1
Daniel Ramos,24,0,0,,1.77,14,0,13,0,0,5,20.1,13,4,4,2,4,0,21,0,0,3,79,0.836,5.8,0.9,1.8,9.3,5.25,,0
Charlie Ruegger,21,1,0,1.000,1.80,3,2,1,0,0,0,15.0,9,4,3,1,1,0,12,0,0,1,55,0.667,5.4,0.6,0.6,7.2,12.00,,0
T.J. Sikkema*,20,0,0,,0.84,4,4,0,0,0,0,10.2,6,1,1,0,1,0,13,1,0,0,40,0.656,5.1,0.0,0.8,11.0,13.00,,0
Abismael Villaman*,23,2,2,.500,3.56,12,8,0,0,0,0,43.0,50,25,17,1,13,0,41,0,4,6,194,1.465,10.5,0.2,2.7,8.6,3.15,,0
Justin Wilson,22,2,3,.400,1.46,17,0,11,0,0,2,24.2,13,6,4,1,12,2,34,1,0,4,100,1.014,4.7,0.4,4.4,12.4,2.83,,0
