Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Miguel Abreu,26,5,16,16,1,1,0,0,0,0,1,0,0,3,.063,.063,.063,.125,1,1,0,0,0,0,0
Ryan Adams,24,94,415,377,46,107,28,3,10,37,5,2,30,103,.284,.341,.454,.794,171,12,4,1,3,0,1
Matt Angle*,25,108,489,424,67,115,13,3,4,33,27,3,47,88,.271,.347,.344,.692,146,1,5,8,5,1,1
Josh Bell#,24,101,438,395,62,100,12,2,19,57,4,0,40,118,.253,.320,.438,.758,173,11,0,0,3,3,1
Zach Booker,26,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Blake Davis*,27,62,252,232,28,65,3,3,5,27,6,5,15,46,.280,.323,.384,.706,89,4,1,1,3,1,1
Adam Donachie,27,14,48,35,5,6,1,0,3,4,0,1,12,12,.171,.383,.457,.840,16,1,0,1,0,0,0
Jake Fox,28,68,299,265,38,73,19,1,12,58,0,0,22,52,.275,.351,.491,.842,130,6,10,0,2,1,1
Nick Green,32,87,348,308,31,64,16,0,10,46,3,1,25,67,.208,.276,.357,.633,110,6,6,4,5,0,1
J.J. Hardy,28,3,12,9,2,2,0,0,0,0,0,0,3,1,.222,.417,.222,.639,2,0,0,0,0,0,1
Brendan Harris,30,136,565,516,50,116,21,2,10,50,2,2,37,87,.225,.282,.331,.613,171,14,5,4,3,0,1
Tyler Henson,23,123,498,449,55,111,18,3,3,36,9,5,41,98,.247,.313,.321,.634,144,6,3,3,2,0,0
Michel Hernandez,32,17,60,54,4,9,3,0,0,1,0,0,3,7,.167,.250,.222,.472,12,0,3,0,0,0,1
John Hester,27,82,310,279,22,70,10,0,5,25,0,3,27,74,.251,.324,.341,.664,95,6,3,1,0,0,1
Kyle Hudson*,24,68,284,246,39,73,7,1,0,11,26,8,33,55,.297,.382,.333,.715,82,3,1,4,0,1,1
Rhyne Hughes*,27,92,383,342,54,85,25,2,15,59,3,3,36,111,.249,.321,.465,.786,159,4,2,0,3,1,1
Jacob Julius*,25,3,12,9,0,2,0,0,0,2,0,0,2,4,.222,.333,.222,.556,2,1,0,0,1,0,0
Felix Pie*,26,7,27,24,6,6,2,1,0,1,3,0,3,4,.250,.333,.417,.750,10,0,0,0,0,0,1
Nolan Reimold,27,39,161,139,16,33,6,0,6,22,2,1,18,43,.237,.329,.410,.739,57,1,2,0,2,0,1
Carlos Rojas,27,54,194,172,11,34,3,0,0,6,2,1,17,35,.198,.268,.215,.484,37,4,0,4,1,0,0
Brandon Snyder,24,114,494,448,55,117,21,1,14,71,1,2,32,91,.261,.312,.406,.718,182,12,5,0,9,0,1
Craig Tatum,28,21,77,65,4,13,3,0,0,7,0,1,9,13,.200,.289,.246,.536,16,1,0,1,2,0,1
Robbie Widlansky*,26,35,140,127,5,36,5,0,3,12,0,0,12,26,.283,.345,.394,.739,50,2,0,1,0,0,0
