Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Cha-Seung Baek,19,3,0,1.000,3.67,8,4,1,0,0,0,27.0,30,13,11,2,6,0,25,0,3,2,112,1.333,10.0,0.7,2.0,8.3,4.17,,1
Kevin Clark,21,2,0,1.000,5.72,16,0,3,0,0,0,28.1,34,22,18,1,20,1,22,2,1,4,138,1.906,10.8,0.3,6.4,7.0,1.10,,0
Brad Drain,19,6,5,.545,4.27,13,11,0,0,0,0,65.1,63,38,31,3,13,0,71,7,0,9,273,1.163,8.7,0.4,1.8,9.8,5.46,,0
Pat Dunham,23,0,2,.000,9.58,7,0,5,0,0,3,10.1,13,11,11,0,7,0,11,1,0,1,50,1.935,11.3,0.0,6.1,9.6,1.57,,0
Scott Earle,22,1,1,.500,1.46,7,0,1,0,0,0,12.1,14,4,2,0,2,0,13,0,0,0,54,1.297,10.2,0.0,1.5,9.5,6.50,,0
Luis Encarnacion,19,0,0,,10.88,15,0,9,0,0,1,22.1,26,30,27,1,24,0,25,4,1,1,123,2.239,10.5,0.4,9.7,10.1,1.04,,0
Juan Espinal,18,3,3,.500,7.12,15,5,2,0,0,0,43.0,56,38,34,6,20,0,31,4,0,2,206,1.767,11.7,1.3,4.2,6.5,1.55,,0
Joaquin Garcia,21,4,3,.571,4.61,12,7,2,0,0,0,52.2,64,33,27,1,13,0,51,6,0,1,235,1.462,10.9,0.2,2.2,8.7,3.92,,0
Erik Grunwald,22,3,2,.600,2.63,18,0,15,0,0,3,24.0,22,10,7,0,9,1,23,0,0,3,101,1.292,8.3,0.0,3.4,8.6,2.56,,0
Jose Herrera,19,3,5,.375,5.83,12,11,0,0,0,0,54.0,56,46,35,7,29,0,48,10,4,5,252,1.574,9.3,1.2,4.8,8.0,1.66,,0
Jared Hoerman,22,1,0,1.000,1.41,11,1,5,0,0,2,32.0,24,6,5,0,6,0,46,1,0,1,126,0.938,6.8,0.0,1.7,12.9,7.67,,0
Mike Kesten*,17,2,0,1.000,6.55,13,0,2,0,0,0,22.0,17,18,16,0,20,0,17,2,0,4,104,1.682,7.0,0.0,8.2,7.0,0.85,,0
Russ Koehler,24,1,2,.333,0.96,4,4,0,0,0,0,18.2,16,5,2,0,5,0,21,1,0,0,79,1.125,7.7,0.0,2.4,10.1,4.20,,0
Marc Kroon,26,0,0,,3.86,4,4,0,0,0,0,7.0,5,3,3,2,0,0,12,0,0,0,27,0.714,6.4,2.6,0.0,15.4,,,1
Chris Montenegro,22,0,1,.000,3.00,19,0,11,0,0,7,27.0,19,11,9,1,15,1,35,2,3,4,114,1.259,6.3,0.3,5.0,11.7,2.33,,0
Roy Wells,20,3,0,1.000,2.70,10,9,0,0,0,0,46.2,39,22,14,0,22,0,52,1,2,1,199,1.307,7.5,0.0,4.2,10.0,2.36,,0
16 Players,20.5,32,24,.571,4.60,56,56,56,0,2,16,492.2,498,310,252,24,211,3,503,41,14,38,2193,1.439,9.1,0.4,3.9,9.2,2.38,,0
