Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Tim Alderson,23,5,4,.556,4.25,26,11,9,0,0,3,84.2,89,45,40,7,26,0,62,8,0,7,369,1.358,9.5,0.7,2.8,6.6,2.38,,0
Nate Baker*,24,4,7,.364,4.94,32,13,4,0,0,1,105.2,100,67,58,9,57,0,77,9,2,6,474,1.486,8.5,0.8,4.9,6.6,1.35,,0
Ryan Beckman,22,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,1,0,1,0,0,0,3,6.000,27.0,0.0,27.0,27.0,1.00,,0
Vic Black,24,2,3,.400,1.65,51,0,38,0,0,13,60.0,40,14,11,2,29,0,85,4,1,12,249,1.150,6.0,0.3,4.4,12.8,2.93,,1
Kyle Cofield,25,0,1,.000,5.28,11,0,7,0,0,1,15.1,13,10,9,3,4,0,15,3,0,3,69,1.109,7.6,1.8,2.3,8.8,3.75,,0
Gerrit Cole,21,3,6,.333,2.90,12,12,0,0,0,0,59.0,54,28,19,2,23,0,60,2,1,3,252,1.305,8.2,0.3,3.5,9.2,2.61,,1
Mike Colla,25,5,6,.455,3.75,37,10,9,0,0,2,96.0,96,49,40,11,27,0,75,4,0,6,409,1.281,9.0,1.0,2.5,7.0,2.78,,0
Juan Cruz,33,0,0,,13.50,2,2,0,0,0,0,1.1,5,2,2,0,0,0,2,0,0,0,9,3.750,33.8,0.0,0.0,13.5,,,1
Brandon Cumpton,23,12,11,.522,3.84,27,27,0,0,0,0,152.1,149,72,65,9,46,0,88,15,2,7,642,1.280,8.8,0.5,2.7,5.2,1.91,,1
Zach Foster,25,0,1,.000,13.50,1,0,0,0,0,0,2.2,3,4,4,0,2,0,1,0,0,0,14,1.875,10.1,0.0,6.8,3.4,0.50,,0
Kris Harvey,28,0,3,.000,3.29,31,0,11,0,0,2,54.2,52,26,20,4,27,0,45,4,2,3,243,1.445,8.6,0.7,4.4,7.4,1.67,,0
Jeff Inman,24,2,2,.500,3.83,30,1,16,0,0,3,51.2,45,22,22,2,19,0,36,0,0,3,217,1.239,7.8,0.3,3.3,6.3,1.89,,0
Phil Irwin,25,4,7,.364,2.93,18,16,1,3,1,0,104.1,97,39,34,7,17,0,83,15,0,4,426,1.093,8.4,0.6,1.5,7.2,4.88,,1
Kris Johnson*,27,3,2,.600,2.09,15,9,3,0,0,1,56.0,50,19,13,3,24,0,42,3,0,4,242,1.321,8.0,0.5,3.9,6.8,1.75,,1
Kyle Kaminska,23,1,0,1.000,3.00,4,1,1,0,0,0,12.0,13,4,4,0,0,0,11,0,0,1,50,1.083,9.8,0.0,0.0,8.3,,,0
Jeff Karstens,29,1,0,1.000,0.90,2,2,0,0,0,0,10.0,8,1,1,0,1,0,6,0,0,0,37,0.900,7.2,0.0,0.9,5.4,6.00,,1
Logan Kensing,29,2,0,1.000,4.58,12,0,5,0,0,1,17.2,18,11,9,1,6,0,14,0,0,2,76,1.358,9.2,0.5,3.1,7.1,2.33,,1
Drew Maggi,23,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,,0
Shairon Martis,25,6,2,.750,4.56,11,8,1,0,0,0,53.1,45,27,27,7,19,0,30,0,0,3,219,1.200,7.6,1.2,3.2,5.1,1.58,,1
Kyle McPherson,24,3,5,.375,4.07,9,9,0,0,0,0,48.2,54,26,22,5,5,0,46,3,0,0,204,1.212,10.0,0.9,0.9,8.5,9.20,,1
Matt McSwain,26,4,2,.667,4.88,19,6,3,0,0,0,55.1,66,35,30,2,27,0,41,6,0,4,264,1.681,10.7,0.3,4.4,6.7,1.52,,0
Aaron Poreda*,25,2,0,1.000,2.25,3,3,0,0,0,0,16.0,12,6,4,0,11,0,11,1,0,0,69,1.438,6.8,0.0,6.2,6.2,1.00,,1
Aaron Pribanic,25,0,2,.000,7.36,3,3,0,0,0,0,11.0,17,11,9,1,11,0,6,1,0,1,61,2.545,13.9,0.8,9.0,4.9,0.55,,0
Jhonathan Ramos*,22,2,1,.667,2.61,13,0,6,0,0,0,20.2,19,6,6,2,6,0,14,2,0,0,86,1.210,8.3,0.9,2.6,6.1,2.33,,0
Hunter Strickland,23,2,2,.500,4.46,23,0,10,0,0,2,42.1,50,23,21,5,15,0,33,3,0,1,184,1.535,10.6,1.1,3.2,7.0,2.20,,1
Jameson Taillon,20,3,0,1.000,1.59,3,3,0,0,0,0,17.0,11,3,3,0,1,0,18,0,0,0,62,0.706,5.8,0.0,0.5,9.5,18.00,,1
Jason Townsend,23,2,0,1.000,0.00,3,0,2,0,0,0,10.1,10,0,0,0,4,0,3,0,0,0,41,1.355,8.7,0.0,3.5,2.6,0.75,,0
Erik Turgeon,25,1,0,1.000,0.00,1,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,6,0.500,0.0,0.0,4.5,0.0,0.00,,0
Tyler Waldron,23,1,2,.333,4.05,6,6,0,0,0,0,26.2,26,12,12,3,11,0,15,0,0,1,114,1.388,8.8,1.0,3.7,5.1,1.36,,0
Duke Welker,26,2,1,.667,2.31,15,0,12,0,0,5,23.1,19,7,6,0,7,0,19,0,1,1,97,1.114,7.3,0.0,2.7,7.3,2.71,,1
30 Players,24.5,72,70,.507,3.65,142,142,139,3,9,34,1210.2,1162,569,491,85,427,0,939,83,9,72,5189,1.313,8.6,0.6,3.2,7.0,2.20,,0
