Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jon Aceves,27,70,254,217,32,58,14,1,7,34,0,1,26,47,.267,.363,.438,.800,95,8,7,3,1,1,0,2005,AA,CHW
Christian Acosta,21,2,8,7,1,0,0,0,0,0,0,0,1,1,.000,.125,.000,.125,0,0,0,0,0,0,0,2005,AA,CHW
Darren Blakely#,28,128,520,460,71,130,29,3,18,89,5,5,45,122,.283,.346,.476,.822,219,7,4,3,8,4,0,2005,AA,CHW
Josh Fields,22,134,560,477,76,120,27,0,16,79,7,6,55,142,.252,.341,.409,.750,195,4,13,9,6,2,1,2005,AA,CHW
Cip Garcia,26,4,12,11,2,4,0,0,0,0,0,0,0,6,.364,.417,.364,.780,4,0,1,0,0,0,0,2005,AA,CHW
Jeremy Giambi*,30,5,13,11,1,3,1,0,0,2,0,0,2,3,.273,.385,.364,.748,4,0,0,0,0,0,1,2005,AA,CHW
Andy Gonzalez,23,123,511,434,50,119,19,2,4,63,6,6,61,91,.274,.364,.355,.718,154,9,4,5,7,1,1,2005,AA,CHW
Antoin Gray,24,76,269,230,37,55,14,1,7,30,1,1,27,65,.239,.327,.400,.727,92,2,4,6,2,0,0,2005,AA,CHW
Charlie Haeger,21,13,5,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,1,0,0,1,0,0,1,2005,AA,CHW
Cory Haggerty*,23,46,132,111,12,24,3,1,2,14,2,1,17,26,.216,.318,.315,.633,35,4,0,3,1,1,0,2005,AA,CHW
Pedro Lopez,21,68,271,239,26,57,7,1,3,24,0,2,13,29,.238,.287,.314,.601,75,10,4,13,2,0,1,2005,AA,CHW
Corwin Malone,24,33,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2005,AA,CHW
Tommy Nicholson*,25,4,17,15,2,4,2,0,0,3,0,0,1,2,.267,.294,.400,.694,6,1,0,0,1,0,0,2005,AA,CHW
Javier Ortiz,25,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2005,AA,CHW
Jerry Owens*,24,130,587,522,99,173,21,6,2,52,38,20,52,72,.331,.393,.406,.799,212,5,2,9,2,4,1,2005,AA,CHW
Heath Phillips*,23,22,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,1,0,0,0,0,1,2005,AA,CHW
Dwayne Pollok,24,56,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,2005,AA,CHW
Guillermo Reyes#,23,48,175,150,28,42,7,3,1,18,7,3,15,18,.280,.341,.387,.728,58,6,1,5,4,0,0,2005,AA,CHW
Casey Rogowski*,24,134,583,505,83,148,37,6,9,78,20,12,58,111,.293,.374,.444,.818,224,14,11,3,6,3,0,2005,AA,CHW
Wally Rosa,23,16,50,44,7,12,2,0,0,3,0,1,3,8,.273,.347,.318,.665,14,0,2,1,0,0,0,2005,AA,CHW
Chris Stewart,23,95,350,311,39,89,21,0,11,51,3,3,24,37,.286,.341,.460,.801,143,7,3,10,2,2,1,2005,AA,CHW
Ryan Sweeney*,20,113,483,429,64,128,22,3,1,47,6,6,35,53,.298,.357,.371,.728,159,5,7,7,5,4,1,2005,AA,CHW
Sean Tracey*,24,28,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,1,2005,AA,CHW
Chris Young,21,126,553,466,100,129,41,3,26,77,32,6,70,129,.277,.377,.545,.922,254,4,7,7,3,1,1,2005,AA,CHW
