Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Juan Brito,22,89,332,302,40,77,11,0,7,38,1,1,21,46,.255,.303,.361,.664,109,9,1,5,3,1,1,2002,AA,KCR
Henry Calderon,28,18,54,49,3,7,0,0,0,4,0,1,3,8,.143,.208,.143,.350,7,0,1,1,0,0,0,2002,AA,KCR
Joe Caruso,27,46,171,154,19,43,7,3,2,22,1,1,11,25,.279,.329,.403,.732,62,4,1,4,1,0,0,2002,AA,KCR
Luis Cotto,20,1,3,1,0,0,0,0,0,0,0,0,2,0,.000,.667,.000,.667,0,0,0,0,0,0,0,2002,AA,KCR
Marco Cunningham,24,77,271,215,39,40,7,0,4,29,13,8,37,39,.186,.335,.274,.609,59,2,12,5,2,1,0,2002,AA,KCR
David DeJesus*,22,25,96,79,7,20,5,2,2,15,3,1,8,10,.253,.347,.443,.790,35,3,5,1,3,0,1,2002,AA,KCR
Jason Gilfillan,25,21,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2002,AA,KCR
Mike Glendenning,25,22,74,59,7,13,3,0,2,4,1,1,13,16,.220,.378,.373,.751,22,2,2,0,0,1,0,2002,AA,KCR
Alexis Gomez*,23,114,515,461,72,136,21,8,14,75,36,24,45,84,.295,.359,.466,.825,215,9,3,2,4,5,1,2002,AA,KCR
Pat Hallmark,28,98,414,362,55,92,14,1,2,33,42,12,35,63,.254,.334,.315,.649,114,8,10,4,3,0,0,2002,AA,KCR
Brian Harris#,27,133,560,490,82,136,23,8,3,47,10,5,52,76,.278,.352,.376,.727,184,7,7,6,5,3,0,2002,AA,KCR
Corey Hart#,26,79,298,252,32,60,13,2,1,33,4,5,41,49,.238,.340,.317,.658,80,2,0,1,4,0,0,2002,AA,KCR
Brian Johnson,25,37,123,109,15,27,5,0,1,13,3,0,6,16,.248,.314,.321,.635,35,4,5,2,1,0,0,2002,AA,KCR
Chuck Knoblauch,33,5,22,16,3,5,2,0,0,0,1,0,6,4,.313,.500,.438,.938,7,0,0,0,0,1,1,2002,AA,KCR
Felix Martinez#,28,85,345,304,44,79,11,4,3,34,6,4,25,51,.260,.333,.352,.685,107,8,9,6,1,1,1,2002,AA,KCR
Brent Mayne*,34,2,5,4,0,2,0,0,0,1,0,0,1,0,.500,.600,.500,1.100,2,1,0,0,0,0,1,2002,AA,KCR
Tydus Meadows,24,33,140,119,24,41,12,3,4,20,4,2,14,23,.345,.421,.597,1.018,71,5,4,0,3,0,0,2002,AA,KCR
Shane Monahan*,27,97,416,391,55,120,27,3,10,59,11,10,18,53,.307,.341,.468,.809,183,5,4,0,3,2,1,2002,AA,KCR
Eric Nelson#,25,12,27,22,2,5,1,0,0,1,1,1,4,2,.227,.346,.273,.619,6,0,0,1,0,0,0,2002,AA,KCR
Wes Obermueller,25,17,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2002,AA,KCR
Rich Paz,24,137,582,479,83,136,27,0,5,74,5,6,81,80,.284,.390,.372,.761,178,13,9,2,11,0,0,2002,AA,KCR
Chan Perry,29,105,435,399,59,126,20,2,14,73,6,5,29,44,.316,.359,.481,.840,192,11,1,0,6,3,1,2002,AA,KCR
Mark Quinn,28,2,8,8,0,2,1,0,0,1,0,0,0,1,.250,.250,.375,.625,3,0,0,0,0,0,1,2002,AA,KCR
Mike Rose#,25,14,66,59,13,18,5,0,2,14,0,1,7,11,.305,.379,.492,.870,29,3,0,0,0,0,1,2002,AA,KCR
Brian Shackelford*,25,86,276,244,29,53,10,0,6,31,3,4,23,42,.217,.288,.332,.620,81,3,3,2,4,0,1,2002,AA,KCR
Scott Walter,23,22,78,71,6,14,2,0,1,7,0,1,6,12,.197,.256,.268,.524,19,2,0,0,1,1,0,2002,AA,KCR
