Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jarrod Saltalamacchia#,29,114,435,373,43,82,20,0,11,44,0,1,55,143,.220,.320,.362,.681,91,135,11,2,0,5,4,1
1B,Garrett Jones*,33,146,547,496,59,122,33,2,15,53,0,1,46,116,.246,.309,.411,.720,101,204,10,1,0,4,4,1
2B,Donovan Solano,26,111,340,310,26,78,11,1,3,28,1,2,19,61,.252,.300,.323,.623,75,100,5,3,7,1,0,1
SS,Adeiny Hechavarria,25,146,574,536,53,148,20,10,1,34,7,5,26,86,.276,.308,.356,.664,86,191,21,1,4,6,5,1
3B,Casey McGehee,31,160,691,616,56,177,29,1,4,76,4,2,67,102,.287,.355,.357,.712,101,220,31,1,0,7,3,1
LF,Christian Yelich*,22,144,660,582,94,165,30,6,9,54,21,7,70,137,.284,.362,.402,.764,115,234,9,3,3,2,3,1
CF,Marcell Ozuna,23,153,612,565,72,152,26,5,23,85,3,1,41,164,.269,.317,.455,.772,114,257,12,1,0,5,1,1
RF,Giancarlo Stanton,24,145,638,539,89,155,31,1,37,105,13,1,94,170,.288,.395,.555,.950,164,299,16,3,0,2,24,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,Jeff Baker,33,90,225,208,27,55,10,4,3,28,1,0,13,51,.264,.307,.394,.701,96,82,8,1,0,3,1,1
LF,Reed Johnson,37,113,201,187,24,44,15,0,2,25,0,1,1,37,.235,.266,.348,.614,71,65,4,8,2,3,0,1
C,Jeff Mathis,31,64,195,175,12,35,7,0,2,12,0,0,15,64,.200,.263,.274,.537,52,48,2,0,5,0,2,1
MI,Ed Lucas,32,69,189,179,19,45,5,0,1,9,1,0,8,48,.251,.283,.296,.580,63,53,4,0,2,0,0,1
2B,Derek Dietrich*,24,49,183,158,31,36,6,2,5,17,1,0,13,38,.228,.326,.386,.712,99,61,1,10,2,0,0,1
2B,Jordany Valdespin*,26,52,113,98,8,21,2,1,3,10,1,0,9,16,.214,.280,.347,.627,75,34,1,0,6,0,0,1
1B,Justin Bour*,26,39,83,74,10,21,3,0,1,11,0,0,9,19,.284,.361,.365,.726,105,27,0,0,0,0,1,1
CF,Jake Marisnick,23,14,51,48,3,8,0,0,0,0,5,0,3,19,.167,.216,.167,.382,10,8,0,0,0,0,1,1
UT,Enrique Hernandez,22,18,45,40,3,7,2,1,2,6,0,0,4,10,.175,.267,.425,.692,91,17,1,1,0,0,0,1
2B,Rafael Furcal#,36,9,37,35,4,6,0,1,0,2,0,0,2,7,.171,.216,.229,.445,25,8,1,0,0,0,0,1
C,J.T. Realmuto,23,11,30,29,4,7,1,1,0,9,0,0,1,8,.241,.267,.345,.611,71,10,2,0,0,0,0,1
 ,Greg Dobbs*,35,15,13,13,0,1,0,0,0,0,0,0,0,4,.077,.077,.077,.154,-57,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Henderson Alvarez III,24,29,67,57,2,11,0,0,0,2,0,0,1,20,.193,.203,.193,.396,12,11,0,0,8,1,0,1
P,Nathan Eovaldi,24,32,64,56,1,5,0,0,0,0,0,0,1,36,.089,.105,.089,.195,-45,5,0,0,7,0,0,1
P,Tom Koehler,28,29,59,50,0,3,0,0,0,0,0,0,1,27,.060,.078,.060,.138,-60,3,2,0,8,0,0,1
P,Brad Hand*,24,31,31,27,0,1,0,0,0,1,0,0,0,7,.037,.037,.037,.074,-79,1,0,0,4,0,0,1
P,Jarred Cosart,24,9,21,18,1,4,0,0,0,0,0,0,0,7,.222,.222,.222,.444,26,4,1,0,3,0,0,1
P,Jacob Turner,23,17,19,13,1,3,2,0,0,0,0,0,1,5,.231,.286,.385,.670,87,5,0,0,5,0,0,1
P,Jose Fernandez,21,8,18,16,1,2,0,0,0,1,0,0,0,6,.125,.125,.125,.250,-29,2,0,0,2,0,0,1
P,Anthony DeSclafani,24,13,11,10,1,1,0,0,0,2,0,0,1,3,.100,.182,.100,.282,-18,1,1,0,0,0,0,1
P,Andrew Heaney*,23,7,9,8,0,1,0,0,0,0,0,0,0,2,.125,.125,.125,.250,-29,1,0,0,1,0,0,1
P,Brad Penny,36,8,8,6,1,2,1,0,0,0,0,0,0,3,.333,.333,.500,.833,131,3,0,0,2,0,0,1
P,Randy Wolf*,37,6,7,7,0,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-19,1,0,0,0,0,0,1
P,Kevin Slowey,30,16,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brian Flynn*,24,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Sam Dyson,26,30,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chris Hatcher#,29,47,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,AJ Ramos,27,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Kevin Gregg,36,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Dunn*,29,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Steve Cishek,28,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Carlos Marmol,31,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Henry Rodriguez,27,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dan Jennings*,27,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Arquimedes Caminero,27,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Bryan Morris*,27,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Carter Capps,23,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.3,162,6185,5538,645,1399,254,36,122,614,58,21,501,1419,.253,.317,.378,.694,94,2091,143,35,71,39,49,1
,Rank in 15 NL teams,,,,6,7,6,11,5,12,,13,1,5,14,5,6,8,7,,8,,15,,8,,1
,Non-Pitcher Totals,27.4,162,5862,5261,637,1365,251,36,122,608,58,21,496,1300,.259,.325,.390,.716,100,2054,139,35,31,38,49,1
,Pitcher Totals,25.1,162,323,277,8,34,3,0,0,6,0,0,5,119,.123,.138,.134,.271,-23,37,4,0,40,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
