Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jonathan Allen*,22,2,9,9,3,5,0,0,2,5,1,1,0,2,.556,.556,1.222,1.778,11,0,0,0,0,0,,0
Tate Blackman,24,87,328,275,35,53,11,0,4,28,1,1,39,108,.193,.302,.276,.578,76,7,6,3,5,0,,0
Johan Cruz,23,37,149,134,20,32,9,0,1,12,1,0,11,43,.239,.299,.328,.628,44,2,1,2,1,0,,0
Craig Dedelow*,24,127,528,479,61,118,21,10,18,63,3,6,37,133,.246,.307,.445,.752,213,4,7,1,4,0,,0
Alex Destino*,23,4,16,14,2,2,0,0,0,0,0,0,2,5,.143,.250,.143,.393,2,0,0,0,0,0,,0
Jameson Fisher*,25,127,543,459,62,111,30,2,9,44,7,4,72,130,.242,.343,.375,.718,172,9,3,1,8,3,,0
Tyler Frost*,23,104,467,413,56,102,26,3,12,47,11,7,35,146,.247,.319,.412,.731,170,2,11,3,5,0,,0
Jordan George#,26,48,177,141,18,30,7,0,3,19,0,1,33,26,.213,.373,.326,.699,46,5,3,0,0,0,,0
Daniel Gonzalez,23,10,31,28,3,5,1,0,0,1,0,0,2,9,.179,.226,.214,.440,6,1,0,0,1,0,,0
Nick Madrigal,22,49,218,191,20,52,10,2,2,27,17,4,17,6,.272,.346,.377,.723,72,6,6,1,3,2,,1
Travis Moniot#,22,3,9,8,0,1,0,0,0,3,0,0,1,4,.125,.222,.125,.347,1,0,0,0,0,0,,0
JJ Muno*,25,78,269,223,42,53,7,6,4,34,14,6,31,55,.238,.351,.377,.727,84,6,10,1,4,0,,0
Nate Nolan,24,1,4,4,0,1,1,0,0,0,0,0,0,2,.250,.250,.500,.750,2,0,0,0,0,0,,0
Carlos Perez,22,89,342,312,42,82,14,0,2,33,0,0,24,26,.263,.316,.327,.643,102,11,2,0,4,0,,0
Zach Remillard,25,95,400,357,50,103,15,1,5,37,6,3,33,89,.289,.358,.378,.736,135,5,6,3,1,1,,0
Luis Robert,21,19,84,75,21,34,5,3,8,24,8,2,4,20,.453,.512,.920,1.432,69,1,5,0,0,0,,1
Mitch Roman,24,69,294,268,29,72,11,1,1,21,9,7,21,75,.269,.325,.328,.654,88,9,2,2,1,0,,0
Evan Skoug*,23,44,154,133,15,22,7,1,5,21,1,0,21,52,.165,.279,.346,.625,46,0,0,0,0,0,,0
Andrew Vaughn,21,29,126,107,16,27,8,0,3,21,0,1,16,17,.252,.349,.411,.760,44,3,1,0,2,0,,1
Steele Walker*,22,100,438,383,59,103,26,2,10,51,9,5,42,63,.269,.346,.426,.771,163,8,6,1,6,0,,0
Yeyson Yrizarri,22,107,382,358,33,78,17,1,3,36,5,1,17,90,.218,.262,.296,.559,106,9,5,1,1,0,,0
21 Players,23.4,133,4968,4371,587,1086,226,32,92,527,93,49,458,1101,.248,.327,.378,.705,1652,88,74,19,46,6,,0
